Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
98912,-0.608,-0.615,-0.020,-0.098,0.180,0.026,0.547,0.375,-0.505,0.552,0.000,-0.035,0,6363,25,-21,0,0.000,0.000,0,0,0,0,0
99011,-0.630,-0.592,0.390,-0.054,-0.119,0.053,0.537,0.381,-0.505,0.558,0.000,-0.034,0,6574,17,-15,0,0.000,0.000,0,0,0,0,0
99111,-0.660,-0.566,0.180,-0.106,-0.046,0.047,0.529,0.385,-0.506,0.562,0.000,-0.032,0,6585,21,-16,0,0.000,0.000,0,0,0,0,0
99212,-0.673,-0.534,0.270,-0.069,-0.099,-0.038,0.520,0.391,-0.507,0.565,0.000,-0.030,0,6191,18,-16,0,0.000,0.000,0,0,0,0,0
99311,-0.674,-0.533,0.690,-0.110,0.066,0.029,0.517,0.394,-0.504,0.568,0.000,-0.030,0,6670,24,-19,0,0.000,0.000,305,305,0,0,0
99411,-0.682,-0.526,0.930,-0.181,0.016,-0.024,0.516,0.394,-0.506,0.568,0.000,-0.030,0,6398,24,-16,0,0.000,0.000,305,305,0,0,0
99511,-0.638,-0.496,0.360,-0.282,-0.177,-0.077,0.519,0.398,-0.508,0.561,0.000,-0.026,0,5967,21,-7,0,0.000,0.000,305,305,0,0,0
99611,-0.615,-0.446,0.630,-0.266,-0.184,-0.070,0.519,0.401,-0.514,0.553,0.000,-0.022,0,6076,20,-7,0,0.000,0.000,305,305,0,0,0
99711,-0.601,-0.410,0.450,-0.318,-0.022,-0.043,0.521,0.401,-0.520,0.545,0.000,-0.019,0,6199,26,-10,0,0.000,0.000,305,305,0,0,0
99811,-0.589,-0.370,0.130,-0.233,-0.091,-0.049,0.523,0.401,-0.526,0.537,0.000,-0.016,0,6090,21,-10,0,0.000,0.000,305,305,0,0,0
99911,-0.594,-0.334,-0.450,-0.201,-0.122,0.067,0.523,0.400,-0.533,0.531,0.000,-0.014,0,6705,19,-9,0,0.000,0.000,305,305,0,0,0
100011,-0.598,-0.300,-0.640,-0.143,-0.006,0.112,0.523,0.399,-0.539,0.526,0.000,-0.012,0,6691,21,-14,0,0.000,0.000,305,305,0,0,0
100111,-0.531,-0.292,-0.500,-0.110,0.006,0.107,0.529,0.402,-0.538,0.519,0.000,-0.011,0,6263,19,-14,0,0.000,0.000,305,305,0,0,0
100211,-0.533,-0.281,-0.020,-0.026,-0.017,-0.059,0.530,0.401,-0.540,0.516,0.000,-0.010,0,5457,17,-16,0,0.000,0.000,305,305,0,0,0
100311,-0.484,-0.271,-0.030,0.044,0.024,0.014,0.533,0.405,-0.539,0.511,0.000,-0.009,0,5747,17,-19,0,0.000,0.000,305,305,0,0,0
100411,-0.430,-0.280,-0.180,0.008,0.062,0.053,0.536,0.408,-0.535,0.509,0.000,-0.009,0,5861,20,-17,0,0.000,0.000,305,305,0,0,0
100511,-0.415,-0.280,0.060,-0.056,-0.082,-0.014,0.538,0.408,-0.535,0.507,0.000,-0.009,0,5324,17,-11,0,0.000,0.000,305,305,0,0,0
100611,-0.348,-0.259,-0.020,-0.014,-0.040,-0.042,0.544,0.411,-0.536,0.498,0.000,-0.007,0,5012,17,-14,23,15.600,81.890,305,305,0,0,0
100711,-0.316,-0.260,-0.100,0.007,0.036,0.001,0.547,0.412,-0.535,0.494,0.000,-0.007,0,5326,19,-16,23,15.600,81.890,305,305,0,0,0
100811,-0.302,-0.281,-0.130,0.031,0.124,-0.062,0.550,0.411,-0.533,0.494,0.000,-0.007,0,4802,22,-21,23,15.600,81.890,305,305,0,0,0
100911,-0.297,-0.284,0.540,-0.120,-0.133,0.100,0.554,0.407,-0.535,0.490,0.000,-0.007,0,5967,18,-8,23,15.600,81.890,305,305,0,0,0
101011,-0.296,-0.232,0.350,0.050,-0.159,-0.048,0.551,0.409,-0.542,0.484,0.000,-0.005,0,4828,13,-14,23,15.600,81.890,305,305,0,0,0
101111,-0.268,-0.199,0.150,-0.051,-0.010,-0.014,0.551,0.412,-0.545,0.479,0.000,-0.004,0,4992,19,-14,23,15.600,81.890,305,305,0,0,0
101211,-0.284,-0.179,-0.100,-0.014,-0.052,0.061,0.549,0.412,-0.548,0.477,0.000,-0.004,0,5488,17,-14,23,15.600,81.890,305,305,0,0,0
101311,-0.292,-0.176,0.000,-0.033,0.072,0.164,0.551,0.409,-0.551,0.476,0.000,-0.004,0,5988,20,-16,23,15.600,81.890,305,305,0,0,0
101411,-0.362,-0.213,-0.030,-0.032,0.267,0.158,0.551,0.401,-0.551,0.482,0.000,-0.005,0,6092,27,-23,23,15.600,81.890,305,305,0,0,0
101512,-0.402,-0.276,-0.280,0.021,0.033,-0.109,0.554,0.393,-0.547,0.489,0.000,-0.008,0,4462,18,-17,23,15.600,81.890,305,305,0,0,0
101611,-0.364,-0.258,0.290,-0.031,-0.096,0.000,0.555,0.397,-0.547,0.485,0.000,-0.007,0,5624,18,-13,23,15.600,81.890,305,305,0,0,0
101711,-0.415,-0.264,0.010,-0.119,0.146,0.141,0.554,0.390,-0.551,0.487,0.000,-0.008,0,6306,28,-19,23,15.600,81.890,305,305,0,0,0
101811,-0.413,-0.309,0.660,-0.076,0.187,-0.119,0.561,0.385,-0.548,0.487,0.000,-0.010,0,4589,27,-22,23,15.600,81.890,305,305,0,0,0
101911,-0.338,-0.354,0.210,0.049,0.134,-0.114,0.570,0.386,-0.540,0.484,0.000,-0.010,0,4899,23,-25,23,15.600,81.890,305,305,0,0,0
102011,-0.362,-0.342,0.530,0.058,-0.166,0.099,0.565,0.387,-0.541,0.488,0.000,-0.010,0,5994,16,-16,23,15.600,81.890,305,305,0,0,0
102111,-0.355,-0.316,1.010,0.022,-0.071,-0.100,0.562,0.391,-0.542,0.487,0.000,-0.009,0,4631,21,-18,23,15.600,81.890,305,305,0,0,0
102211,-0.327,-0.295,0.460,-0.022,-0.024,-0.001,0.562,0.395,-0.543,0.484,0.000,-0.008,0,5420,23,-18,23,15.600,81.890,305,305,0,0,0
102311,-0.314,-0.294,0.560,0.009,0.042,-0.004,0.563,0.395,-0.543,0.482,0.000,-0.008,0,5148,23,-22,23,15.600,81.890,305,305,0,0,0
102411,-0.277,-0.299,0.320,0.141,0.030,-0.084,0.564,0.399,-0.539,0.482,0.000,-0.007,0,4418,18,-25,23,15.600,81.890,305,305,0,0,0
102511,-0.242,-0.310,0.070,0.208,-0.011,-0.047,0.563,0.405,-0.533,0.484,0.000,-0.007,0,4788,17,-25,23,15.600,81.850,305,305,0,0,0
102611,-0.208,-0.291,-0.160,0.201,-0.111,-0.091,0.559,0.414,-0.529,0.486,0.000,-0.006,0,4252,15,-21,23,15.600,81.850,305,305,0,0,0
102711,-0.165,-0.261,-0.090,0.069,-0.071,-0.047,0.555,0.423,-0.527,0.485,0.000,-0.005,0,4442,21,-19,23,15.600,81.850,305,305,0,0,0
102811,-0.177,-0.264,-0.640,-0.006,0.073,0.127,0.554,0.423,-0.526,0.487,0.000,-0.005,0,5583,26,-22,23,15.600,81.850,305,305,0,0,0
102911,-0.222,-0.287,-0.720,0.024,0.100,0.107,0.555,0.416,-0.528,0.490,0.000,-0.007,0,5430,25,-25,23,15.600,81.890,305,305,0,0,0
103011,-0.245,-0.293,-0.780,-0.051,-0.029,-0.056,0.557,0.411,-0.531,0.488,0.000,-0.007,0,4276,24,-18,23,15.600,81.890,305,305,0,0,0
103111,-0.218,-0.277,-0.630,0.007,-0.058,-0.003,0.560,0.411,-0.533,0.483,0.000,-0.006,0,4970,21,-20,23,15.600,81.890,305,305,0,0,0
103211,-0.231,-0.266,-0.530,0.020,-0.028,0.118,0.561,0.408,-0.537,0.480,0.000,-0.006,0,5687,22,-22,23,15.600,81.890,305,305,0,0,0
103311,-0.232,-0.261,-0.460,-0.039,-0.012,-0.088,0.561,0.407,-0.539,0.478,0.000,-0.006,0,4089,24,-20,23,15.600,81.890,305,305,0,0,0
103411,-0.156,-0.259,-0.250,-0.006,-0.006,-0.189,0.568,0.410,-0.537,0.470,0.000,-0.005,0,3350,23,-22,23,15.600,81.890,305,305,0,0,0
103511,-0.084,-0.259,0.080,0.017,-0.026,-0.124,0.573,0.414,-0.534,0.464,0.000,-0.004,0,3466,22,-21,23,15.600,81.890,305,305,0,0,0
103611,-0.043,-0.248,-0.170,0.012,-0.049,0.067,0.575,0.417,-0.534,0.459,0.000,-0.003,0,4852,22,-20,23,15.600,81.890,305,305,0,0,0
103712,-0.049,-0.236,-0.030,-0.127,-0.037,-0.028,0.576,0.414,-0.538,0.455,0.000,-0.003,0,3843,26,-17,23,15.600,81.890,305,305,0,0,0
103812,-0.050,-0.221,0.020,-0.063,-0.021,0.066,0.578,0.412,-0.542,0.451,0.000,-0.003,0,4560,24,-20,23,15.600,81.890,305,305,0,0,0
103912,-0.056,-0.216,0.040,0.024,0.096,0.083,0.578,0.411,-0.544,0.449,0.000,-0.002,0,4569,26,-25,23,15.600,81.890,305,305,0,0,0
104012,-0.057,-0.259,0.080,0.004,0.216,-0.042,0.584,0.405,-0.541,0.450,0.000,-0.003,0,3694,30,-28,23,15.600,81.890,305,305,0,0,0
104112,-0.054,-0.327,0.200,0.038,0.259,0.062,0.591,0.399,-0.535,0.453,0.000,-0.005,0,4634,32,-31,23,15.600,81.890,305,305,0,0,0
104213,-0.074,-0.399,0.160,0.002,0.228,0.038,0.597,0.391,-0.529,0.459,0.000,-0.008,0,4423,33,-31,23,15.600,81.890,305,305,0,0,0
104313,-0.082,-0.455,0.140,-0.008,0.158,0.031,0.602,0.386,-0.525,0.462,0.000,-0.010,0,4469,33,-31,23,15.600,81.890,305,305,0,0,0
104413,-0.086,-0.489,0.110,-0.003,0.056,0.016,0.606,0.382,-0.522,0.463,0.000,-0.012,0,4386,31,-29,23,15.600,81.890,305,305,0,0,0
104513,-0.086,-0.494,0.000,-0.001,-0.029,0.001,0.607,0.381,-0.522,0.463,0.000,-0.012,0,4301,30,-28,23,15.600,81.890,305,305,0,0,0
104613,-0.087,-0.478,-0.020,-0.009,-0.089,0.026,0.606,0.382,-0.524,0.461,0.000,-0.011,0,4483,29,-26,23,15.600,81.890,305,305,0,0,0
104714,-0.095,-0.446,-0.050,-0.047,-0.119,0.017,0.604,0.382,-0.529,0.458,0.000,-0.010,0,4395,29,-24,23,15.600,81.890,305,305,0,0,0
104814,-0.106,-0.409,0.000,0.007,-0.120,0.047,0.600,0.384,-0.533,0.456,0.000,-0.009,0,4631,27,-26,23,15.600,81.850,305,305,0,0,0
104914,-0.111,-0.376,0.040,0.001,-0.099,-0.032,0.597,0.386,-0.537,0.455,0.000,-0.008,0,4001,28,-25,23,15.600,81.850,305,305,0,0,0
105014,-0.096,-0.356,0.070,0.014,-0.052,-0.020,0.595,0.389,-0.538,0.453,0.000,-0.007,0,4198,29,-27,23,15.600,81.850,305,305,0,0,0
105115,-0.092,-0.351,0.040,0.027,0.006,0.029,0.594,0.391,-0.537,0.453,0.000,-0.006,0,4518,30,-29,23,15.600,81.850,305,305,0,0,0
105214,-0.093,-0.361,0.080,-0.001,0.072,-0.028,0.595,0.390,-0.536,0.454,0.000,-0.007,0,4006,33,-30,23,15.600,81.890,305,305,0,0,0
105313,-0.086,-0.388,0.000,0.041,0.108,0.004,0.597,0.389,-0.533,0.456,0.000,-0.008,0,4350,33,-33,23,15.600,81.890,305,305,0,0,0
105413,-0.075,-0.421,-0.010,0.026,0.114,-0.020,0.600,0.388,-0.528,0.459,0.000,-0.009,0,4091,34,-33,23,15.600,81.890,305,305,0,0,0
105512,-0.069,-0.451,0.010,0.048,0.101,0.013,0.602,0.387,-0.524,0.461,0.000,-0.010,0,4327,34,-34,23,15.600,81.890,305,305,0,0,0
105612,-0.064,-0.476,0.080,0.032,0.068,0.013,0.604,0.386,-0.521,0.463,0.000,-0.011,0,4346,34,-34,23,15.600,81.890,305,305,0,0,0
