Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,pitch_ref,yaw_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage
146920,0.029,-0.434,-0.410,0.000,0.000,0.000,-0.756,-0.005,0.654,0.000,0.325,-0.001,-0.145,0.007,18813,17667,-2,2,40,15.430
147020,0.024,-0.419,0.040,0.000,-0.003,0.001,-0.755,-0.004,0.656,-0.000,0.329,-0.000,-0.140,0.006,18913,17709,0,0,40,15.420
147120,0.009,-0.378,0.150,-0.000,-0.001,0.001,-0.750,-0.003,0.661,-0.002,0.329,-0.000,-0.126,0.002,19042,17737,3,-3,40,15.420
147220,-0.009,-0.377,0.000,0.000,0.001,0.000,-0.750,-0.002,0.661,-0.004,0.333,0.000,-0.126,-0.002,19134,17754,1,-1,40,15.400
147320,-0.002,-0.382,0.260,-0.000,0.000,-0.001,-0.751,-0.002,0.661,-0.003,0.345,0.000,-0.127,-0.000,19112,17899,0,0,40,15.400
147420,0.016,-0.384,0.440,0.000,0.000,-0.001,-0.751,-0.004,0.660,-0.002,0.353,-0.000,-0.128,0.004,19108,18029,-1,1,40,15.400
147520,0.042,-0.386,0.220,-0.000,0.000,-0.001,-0.751,-0.006,0.660,0.001,0.353,-0.001,-0.129,0.011,19097,18188,-1,1,40,15.430
147620,0.068,-0.388,0.000,0.000,-0.000,-0.001,-0.751,-0.009,0.660,0.003,0.353,-0.001,-0.129,0.017,19153,18352,-1,1,40,15.430
147720,0.072,-0.366,-0.120,0.000,-0.003,0.000,-0.749,-0.009,0.663,0.003,0.353,-0.001,-0.122,0.018,19316,18439,1,-1,40,15.420
147820,0.063,-0.310,0.040,0.001,-0.004,0.001,-0.742,-0.009,0.670,0.002,0.361,-0.001,-0.101,0.015,19465,18468,6,-6,40,15.420
147920,0.038,-0.228,0.560,0.000,-0.007,0.001,-0.733,-0.009,0.680,-0.002,0.357,-0.000,-0.076,0.009,19605,18438,12,-12,40,15.420
148020,0.026,-0.137,0.140,-0.000,-0.002,-0.000,-0.723,-0.007,0.691,-0.002,0.357,-0.000,-0.046,0.006,19634,18518,16,-16,40,15.390
148120,0.044,-0.136,0.120,-0.000,0.001,-0.001,-0.723,-0.008,0.691,-0.001,0.361,-0.000,-0.045,0.011,19605,18695,13,-13,40,15.390
148220,0.042,-0.134,0.540,-0.000,-0.000,0.000,-0.723,-0.008,0.691,-0.001,0.357,-0.000,-0.044,0.010,19766,18758,13,-13,40,15.370
148320,0.044,-0.119,0.320,-0.000,-0.002,0.000,-0.721,-0.008,0.693,-0.000,0.357,-0.000,-0.040,0.011,19809,18845,14,-14,40,15.370
148420,0.050,-0.092,0.370,0.000,-0.001,-0.001,-0.718,-0.008,0.696,0.001,0.361,-0.000,-0.031,0.012,19866,18971,16,-16,40,15.360
148520,0.069,-0.093,0.070,0.000,0.001,-0.001,-0.718,-0.009,0.696,0.003,0.357,-0.000,-0.031,0.017,19874,19133,14,-14,40,15.360
148620,0.086,-0.102,0.270,-0.000,0.000,0.000,-0.719,-0.011,0.695,0.004,0.357,-0.000,-0.034,0.021,19912,19191,14,-14,40,15.360
148720,0.078,-0.117,0.030,0.000,0.000,0.001,-0.721,-0.011,0.693,0.003,0.357,-0.000,-0.039,0.020,20046,19220,12,-12,40,15.360
148820,0.072,-0.111,0.150,0.000,-0.000,-0.000,-0.720,-0.010,0.694,0.002,0.361,-0.000,-0.037,0.018,20126,19305,13,-13,40,15.360
148920,0.072,-0.099,0.150,-0.000,-0.001,-0.000,-0.719,-0.010,0.695,0.002,0.357,-0.000,-0.033,0.018,20214,19421,15,-15,40,15.370
149020,0.067,-0.090,0.090,0.000,-0.000,0.001,-0.718,-0.010,0.696,0.002,0.357,-0.000,-0.030,0.017,20297,19453,15,-15,40,15.370
149120,0.049,-0.078,0.000,0.000,-0.001,0.000,-0.716,-0.008,0.698,0.000,0.361,-0.000,-0.026,0.012,20373,19427,16,-16,41,15.360
149220,0.051,-0.065,0.400,-0.000,-0.001,-0.001,-0.715,-0.009,0.699,0.000,0.361,-0.000,-0.022,0.013,20358,19525,16,-16,41,15.360
149320,0.051,-0.054,0.080,-0.000,0.000,0.001,-0.714,-0.008,0.701,0.001,0.357,-0.000,-0.018,0.013,20480,19608,16,-16,41,15.360
149420,0.038,-0.065,-0.340,-0.000,0.001,0.001,-0.715,-0.006,0.699,0.000,0.357,-0.000,-0.022,0.009,20638,19677,15,-15,41,15.350
149520,0.033,-0.071,-0.250,0.000,-0.000,-0.000,-0.715,-0.006,0.699,0.000,0.361,-0.000,-0.024,0.008,20683,19768,15,-15,41,15.350
149620,0.044,-0.065,-0.230,0.000,-0.001,-0.001,-0.715,-0.007,0.699,0.001,0.361,-0.000,-0.022,0.011,20735,19948,16,-16,40,15.320
149720,0.061,-0.053,0.100,0.000,0.000,0.000,-0.713,-0.008,0.701,0.002,0.365,-0.000,-0.018,0.015,20739,20021,16,-16,40,15.320
149820,0.047,-0.059,-0.080,-0.000,-0.000,0.001,-0.714,-0.006,0.700,0.002,0.357,-0.000,-0.020,0.011,20886,19995,15,-15,41,15.320
149920,0.040,-0.058,0.150,-0.000,-0.000,0.000,-0.714,-0.006,0.700,0.001,0.357,-0.000,-0.019,0.010,20951,20084,16,-16,41,15.320
150020,0.041,-0.054,0.060,0.000,-0.000,0.000,-0.713,-0.006,0.701,0.001,0.357,-0.000,-0.018,0.010,21000,20162,16,-16,41,15.320
150120,0.034,-0.048,0.440,-0.000,0.000,0.000,-0.713,-0.005,0.701,0.001,0.357,-0.000,-0.016,0.009,21089,20206,16,-16,41,15.320
150220,0.030,-0.041,-0.420,0.000,-0.000,0.001,-0.712,-0.004,0.702,0.001,0.353,-0.000,-0.013,0.007,21194,20282,17,-17,41,15.320
150320,0.022,-0.043,-0.140,-0.000,-0.000,0.000,-0.712,-0.003,0.702,0.000,0.361,-0.000,-0.014,0.005,21277,20368,16,-16,41,15.290
150420,0.013,-0.041,0.110,0.000,0.000,0.001,-0.712,-0.003,0.702,-0.001,0.361,-0.000,-0.014,0.003,21386,20423,16,-16,41,15.290
150520,0.012,-0.045,0.980,-0.000,0.000,-0.001,-0.712,-0.003,0.702,-0.001,0.353,-0.000,-0.015,0.003,21417,20518,16,-16,41,15.310
150620,0.029,-0.047,0.570,0.000,0.001,-0.001,-0.713,-0.004,0.701,0.001,0.353,-0.000,-0.016,0.008,21422,20655,16,-16,41,15.310
150720,0.040,-0.052,-0.240,0.000,0.000,0.000,-0.713,-0.005,0.701,0.002,0.353,-0.000,-0.017,0.010,21510,20750,15,-15,41,15.310
150820,0.041,-0.060,-0.100,-0.000,0.001,-0.000,-0.714,-0.005,0.700,0.002,0.357,-0.000,-0.020,0.010,21591,20816,14,-14,41,15.270
150920,0.048,-0.060,-0.340,0.000,-0.001,-0.000,-0.714,-0.006,0.700,0.003,0.357,-0.000,-0.020,0.012,21678,20957,15,-15,41,15.270
151020,0.043,-0.057,-0.210,0.000,-0.000,0.001,-0.714,-0.005,0.700,0.002,0.353,-0.000,-0.019,0.010,21820,21019,15,-15,41,15.260
151120,0.036,-0.048,0.320,-0.000,-0.000,0.000,-0.713,-0.005,0.701,0.002,0.353,-0.000,-0.016,0.009,21872,21062,16,-16,41,15.260
151220,0.036,-0.049,-0.020,0.000,-0.000,0.000,-0.713,-0.004,0.701,0.002,0.357,-0.000,-0.016,0.009,21904,21125,15,-15,41,15.260
151320,0.028,-0.042,-0.270,-0.000,-0.000,0.000,-0.712,-0.003,0.702,0.001,0.357,-0.000,-0.014,0.007,22032,21191,16,-16,42,15.280
151420,0.020,-0.047,-0.090,-0.000,-0.001,0.001,-0.712,-0.003,0.702,0.001,0.357,-0.000,-0.015,0.004,22133,21239,16,-16,42,15.280
151520,0.006,-0.035,-0.060,-0.000,0.001,0.000,-0.711,-0.001,0.703,0.000,0.357,-0.000,-0.012,0.001,22229,21309,16,-16,42,15.260
151620,0.006,-0.036,-0.540,-0.000,-0.001,-0.000,-0.711,-0.001,0.703,0.000,0.357,-0.000,-0.012,0.001,22314,21442,16,-16,42,15.260
151720,0.006,-0.030,-0.320,-0.000,-0.000,-0.000,-0.711,-0.000,0.704,0.001,0.361,-0.000,-0.010,0.002,22412,21555,17,-17,42,15.240
151820,0.007,-0.023,1.040,-0.000,-0.001,-0.000,-0.710,-0.000,0.705,0.001,0.357,-0.000,-0.007,0.002,22528,21683,17,-17,42,15.240
151920,0.010,-0.019,0.300,-0.000,-0.000,-0.000,-0.709,-0.000,0.705,0.002,0.361,-0.000,-0.006,0.002,22605,21780,17,-17,42,15.240
152020,0.019,-0.017,-0.190,0.000,0.000,0.000,-0.709,-0.001,0.705,0.003,0.361,-0.000,-0.006,0.005,22679,21905,17,-17,42,15.240
152120,0.020,-0.020,-0.810,0.000,0.000,-0.000,-0.709,-0.001,0.705,0.002,0.369,-0.000,-0.007,0.005,22777,21998,17,-17,42,15.240
152220,0.021,-0.018,-0.160,0.000,-0.000,0.000,-0.709,-0.001,0.705,0.003,0.361,-0.000,-0.006,0.005,22844,22056,17,-17,42,15.230
152320,0.021,-0.016,-0.140,0.000,-0.000,0.000,-0.709,-0.001,0.705,0.003,0.365,-0.000,-0.005,0.005,22884,22099,17,-17,42,15.230
152420,0.022,-0.017,0.430,0.000,-0.000,-0.000,-0.709,-0.001,0.705,0.003,0.369,-0.000,-0.006,0.006,22949,22188,17,-17,42,15.230
152520,0.026,-0.020,-0.700,-0.000,0.000,-0.000,-0.709,-0.001,0.705,0.003,0.365,-0.000,-0.007,0.006,23030,22285,17,-17,42,15.210
152620,0.027,-0.022,-0.050,-0.000,0.000,0.000,-0.710,-0.001,0.704,0.003,0.365,-0.000,-0.007,0.007,23075,22318,17,-16,42,15.210
152720,0.023,-0.022,-0.040,-0.000,-0.000,0.000,-0.710,-0.001,0.704,0.004,0.365,-0.000,-0.007,0.006,23211,22445,17,-17,42,15.190
152820,0.020,-0.013,-0.020,-0.000,-0.001,-0.000,-0.709,-0.000,0.706,0.003,0.365,-0.000,-0.004,0.005,23378,22615,18,-18,42,15.190
152920,0.029,-0.013,-0.480,0.000,0.001,-0.001,-0.709,-0.001,0.706,0.004,0.361,-0.000,-0.004,0.007,23449,22771,17,-17,42,15.190
153020,0.035,-0.016,-0.360,0.000,0.000,0.000,-0.709,-0.002,0.705,0.005,0.365,-0.000,-0.005,0.009,23608,22916,17,-17,42,15.190
153120,0.034,-0.021,0.620,-0.000,0.000,-0.000,-0.710,-0.002,0.705,0.004,0.361,-0.000,-0.007,0.008,23667,22990,17,-16,42,15.190
153220,0.039,-0.025,0.180,-0.000,0.000,-0.000,-0.710,-0.002,0.704,0.005,0.365,-0.000,-0.008,0.010,23791,23142,16,-16,42,15.150
153320,0.037,-0.020,-0.760,-0.000,-0.001,0.000,-0.709,-0.002,0.705,0.005,0.365,-0.000,-0.007,0.009,23920,23248,17,-17,42,15.150
153420,0.047,-0.011,-0.590,0.000,-0.001,-0.000,-0.708,-0.002,0.706,0.006,0.365,-0.000,-0.004,0.012,23946,23358,18,-18,43,15.110
153520,0.039,0.004,-0.070,0.000,-0.000,0.001,-0.707,-0.002,0.708,0.005,0.365,0.000,0.001,0.010,24027,23331,19,-19,43,15.110
153620,0.022,0.002,-0.110,-0.000,-0.000,0.000,-0.707,-0.001,0.707,0.003,0.365,0.000,0.001,0.006,24093,23332,18,-18,43,15.110
153720,0.019,0.008,0.090,0.000,0.000,0.001,-0.706,-0.001,0.708,0.003,0.365,0.000,0.003,0.005,24139,23395,19,-19,43,15.170
153820,0.013,0.014,-0.300,0.000,-0.001,-0.000,-0.705,0.003,0.709,0.005,0.365,0.000,0.005,0.003,24199,23459,19,-19,43,15.170
153920,0.028,0.031,0.100,-0.000,-0.001,-0.001,-0.703,0.002,0.711,0.007,0.369,0.000,0.010,0.007,24192,23575,21,-21,43,15.130
154020,0.029,0.048,0.700,0.000,-0.001,0.000,-0.701,0.003,0.713,0.009,0.365,0.000,0.016,0.007,24283,23626,22,-22,43,15.130
154120,0.019,0.049,-0.060,-0.000,0.001,0.001,-0.701,0.006,0.713,0.010,0.365,0.000,0.016,0.005,24441,23696,21,-21,43,15.150
154220,0.002,0.036,-0.640,-0.000,0.000,-0.000,-0.703,0.010,0.711,0.010,0.365,0.000,0.012,0.000,24453,23648,20,-20,43,15.150
154320,0.012,0.031,-0.220,-0.000,-0.000,-0.001,-0.703,0.012,0.711,0.014,0.365,0.000,0.010,0.003,24479,23811,20,-20,43,15.150
154420,0.025,0.042,0.520,0.000,-0.001,0.000,-0.702,0.011,0.712,0.015,0.365,0.000,0.014,0.006,24602,23965,21,-21,43,15.100
154520,-0.011,0.044,-0.050,0.001,0.001,0.002,-0.702,0.014,0.712,0.012,0.369,-0.000,0.015,-0.003,24872,23947,21,-21,43,15.100
154620,-0.045,0.045,0.390,0.000,-0.001,0.001,-0.702,0.016,0.712,0.007,0.369,-0.000,0.016,-0.012,24906,23894,21,-21,43,15.100
154720,-0.046,0.066,-1.120,-0.001,-0.002,0.000,-0.699,0.017,0.715,0.008,0.369,-0.000,0.022,-0.012,25132,24223,24,-23,43,15.100
154820,-0.094,0.111,-1.180,-0.002,-0.004,0.003,-0.694,0.023,0.720,0.006,0.369,-0.000,0.037,-0.024,25549,24296,28,-28,43,15.070
154920,-0.133,0.108,0.350,-0.000,0.003,0.000,-0.694,0.029,0.719,0.005,0.369,-0.001,0.036,-0.033,25653,24345,24,-24,43,15.070
155020,-0.107,0.070,1.890,-0.001,0.001,-0.002,-0.699,0.026,0.715,0.008,0.365,-0.000,0.023,-0.025,25511,24556,21,-21,43,15.070
155120,-0.061,0.041,-2.960,-0.000,0.003,-0.001,-0.702,0.025,0.711,0.014,0.369,-0.000,0.014,-0.015,25599,24806,19,-19,44,15.040
155220,-0.017,-0.001,-0.730,-0.000,0.002,-0.003,-0.707,0.022,0.707,0.019,0.369,0.000,-0.000,-0.004,25570,24961,17,-17,44,15.040
155320,0.071,-0.013,0.970,-0.001,-0.001,-0.004,-0.708,0.015,0.705,0.027,0.369,-0.000,-0.004,0.018,25681,25501,18,-17,43,14.980
155420,0.105,0.029,1.610,0.001,-0.004,0.001,-0.703,0.011,0.711,0.028,0.365,0.000,0.012,0.026,25979,25610,24,-24,43,14.980
155520,0.059,0.077,-0.440,0.001,0.000,0.001,-0.698,0.013,0.716,0.023,0.365,0.000,0.026,0.015,26239,25556,25,-25,44,14.970
155620,0.072,0.021,1.910,0.000,0.004,-0.002,-0.704,0.010,0.709,0.022,0.365,0.000,0.007,0.018,26172,25757,17,-17,44,14.970
155720,0.104,0.009,-3.550,0.000,-0.002,0.000,-0.706,0.006,0.708,0.025,0.369,0.000,0.003,0.026,26496,26185,19,-19,44,14.970
155820,0.080,0.045,-0.370,0.000,-0.001,0.002,-0.701,0.008,0.712,0.022,0.369,0.000,0.015,0.019,27024,26466,23,-23,44,14.930
155920,0.037,0.036,2.690,-0.000,0.002,0.001,-0.703,0.012,0.711,0.019,0.369,0.000,0.012,0.009,27165,26453,20,-20,44,14.930
156020,0.020,-0.009,-0.280,-0.001,0.003,0.000,-0.708,0.014,0.706,0.018,0.365,-0.000,-0.003,0.005,27419,26752,16,-16,44,14.940
156120,-0.003,-0.026,-2.210,-0.000,-0.002,0.001,-0.710,0.017,0.704,0.017,0.365,0.000,-0.009,-0.001,27713,26954,17,-17,44,14.940
156220,-0.006,0.005,-5.440,-0.001,0.000,-0.000,-0.706,0.018,0.707,0.017,0.369,0.000,0.001,-0.001,27953,27272,20,-19,44,14.830
156320,0.015,-0.037,-0.030,-0.000,0.004,-0.002,-0.711,0.018,0.702,0.021,0.369,-0.000,-0.012,0.004,28181,27658,14,-14,44,14.830
156420,0.044,-0.078,2.190,-0.000,-0.001,-0.001,-0.716,0.016,0.698,0.025,0.369,-0.000,-0.026,0.011,28367,27948,13,-13,44,14.830
156520,0.053,-0.030,-2.270,0.001,-0.004,0.000,-0.710,0.015,0.703,0.025,0.365,-0.000,-0.010,0.013,28732,28270,19,-19,44,14.840
156620,0.055,-0.000,-1.500,0.000,-0.000,-0.000,-0.707,0.015,0.707,0.024,0.349,0.000,-0.000,0.014,29101,28651,19,-19,44,14.840
156720,0.066,-0.006,-1.650,-0.000,0.001,-0.001,-0.707,0.013,0.706,0.025,0.306,-0.000,-0.002,0.017,29245,28874,18,-18,44,14.820
156820,0.079,-0.012,-0.070,0.001,-0.001,-0.000,-0.708,0.010,0.706,0.024,0.302,-0.000,-0.004,0.020,29476,29130,18,-18,44,14.820
156920,0.079,0.004,1.280,0.000,-0.000,0.001,-0.706,0.009,0.708,0.023,0.310,0.000,0.001,0.020,29684,29306,20,-19,44,14.820
157020,0.054,-0.004,-0.600,0.000,0.001,0.001,-0.707,0.012,0.707,0.021,0.302,-0.000,-0.001,0.013,30043,29527,18,-18,45,14.770
157120,0.038,-0.020,-0.320,-0.001,0.001,0.000,-0.709,0.013,0.705,0.020,0.294,-0.000,-0.007,0.009,30110,29586,17,-16,45,14.770
157220,0.029,-0.024,0.850,-0.000,-0.001,0.001,-0.710,0.015,0.704,0.020,0.290,-0.000,-0.008,0.007,30193,29647,17,-17,45,14.680
157320,0.001,-0.021,-1.390,-0.001,-0.001,0.001,-0.709,0.017,0.704,0.018,0.000,-0.000,-0.007,0.000,30314,29672,17,-17,45,14.680
157420,0.002,-0.012,-0.660,-0.000,0.001,-0.001,-0.708,0.018,0.705,0.018,-1.000,-0.000,-0.004,0.001,30278,29741,18,-18,45,14.690
157520,0.019,-0.010,0.660,-0.001,-0.002,-0.001,-0.708,0.016,0.706,0.019,-1.000,-0.000,-0.003,0.005,30118,29659,19,-18,45,14.690
157620,0.035,0.016,1.760,0.001,-0.001,-0.001,-0.705,0.014,0.709,0.020,-1.000,0.000,0.005,0.009,30041,29616,21,-21,45,14.690
157720,0.042,-0.015,0.260,0.001,0.003,0.000,-0.709,0.012,0.705,0.020,-1.000,-0.000,-0.005,0.011,29915,29476,16,-16,45,14.680
157820,0.037,-0.020,0.480,0.000,-0.002,0.000,-0.709,0.012,0.705,0.018,-1.000,-0.000,-0.007,0.009,29817,29334,18,-18,45,14.680
157920,0.034,-0.026,0.540,0.000,0.002,-0.000,-0.710,0.013,0.704,0.019,-1.000,-0.000,-0.009,0.009,29730,29261,16,-16,47,14.680
158020,0.037,-0.033,0.000,0.000,0.000,-0.000,-0.711,0.012,0.703,0.019,-1.000,-0.000,-0.011,0.009,29612,29151,16,-16,47,14.680
158120,0.038,-0.041,-1.200,0.000,-0.000,-0.000,-0.712,0.011,0.702,0.018,-1.000,-0.000,-0.014,0.010,29632,29182,16,-16,46,14.670
158220,0.048,-0.051,-0.950,0.000,0.001,-0.000,-0.713,0.009,0.701,0.018,-1.000,-0.000,-0.017,0.012,29633,29230,14,-14,46,14.670
158320,0.050,-0.053,0.680,-0.000,-0.001,0.000,-0.713,0.009,0.701,0.018,-1.000,-0.000,-0.018,0.013,29468,29050,15,-15,46,14.670
158420,0.051,-0.066,-2.150,0.000,0.002,-0.001,-0.715,0.008,0.699,0.017,-1.000,-0.000,-0.022,0.013,29341,28935,13,-13,46,14.710
158520,0.066,-0.072,-0.570,0.000,-0.001,-0.000,-0.715,0.006,0.698,0.018,-1.000,-0.000,-0.024,0.017,29221,28881,14,-14,46,14.710
158620,0.072,-0.068,1.280,-0.001,-0.001,-0.000,-0.715,0.006,0.699,0.019,-1.000,-0.000,-0.023,0.018,28996,28661,14,-14,46,14.700
158720,0.059,-0.049,-1.830,-0.000,0.000,0.001,-0.713,0.008,0.701,0.018,-1.000,-0.000,-0.016,0.015,29041,28600,16,-16,46,14.700
158820,0.040,-0.076,1.830,-0.000,0.000,0.000,-0.716,0.010,0.698,0.018,-1.000,-0.000,-0.025,0.010,28851,28355,12,-12,47,14.670
158920,0.039,-0.064,-0.030,-0.000,0.000,0.000,-0.714,0.011,0.699,0.018,-1.000,-0.000,-0.021,0.010,28864,28412,14,-14,47,14.670
159020,0.036,-0.079,-3.910,0.000,0.000,0.000,-0.716,0.012,0.698,0.019,-1.000,-0.000,-0.026,0.009,28915,28456,13,-13,47,14.670
159120,0.037,-0.075,1.950,-0.000,-0.000,-0.000,-0.716,0.012,0.698,0.019,-1.000,-0.000,-0.025,0.009,28639,28200,13,-13,47,14.710
159220,0.034,-0.062,1.540,0.000,-0.001,0.000,-0.714,0.012,0.700,0.018,-1.000,-0.000,-0.021,0.008,28552,28087,15,-15,47,14.710
159320,0.037,-0.065,-1.550,0.000,0.001,0.000,-0.714,0.011,0.699,0.018,-1.000,-0.000,-0.022,0.009,28405,27967,13,-13,47,14.710
159420,0.039,-0.058,1.230,-0.000,-0.001,-0.000,-0.714,0.011,0.700,0.018,-1.000,-0.000,-0.019,0.010,28430,28007,15,-15,47,14.710
159520,0.040,-0.057,-3.240,0.000,0.000,0.000,-0.714,0.011,0.700,0.018,-1.000,-0.000,-0.019,0.010,28353,27920,14,-14,48,14.770
159620,0.034,-0.045,2.570,0.000,-0.001,0.000,-0.712,0.011,0.702,0.018,-1.000,-0.000,-0.015,0.008,28267,27809,16,-16,48,14.770
159720,0.031,-0.062,-0.750,-0.000,0.001,-0.000,-0.714,0.011,0.700,0.017,-1.000,-0.000,-0.021,0.008,28276,27819,13,-13,48,14.770
159820,0.040,-0.055,-2.190,-0.001,-0.000,-0.001,-0.713,0.011,0.701,0.018,-1.000,-0.000,-0.018,0.010,28330,27943,14,-14,48,14.720
159920,0.044,-0.052,-2.120,0.000,-0.001,0.000,-0.713,0.011,0.701,0.019,-1.000,-0.000,-0.017,0.011,28373,27965,15,-15,48,14.720
160020,0.040,-0.044,-0.250,-0.000,0.001,-0.000,-0.712,0.011,0.702,0.018,-1.000,-0.000,-0.015,0.010,28444,28018,15,-15,48,14.690
160120,0.040,-0.056,-1.890,-0.000,-0.000,-0.000,-0.713,0.011,0.700,0.019,-1.000,-0.000,-0.019,0.010,28319,27904,14,-14,48,14.690
160220,0.043,-0.053,2.430,0.000,0.000,0.000,-0.713,0.011,0.701,0.019,-1.000,-0.000,-0.018,0.011,28286,27887,14,-14,48,14.690
160320,0.038,-0.052,1.230,0.000,0.000,0.000,-0.713,0.012,0.701,0.019,-1.000,-0.000,-0.017,0.010,28196,27755,14,-14,48,14.760
160420,0.042,-0.049,-1.630,-0.000,-0.001,-0.000,-0.713,0.011,0.701,0.019,-1.000,-0.000,-0.016,0.011,28251,27864,14,-14,48,14.760
160520,0.042,-0.046,-2.450,0.001,0.001,0.000,-0.712,0.011,0.702,0.019,-1.000,-0.000,-0.015,0.011,28227,27829,14,-14,49,14.710
160620,0.042,-0.047,-3.630,-0.000,-0.001,0.000,-0.712,0.011,0.701,0.019,-1.000,-0.000,-0.016,0.010,28042,27642,15,-15,49,14.710
160720,0.040,-0.043,2.080,0.001,0.000,0.000,-0.712,0.011,0.702,0.019,-1.000,-0.000,-0.014,0.010,28011,27595,14,-14,49,14.720
160820,0.035,-0.041,-0.030,-0.000,-0.001,-0.000,-0.712,0.012,0.702,0.018,-1.000,-0.000,-0.014,0.009,28035,27616,15,-15,49,14.720
160920,0.039,-0.036,-3.240,0.000,0.001,0.000,-0.711,0.015,0.703,0.022,-1.000,-0.000,-0.012,0.010,28239,27845,15,-15,49,14.720
161020,0.039,-0.036,-0.610,-0.000,-0.001,0.000,-0.711,0.017,0.703,0.024,-1.000,-0.000,-0.012,0.010,28107,27709,15,-15,49,14.690
161120,0.038,-0.039,0.900,0.000,0.001,0.000,-0.711,0.019,0.702,0.026,-1.000,-0.000,-0.013,0.010,28096,27698,14,-14,49,14.690
161220,0.036,-0.036,-2.220,0.000,-0.001,0.000,-0.711,0.019,0.703,0.026,-1.000,-0.000,-0.012,0.009,28178,27776,15,-15,49,14.690
161320,0.030,-0.034,-1.950,-0.000,0.000,0.000,-0.711,0.020,0.703,0.025,-1.000,-0.000,-0.011,0.008,28259,27821,15,-15,49,14.690
161420,0.030,-0.030,1.850,-0.000,-0.000,-0.000,-0.710,0.020,0.703,0.025,-1.000,-0.000,-0.010,0.008,28198,27794,15,-15,49,14.690
161520,0.037,-0.032,0.980,-0.000,-0.001,-0.000,-0.710,0.019,0.703,0.026,-1.000,-0.000,-0.011,0.009,28186,27818,15,-15,50,14.680
161620,0.046,-0.024,0.510,0.000,-0.000,-0.001,-0.709,0.018,0.704,0.026,-1.000,-0.000,-0.008,0.011,28099,27775,15,-15,50,14.680
161720,0.049,-0.021,2.200,0.000,0.000,0.000,-0.709,0.018,0.704,0.027,-1.000,-0.000,-0.007,0.012,27988,27648,15,-15,50,14.660
161820,0.040,-0.022,2.630,0.000,-0.001,0.001,-0.709,0.018,0.704,0.026,-1.000,-0.000,-0.007,0.010,28284,27877,16,-16,50,14.660
161920,0.037,-0.025,1.620,-0.000,0.001,-0.001,-0.710,0.018,0.704,0.025,-1.000,-0.000,-0.008,0.009,28096,27722,15,-15,50,14.690
162020,0.044,-0.021,0.020,0.000,-0.001,-0.000,-0.709,0.018,0.704,0.026,-1.000,-0.000,-0.007,0.011,28178,27843,16,-16,50,14.690
162120,0.045,-0.027,-2.150,-0.000,0.001,-0.000,-0.710,0.018,0.704,0.026,-1.000,-0.000,-0.009,0.011,28339,28005,14,-14,50,14.690
162220,0.050,-0.027,-2.450,-0.000,0.001,-0.000,-0.710,0.020,0.704,0.029,-1.000,-0.000,-0.009,0.013,28160,27849,15,-15,51,14.660
162320,0.046,-0.035,1.760,-0.000,-0.001,0.001,-0.711,0.021,0.703,0.029,-1.000,-0.000,-0.012,0.011,28023,27658,14,-14,51,14.660
162420,0.036,-0.037,-1.970,0.000,0.001,-0.000,-0.711,0.022,0.702,0.028,-1.000,-0.000,-0.012,0.009,27968,27583,14,-14,51,14.650
162520,0.044,-0.033,-2.350,0.000,-0.001,-0.001,-0.710,0.021,0.703,0.029,-1.000,-0.000,-0.011,0.011,27935,27623,15,-15,51,14.650
162620,0.044,-0.037,-1.030,0.000,-0.000,0.000,-0.711,0.020,0.702,0.029,-1.000,-0.000,-0.012,0.011,27917,27584,14,-14,51,14.650
162720,0.045,-0.027,-0.250,0.000,0.001,0.000,-0.710,0.020,0.704,0.028,-1.000,-0.000,-0.009,0.011,27851,27518,15,-15,51,14.700
162820,0.043,-0.030,-1.360,0.000,-0.001,0.000,-0.710,0.020,0.703,0.028,-1.000,-0.000,-0.010,0.011,27960,27618,15,-15,51,14.700
162920,0.039,-0.031,0.830,0.000,0.000,0.000,-0.710,0.020,0.703,0.027,-1.000,-0.000,-0.010,0.010,27887,27536,14,-14,51,14.650
163020,0.040,-0.030,-0.320,0.000,0.000,0.000,-0.710,0.020,0.703,0.027,-1.000,-0.000,-0.010,0.010,27854,27509,14,-14,51,14.650
163120,0.041,-0.031,-3.190,-0.000,0.000,-0.000,-0.710,0.020,0.703,0.027,-1.000,-0.000,-0.010,0.010,28044,27722,14,-14,51,14.650
163220,0.035,-0.030,1.040,-0.000,-0.000,-0.000,-0.710,0.021,0.703,0.027,-1.000,-0.000,-0.010,0.009,27921,27560,15,-14,51,14.680
163320,0.033,-0.032,0.990,-0.000,-0.000,0.000,-0.710,0.021,0.703,0.027,-1.000,-0.000,-0.011,0.008,28012,27658,14,-14,51,14.680
163420,0.030,-0.023,-4.190,0.000,-0.000,0.001,-0.709,0.021,0.704,0.027,-1.000,-0.000,-0.008,0.007,28070,27690,15,-15,51,14.590
163520,0.032,-0.025,-2.380,0.000,-0.000,-0.000,-0.709,0.021,0.704,0.027,-1.000,-0.000,-0.008,0.008,27988,27659,15,-15,51,14.590
