Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,pitch_ref,yaw_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,ErrorCodes
75074,-0.122,0.814,0.000,-0.007,-0.000,-0.000,-0.010,0.796,-0.012,0.604,-0.200,-0.004,0.272,-0.030,2811,0,91,-91,36,15.370,305,305,0
75174,-0.083,0.826,0.360,-0.004,-0.001,0.001,0.001,0.798,-0.019,0.603,-0.200,-0.003,0.276,-0.020,1787,0,91,-91,36,15.370,305,305,0
75274,-0.096,0.801,1.070,-0.004,0.005,0.003,0.001,0.794,-0.022,0.607,-0.200,-0.003,0.264,-0.025,3065,0,85,-85,36,15.380,305,305,0
75374,-0.135,0.787,-0.710,-0.001,-0.010,0.003,0.001,0.795,-0.031,0.606,-0.200,-0.005,0.268,-0.035,3899,0,91,-92,36,15.380,305,305,0
75474,-0.173,0.804,0.250,-0.005,0.008,0.001,-0.002,0.795,-0.034,0.606,-0.200,-0.006,0.268,-0.043,4079,0,85,-85,36,15.380,305,305,0
75574,-0.123,0.843,-0.750,-0.008,-0.014,0.000,0.016,0.800,-0.046,0.598,-0.200,-0.004,0.288,-0.029,2220,0,98,-98,36,15.380,305,305,0
75674,-0.113,0.970,-0.010,-0.009,0.000,0.005,0.024,0.810,-0.058,0.583,-0.200,-0.005,0.323,-0.029,3313,0,101,-101,36,15.380,305,305,0
75774,-0.156,0.956,0.280,-0.010,-0.000,0.004,0.035,0.807,-0.083,0.584,-0.200,-0.006,0.319,-0.040,4192,0,98,-98,36,15.380,305,305,0
75874,-0.143,0.999,-1.080,-0.012,-0.007,0.003,0.053,0.809,-0.106,0.576,-0.200,-0.006,0.337,-0.035,3312,0,104,-104,36,15.370,305,305,0
75974,-0.117,1.018,0.380,-0.012,0.002,0.003,0.071,0.807,-0.125,0.573,-0.200,-0.005,0.338,-0.029,2891,0,101,-100,36,15.370,305,305,0
76074,-0.106,1.057,0.230,-0.007,-0.005,0.003,0.085,0.808,-0.145,0.564,-0.200,-0.005,0.355,-0.027,3198,0,107,-107,36,15.380,305,305,0
76174,-0.093,1.108,0.240,-0.005,0.002,0.003,0.095,0.810,-0.159,0.556,-0.200,-0.004,0.369,-0.023,2679,0,108,-108,36,15.380,305,305,0
76274,-0.125,1.078,0.290,-0.003,-0.001,0.004,0.098,0.805,-0.171,0.560,-0.200,-0.006,0.360,-0.033,4113,0,105,-105,36,15.380,305,305,0
76374,-0.122,1.105,0.130,-0.004,0.005,-0.002,0.103,0.806,-0.175,0.557,-0.200,-0.005,0.365,-0.029,2985,0,105,-105,36,15.390,305,305,0
76474,-0.079,1.062,0.170,-0.001,-0.000,0.001,0.111,0.802,-0.178,0.560,-0.200,-0.004,0.354,-0.020,2652,0,103,-103,36,15.390,305,305,0
76574,-0.098,1.067,0.020,-0.000,0.000,-0.000,0.110,0.802,-0.180,0.560,-0.200,-0.004,0.355,-0.025,3362,0,104,-104,36,15.380,305,305,0
76674,-0.065,1.051,-0.090,0.001,0.001,-0.003,0.113,0.801,-0.174,0.561,-0.200,-0.003,0.350,-0.015,1802,0,102,-102,36,15.380,305,305,0
76774,-0.015,1.021,0.000,0.002,0.003,-0.002,0.113,0.800,-0.162,0.566,-0.200,-0.001,0.338,-0.003,0,300,99,-99,36,15.380,305,305,0
76874,-0.012,0.972,0.200,-0.000,-0.000,0.001,0.110,0.797,-0.156,0.573,-0.200,-0.001,0.324,-0.003,2019,0,97,-97,36,15.380,305,305,0
76974,-0.028,0.974,0.100,0.000,0.003,-0.001,0.107,0.797,-0.155,0.574,-0.200,-0.001,0.323,-0.007,2392,0,97,-97,36,15.380,305,305,0
77074,-0.008,0.922,0.060,0.000,0.002,-0.002,0.108,0.793,-0.148,0.581,-0.200,-0.000,0.306,-0.001,759,0,93,-93,36,15.380,305,305,0
77174,0.042,0.889,-0.080,-0.001,0.002,-0.002,0.114,0.791,-0.144,0.584,-0.200,0.002,0.295,0.012,0,2381,91,-91,36,15.380,305,305,0
77274,0.098,0.861,0.070,-0.000,0.001,-0.001,0.121,0.789,-0.140,0.586,-0.200,0.004,0.286,0.025,0,3160,90,-90,36,15.380,305,305,0
77374,0.110,0.839,0.080,0.001,0.001,0.000,0.121,0.787,-0.138,0.589,-0.200,0.004,0.279,0.027,0,2644,89,-89,36,15.380,305,305,0
77474,0.102,0.821,0.080,-0.000,0.001,0.001,0.120,0.785,-0.138,0.592,-0.200,0.004,0.273,0.025,0,2220,88,-88,36,15.370,305,305,0
77574,0.089,0.806,0.060,-0.001,0.001,0.002,0.121,0.783,-0.142,0.594,-0.200,0.003,0.268,0.022,0,1717,88,-87,36,15.370,305,305,0
77674,0.046,0.789,0.100,-0.000,0.001,0.002,0.120,0.780,-0.148,0.596,-0.200,0.001,0.263,0.010,1824,0,87,-87,36,15.370,305,305,0
77774,0.001,0.771,0.130,0.000,0.001,0.001,0.116,0.778,-0.150,0.599,-0.200,-0.000,0.257,-0.000,2395,0,85,-85,36,15.370,305,305,0
77874,-0.001,0.740,0.010,-0.001,0.002,-0.000,0.117,0.774,-0.150,0.604,-0.200,0.000,0.246,0.000,1473,0,82,-82,36,15.370,305,305,0
77974,0.012,0.699,0.060,-0.001,0.002,0.001,0.120,0.770,-0.150,0.609,-0.200,0.000,0.232,0.003,898,0,80,-80,36,15.370,305,305,0
78074,-0.005,0.683,0.040,-0.000,0.000,0.001,0.120,0.768,-0.153,0.611,-0.200,-0.000,0.227,-0.002,2101,0,80,-80,36,15.380,305,305,0
78174,-0.015,0.678,-0.040,-0.000,0.001,-0.000,0.120,0.767,-0.153,0.611,-0.200,-0.000,0.225,-0.004,1917,0,80,-80,36,15.380,305,305,0
78274,-0.015,0.655,-0.030,0.001,0.001,0.000,0.120,0.765,-0.152,0.614,-0.200,-0.000,0.218,-0.004,1920,0,78,-78,36,15.380,305,305,0
78374,-0.026,0.646,-0.140,0.001,-0.000,-0.000,0.117,0.764,-0.151,0.616,-0.200,-0.001,0.215,-0.007,2264,0,78,-78,36,15.380,305,305,0
78474,-0.026,0.651,-0.020,0.001,-0.001,0.000,0.116,0.766,-0.149,0.615,-0.200,-0.001,0.218,-0.007,2139,0,80,-80,36,15.380,305,305,0
78574,-0.031,0.666,0.000,0.000,-0.001,-0.000,0.114,0.767,-0.149,0.614,-0.200,-0.001,0.222,-0.008,2271,0,81,-81,36,15.390,305,305,0
78674,-0.035,0.677,0.020,0.000,-0.001,0.001,0.113,0.768,-0.149,0.612,-0.200,-0.001,0.226,-0.009,2452,0,81,-81,36,15.390,305,305,0
78774,-0.044,0.684,0.040,-0.000,-0.000,0.000,0.112,0.769,-0.150,0.612,-0.200,-0.001,0.228,-0.011,2592,0,81,-81,36,15.400,305,305,0
78874,-0.056,0.689,0.060,-0.001,0.000,0.001,0.112,0.769,-0.152,0.611,-0.200,-0.002,0.230,-0.014,2920,0,81,-82,36,15.400,305,305,0
78974,-0.076,0.685,0.020,-0.000,0.001,0.001,0.110,0.768,-0.154,0.612,-0.200,-0.002,0.228,-0.020,3315,0,81,-81,36,15.400,305,305,0
79074,-0.093,0.677,-0.010,-0.000,0.000,0.001,0.110,0.766,-0.157,0.613,-0.200,-0.003,0.226,-0.023,3465,0,80,-80,36,15.400,305,305,0
79174,-0.108,0.675,-0.020,-0.000,-0.000,-0.000,0.109,0.766,-0.158,0.613,-0.200,-0.003,0.225,-0.027,3575,0,80,-80,36,15.400,305,305,0
79274,-0.106,0.675,-0.100,-0.001,-0.000,-0.000,0.110,0.766,-0.158,0.613,-0.200,-0.003,0.225,-0.026,3313,0,80,-80,36,15.380,305,305,0
79374,-0.095,0.681,0.020,-0.000,-0.001,0.002,0.112,0.766,-0.160,0.612,-0.200,-0.003,0.227,-0.024,3454,0,81,-81,36,15.380,305,305,0
79474,-0.125,0.682,0.130,0.000,0.000,0.000,0.109,0.766,-0.163,0.612,-0.200,-0.004,0.227,-0.032,4051,0,81,-81,36,15.380,305,305,0
79574,-0.129,0.671,0.040,0.001,0.000,-0.001,0.109,0.765,-0.161,0.614,-0.200,-0.003,0.223,-0.032,3775,0,80,-80,36,15.380,305,305,0
79674,-0.130,0.663,-0.070,0.001,0.001,0.000,0.107,0.764,-0.160,0.616,-0.200,-0.004,0.220,-0.033,3922,0,79,-79,36,15.380,305,305,0
79774,-0.134,0.655,-0.100,-0.000,-0.000,-0.001,0.107,0.763,-0.160,0.616,-0.200,-0.004,0.218,-0.033,3866,0,79,-79,36,15.380,305,305,0
79874,-0.120,0.661,-0.020,0.000,-0.001,-0.000,0.108,0.764,-0.159,0.615,-0.200,-0.003,0.221,-0.030,3609,0,80,-80,36,15.380,305,305,0
79974,-0.116,0.675,0.060,0.000,-0.001,0.000,0.108,0.766,-0.158,0.614,-0.200,-0.003,0.225,-0.029,3771,0,81,-81,36,15.380,305,305,0
80074,-0.129,0.681,0.000,0.000,0.000,0.001,0.107,0.766,-0.160,0.613,-0.200,-0.004,0.227,-0.033,4118,0,81,-81,36,15.380,305,305,0
80174,-0.143,0.670,0.040,-0.000,0.001,0.000,0.105,0.765,-0.161,0.615,-0.200,-0.004,0.223,-0.036,4288,0,79,-80,36,15.380,305,305,0
80274,-0.147,0.657,0.060,-0.000,0.001,-0.001,0.106,0.763,-0.161,0.616,-0.200,-0.004,0.219,-0.037,4167,0,79,-79,36,15.380,305,305,0
80374,-0.131,0.650,-0.010,-0.000,0.001,-0.001,0.108,0.763,-0.160,0.617,-0.200,-0.003,0.216,-0.032,3837,0,78,-79,36,15.390,305,305,0
80474,-0.115,0.643,-0.110,-0.001,0.001,-0.000,0.110,0.762,-0.159,0.618,-0.200,-0.003,0.214,-0.028,3744,0,78,-78,36,15.390,305,305,0
80574,-0.105,0.639,-0.040,-0.002,-0.001,0.000,0.114,0.761,-0.162,0.617,-0.200,-0.003,0.213,-0.026,3759,0,79,-79,36,15.390,305,305,0
80674,-0.107,0.646,0.030,-0.001,0.000,0.000,0.116,0.761,-0.165,0.616,-0.200,-0.003,0.215,-0.027,3933,0,79,-79,36,15.380,305,305,0
80774,-0.107,0.635,0.220,-0.000,0.000,-0.000,0.117,0.760,-0.165,0.617,-0.200,-0.003,0.212,-0.027,3896,0,78,-78,36,15.380,305,305,0
80874,-0.099,0.616,-0.040,-0.000,0.001,-0.000,0.119,0.758,-0.165,0.620,-0.200,-0.002,0.205,-0.025,3806,0,76,-76,36,15.380,305,305,0
80974,-0.098,0.605,-0.130,-0.001,-0.000,0.001,0.120,0.757,-0.167,0.621,-0.200,-0.002,0.202,-0.025,3947,0,76,-76,36,15.380,305,305,0
81074,-0.114,0.603,-0.020,-0.000,0.001,0.001,0.120,0.756,-0.170,0.621,-0.200,-0.003,0.201,-0.029,4275,0,76,-76,36,15.380,305,305,0
81174,-0.123,0.595,0.120,0.000,-0.001,0.000,0.119,0.755,-0.170,0.622,-0.200,-0.003,0.199,-0.031,4295,0,76,-76,36,15.380,305,305,0
81274,-0.133,0.600,0.000,0.001,0.001,0.000,0.118,0.755,-0.170,0.622,-0.200,-0.003,0.200,-0.033,4428,0,76,-76,36,15.380,305,305,0
81374,-0.123,0.596,-0.030,0.000,0.000,-0.001,0.118,0.755,-0.168,0.622,-0.200,-0.003,0.199,-0.030,4099,0,76,-76,36,15.380,305,305,0
