Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,pitch_ref,yaw_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage
42278,0.139,0.489,-0.020,0.005,0.031,0.004,0.609,-0.057,-0.786,-0.088,-0.200,0.009,0.244,0.070,4451,5206,7,-7,0,0.000
42378,0.107,0.233,-0.020,0.003,0.019,0.001,0.660,-0.046,-0.746,-0.077,-0.200,0.003,0.116,0.054,4343,5127,-2,2,32,16.160
42478,0.108,-0.006,-0.160,0.003,0.024,-0.000,0.704,-0.035,-0.705,-0.073,-0.200,0.000,-0.003,0.054,4084,5377,-12,12,32,16.160
42578,0.097,-0.277,-0.430,0.002,0.029,0.000,0.751,-0.028,-0.656,-0.069,-0.200,-0.003,-0.138,0.049,4458,5536,-25,25,32,16.160
42678,0.098,-0.563,-0.080,0.002,0.021,0.000,0.797,-0.018,-0.600,-0.065,-0.200,-0.007,-0.282,0.049,4321,5616,-35,35,32,16.160
42778,0.092,-0.705,-0.070,0.001,0.010,0.001,0.818,-0.015,-0.571,-0.062,-0.200,-0.008,-0.352,0.046,4249,5400,-36,36,32,16.170
42878,0.058,-0.781,0.020,0.001,0.005,0.002,0.829,-0.021,-0.555,-0.058,-0.200,-0.006,-0.391,0.029,4418,4870,-36,36,32,16.170
42978,0.036,-0.820,0.040,0.001,0.005,0.001,0.835,-0.025,-0.547,-0.055,-0.200,-0.004,-0.410,0.018,4173,4600,-37,37,32,16.180
43078,0.024,-0.848,0.150,0.004,-0.005,0.003,0.839,-0.023,-0.542,-0.047,-0.200,-0.003,-0.421,0.012,3653,4268,-36,35,32,16.180
43178,0.015,-0.670,-0.690,0.004,-0.031,0.002,0.815,-0.022,-0.578,-0.037,-0.200,-0.001,-0.335,0.008,3619,4313,-18,18,32,16.170
43278,-0.003,-0.130,-2.210,0.006,-0.054,0.003,0.729,-0.019,-0.683,-0.019,-0.200,0.000,-0.065,-0.002,5508,5696,20,-20,32,16.170
43378,-0.028,0.432,-1.390,0.002,-0.046,0.001,0.626,-0.018,-0.779,-0.005,-0.200,-0.002,0.216,-0.014,6855,6844,43,-43,32,16.170
43478,-0.040,0.770,-0.260,-0.000,-0.016,-0.001,0.554,-0.021,-0.832,-0.002,-0.200,-0.004,0.394,-0.020,7248,7384,44,-44,32,16.170
43578,-0.047,0.911,-0.090,0.005,-0.013,-0.000,0.527,-0.016,-0.849,0.005,-0.200,-0.006,0.456,-0.024,7333,7319,43,-44,32,16.170
43678,-0.106,1.020,-0.010,0.016,-0.006,-0.000,0.503,0.000,-0.864,0.032,-0.200,-0.014,0.510,-0.053,7714,6729,44,-46,32,16.170
43778,-0.210,1.012,0.180,0.016,0.009,0.004,0.500,0.023,-0.862,0.076,-0.200,-0.028,0.506,-0.105,8162,5785,38,-40,32,16.170
43878,-0.301,0.771,-0.520,0.007,0.024,0.004,0.553,0.022,-0.825,0.110,-0.200,-0.030,0.372,-0.154,8409,5726,18,-19,33,16.170
43978,-0.359,0.600,-0.070,0.008,0.007,0.003,0.580,0.025,-0.804,0.131,-0.200,-0.029,0.300,-0.179,8447,5727,18,-19,33,16.170
44078,-0.399,0.455,0.000,0.007,0.013,0.001,0.604,0.031,-0.782,0.153,-0.200,-0.026,0.228,-0.200,8473,5692,12,-13,33,16.170
44178,-0.422,0.329,-0.410,0.006,0.013,0.000,0.625,0.035,-0.761,0.168,-0.200,-0.021,0.165,-0.211,8542,5826,8,-9,33,16.170
44278,-0.425,0.145,-0.460,0.003,0.020,-0.003,0.657,0.039,-0.727,0.180,-0.200,-0.010,0.061,-0.211,8574,6215,-3,3,32,16.170
44378,-0.384,-0.057,-0.240,-0.002,0.016,-0.005,0.696,0.036,-0.696,0.174,-0.200,-0.000,-0.029,-0.192,8461,6709,-9,10,32,16.170
44478,-0.347,-0.171,-0.110,-0.002,0.009,-0.004,0.718,0.033,-0.676,0.164,-0.200,0.005,-0.086,-0.174,8387,6686,-10,11,33,16.180
44578,-0.307,-0.166,-0.060,-0.003,-0.009,-0.005,0.720,0.036,-0.676,0.152,-0.200,0.005,-0.083,-0.153,8142,6654,-2,2,33,16.180
44678,-0.250,-0.018,-0.630,-0.007,-0.017,-0.007,0.698,0.041,-0.706,0.127,-0.200,-0.001,0.001,-0.121,7998,7063,12,-11,32,16.170
44778,-0.165,0.272,-0.730,-0.012,-0.028,-0.006,0.651,0.045,-0.752,0.094,-0.200,-0.006,0.136,-0.083,8008,7669,29,-29,32,16.170
44878,-0.089,0.555,-0.640,-0.010,-0.022,-0.002,0.600,0.037,-0.797,0.056,-0.200,-0.006,0.277,-0.045,8213,8059,40,-40,32,16.150
44978,-0.053,0.759,-0.170,-0.002,-0.015,-0.001,0.559,0.032,-0.828,0.038,-0.200,-0.005,0.379,-0.027,8375,7977,45,-45,32,16.150
45078,-0.086,0.844,0.050,0.013,-0.005,0.002,0.539,0.043,-0.839,0.057,-0.200,-0.010,0.424,-0.048,8844,7155,42,-44,33,16.160
45178,-0.210,0.851,0.060,0.021,0.003,0.006,0.531,0.062,-0.839,0.104,-0.200,-0.024,0.426,-0.105,9372,5851,38,-40,33,16.160
45278,-0.377,0.784,0.030,0.021,0.004,0.011,0.531,0.077,-0.827,0.166,-0.200,-0.041,0.392,-0.188,9902,4468,33,-35,33,16.160
45378,-0.551,0.631,-0.090,0.012,0.016,0.012,0.547,0.067,-0.805,0.220,-0.200,-0.052,0.315,-0.276,10212,3129,22,-24,32,16.160
45478,-0.689,0.434,-0.560,0.013,0.016,0.008,0.571,0.055,-0.775,0.266,-0.200,-0.052,0.207,-0.350,10501,3316,12,-14,32,16.160
45578,-0.746,0.217,-0.720,0.007,0.016,0.000,0.603,0.049,-0.740,0.293,-0.200,-0.038,0.108,-0.373,10399,4364,5,-6,33,16.160
45678,-0.720,0.067,-0.600,0.002,0.010,-0.005,0.630,0.053,-0.715,0.298,-0.200,-0.023,0.033,-0.360,10255,5582,3,-3,33,16.160
45778,-0.666,0.005,-0.310,0.002,0.002,-0.005,0.644,0.061,-0.704,0.293,-0.200,-0.015,0.003,-0.333,10224,6048,5,-5,32,16.180
45878,-0.618,-0.035,-0.230,0.001,0.006,-0.004,0.653,0.070,-0.697,0.288,-0.200,-0.010,-0.018,-0.309,10236,6168,3,-4,32,16.180
45978,-0.581,-0.073,-0.380,-0.000,0.001,-0.002,0.663,0.074,-0.690,0.282,-0.200,-0.006,-0.036,-0.291,10299,6105,3,-4,33,16.160
46078,-0.565,-0.080,-0.190,-0.001,-0.001,-0.001,0.666,0.075,-0.689,0.278,-0.200,-0.005,-0.040,-0.283,10479,6037,4,-5,33,16.160
46178,-0.564,-0.049,-0.230,-0.005,-0.007,-0.002,0.663,0.071,-0.694,0.271,-0.200,-0.007,-0.025,-0.282,10631,5883,8,-8,33,16.160
46278,-0.552,0.042,-0.230,-0.007,-0.013,-0.003,0.652,0.067,-0.711,0.256,-0.200,-0.012,0.021,-0.276,10557,5930,16,-17,33,16.160
46378,-0.522,0.226,-0.290,-0.007,-0.016,-0.001,0.625,0.067,-0.742,0.233,-0.200,-0.022,0.113,-0.261,10576,6038,26,-27,33,16.160
46478,-0.510,0.413,-0.510,-0.005,-0.016,0.001,0.594,0.066,-0.772,0.217,-0.200,-0.033,0.206,-0.255,10778,6101,34,-35,32,16.150
46578,-0.490,0.596,-0.410,-0.005,-0.015,-0.001,0.561,0.066,-0.800,0.202,-0.200,-0.043,0.298,-0.245,10874,6435,42,-43,32,16.150
46678,-0.468,0.748,-0.120,-0.002,-0.010,-0.001,0.532,0.070,-0.822,0.190,-0.200,-0.050,0.374,-0.234,10896,6441,46,-48,32,16.170
46778,-0.439,0.872,-0.190,-0.003,-0.011,-0.001,0.508,0.073,-0.839,0.179,-0.200,-0.054,0.436,-0.220,10841,6462,51,-53,32,16.170
46878,-0.411,0.996,-0.330,-0.003,-0.009,-0.000,0.483,0.078,-0.856,0.168,-0.200,-0.057,0.498,-0.206,10826,6479,57,-58,32,16.160
46978,-0.389,1.092,-0.310,-0.003,-0.005,-0.000,0.464,0.080,-0.868,0.160,-0.200,-0.059,0.546,-0.195,10876,6526,60,-62,32,16.160
47078,-0.376,1.135,-0.090,-0.000,-0.003,-0.000,0.454,0.083,-0.873,0.156,-0.200,-0.059,0.568,-0.188,10914,6333,61,-63,33,16.180
47178,-0.379,1.156,-0.150,-0.001,0.002,0.000,0.450,0.082,-0.876,0.155,-0.200,-0.061,0.578,-0.189,10985,6155,61,-63,33,16.180
47278,-0.373,1.054,-0.530,-0.000,0.019,-0.001,0.473,0.080,-0.863,0.156,-0.200,-0.054,0.527,-0.186,11075,6339,50,-52,33,16.180
47378,-0.354,0.839,-0.250,-0.002,0.020,-0.002,0.522,0.077,-0.835,0.157,-0.200,-0.041,0.420,-0.177,11103,6575,39,-40,32,16.170
47478,-0.323,0.660,-0.020,-0.007,0.017,-0.003,0.562,0.070,-0.810,0.150,-0.200,-0.029,0.330,-0.162,10953,6660,33,-34,32,16.170
47578,-0.281,0.485,0.120,-0.008,0.018,-0.001,0.602,0.057,-0.785,0.134,-0.200,-0.019,0.242,-0.140,10757,6536,28,-28,33,16.180
47678,-0.277,0.313,-0.110,-0.003,0.020,0.001,0.638,0.040,-0.759,0.125,-0.200,-0.012,0.156,-0.138,10835,6110,21,-21,33,16.180
47778,-0.281,0.079,-0.820,0.000,0.031,-0.003,0.681,0.031,-0.720,0.127,-0.200,-0.004,0.039,-0.141,11016,6332,8,-8,32,16.180
47878,-0.241,-0.246,-0.630,0.001,0.027,-0.005,0.738,0.033,-0.662,0.128,-0.200,0.007,-0.123,-0.120,11053,7087,-8,9,32,16.180
47978,-0.173,-0.474,-0.510,-0.004,0.018,-0.008,0.777,0.035,-0.618,0.114,-0.200,0.010,-0.237,-0.086,10933,7610,-13,13,32,16.180
48078,-0.098,-0.668,-0.300,-0.006,0.015,-0.008,0.810,0.035,-0.578,0.091,-0.200,0.008,-0.334,-0.049,10874,7940,-19,20,33,16.160
48178,-0.041,-0.660,-1.000,-0.008,-0.018,-0.008,0.812,0.029,-0.580,0.059,-0.200,0.003,-0.330,-0.021,11010,8214,-6,7,33,16.160
48278,-0.010,-0.390,-1.580,-0.015,-0.034,-0.002,0.772,0.016,-0.635,0.024,-0.200,0.001,-0.195,-0.005,11581,8680,16,-15,32,16.150
48378,-0.020,-0.032,-0.550,-0.011,-0.026,0.002,0.713,-0.009,-0.701,-0.002,-0.200,0.000,-0.016,-0.010,12011,8805,32,-32,32,16.150
48478,-0.008,0.159,-0.190,-0.011,-0.015,-0.004,0.678,-0.034,-0.734,-0.028,-0.200,-0.000,0.079,-0.004,11901,9146,33,-33,33,16.160
48578,0.046,0.318,-0.810,-0.006,-0.015,-0.004,0.646,-0.046,-0.760,-0.054,-0.200,0.002,0.159,0.023,11846,9548,38,-38,33,16.160
48678,0.080,0.430,0.270,-0.006,-0.006,-0.001,0.624,-0.050,-0.777,-0.066,-0.200,0.004,0.215,0.040,11772,9393,39,-39,33,16.160
48778,0.102,0.499,0.660,-0.008,-0.004,-0.003,0.609,-0.058,-0.788,-0.077,-0.200,0.007,0.250,0.051,11466,9160,41,-40,33,16.150
48878,0.139,0.514,0.210,-0.005,0.003,-0.001,0.604,-0.061,-0.790,-0.091,-0.200,0.009,0.257,0.070,11050,8847,39,-39,33,16.150
48978,0.169,0.419,0.290,-0.002,0.011,-0.001,0.621,-0.061,-0.775,-0.104,-0.200,0.009,0.210,0.084,10794,8622,30,-30,33,16.150
49078,0.168,0.305,-0.050,0.001,0.009,0.002,0.643,-0.058,-0.757,-0.105,-0.200,0.007,0.153,0.084,10817,8316,25,-25,33,16.150
49178,0.133,0.238,-0.170,0.002,0.004,0.004,0.657,-0.056,-0.746,-0.094,-0.200,0.004,0.119,0.066,10985,8036,25,-25,33,16.150
49278,0.092,0.207,-0.140,0.002,0.003,0.003,0.665,-0.056,-0.741,-0.082,-0.200,0.002,0.104,0.046,11054,7894,26,-26,33,16.150
49378,0.055,0.184,-0.070,0.001,0.003,0.002,0.670,-0.056,-0.737,-0.070,-0.200,0.001,0.092,0.027,11015,7736,25,-25,33,16.150
49478,0.041,0.154,-0.040,-0.001,0.002,-0.000,0.676,-0.056,-0.732,-0.065,-0.200,0.001,0.077,0.020,10834,7738,24,-24,33,16.160
49578,0.050,0.146,-0.080,-0.001,-0.000,-0.001,0.677,-0.056,-0.730,-0.070,-0.200,0.001,0.073,0.026,10595,7722,25,-25,33,16.160
49678,0.059,0.146,-0.040,0.001,0.001,0.000,0.677,-0.055,-0.730,-0.072,-0.200,0.001,0.073,0.029,10524,7613,25,-26,33,16.170
49778,0.050,0.102,-0.120,0.000,0.009,0.001,0.685,-0.055,-0.723,-0.069,-0.200,0.001,0.051,0.025,10545,7403,21,-21,33,16.170
49878,0.032,0.003,0.000,0.000,0.008,0.001,0.703,-0.054,-0.706,-0.065,-0.200,0.000,0.002,0.016,10502,7207,15,-15,33,16.170
49978,0.022,0.012,-0.230,0.001,-0.011,0.001,0.700,-0.055,-0.709,-0.061,-0.200,0.000,0.012,0.010,10456,7095,24,-24,33,16.160
50078,0.010,0.127,-0.070,0.001,-0.006,0.001,0.682,-0.057,-0.727,-0.057,-0.200,0.000,0.063,0.005,10451,7059,30,-30,33,16.160
50178,0.011,0.093,-0.070,-0.000,0.012,-0.001,0.688,-0.056,-0.721,-0.057,-0.200,0.000,0.046,0.005,10312,7079,20,-21,33,16.170
50278,0.021,0.004,0.120,0.000,-0.007,-0.000,0.704,-0.050,-0.706,-0.057,-0.200,0.000,0.002,0.010,10169,6986,19,-19,33,16.170
50378,0.017,0.166,0.260,-0.001,-0.010,-0.001,0.673,-0.055,-0.736,-0.056,-0.200,0.000,0.089,0.009,10018,6667,33,-34,33,16.170
50478,0.026,0.109,0.030,0.001,0.017,-0.000,0.685,-0.052,-0.724,-0.058,-0.200,0.000,0.054,0.013,9845,6544,20,-20,33,16.150
50578,0.027,-0.064,-0.280,0.001,0.014,-0.000,0.716,-0.045,-0.694,-0.056,-0.200,-0.000,-0.032,0.013,9907,6563,10,-10,33,16.150
50678,0.034,-0.214,-0.220,0.000,0.013,-0.001,0.742,-0.040,-0.667,-0.058,-0.200,-0.001,-0.107,0.017,9918,6724,3,-4,33,16.140
50778,0.041,-0.311,-0.220,0.000,0.002,-0.000,0.758,-0.038,-0.648,-0.060,-0.200,-0.002,-0.157,0.021,9875,6687,4,-4,33,16.140
50878,0.041,-0.246,-0.330,-0.000,-0.016,0.000,0.747,-0.038,-0.661,-0.058,-0.200,-0.001,-0.123,0.020,9936,6681,15,-15,33,16.140
50978,0.038,-0.051,-0.320,0.000,-0.018,0.000,0.714,-0.042,-0.697,-0.057,-0.200,-0.000,-0.025,0.019,10037,6814,27,-27,33,16.150
51078,0.028,0.172,-0.280,0.001,-0.020,0.000,0.674,-0.045,-0.735,-0.051,-0.200,0.001,0.086,0.014,10126,6807,38,-38,33,16.150
51178,0.023,0.370,0.030,0.000,-0.013,-0.000,0.637,-0.046,-0.770,-0.045,-0.200,0.001,0.192,0.011,10037,6736,44,-45,33,16.180
51278,0.025,0.439,0.180,-0.000,0.001,-0.001,0.624,-0.047,-0.779,-0.045,-0.200,0.001,0.220,0.012,9849,6551,41,-41,33,16.180
51378,0.028,0.403,-0.050,-0.000,0.007,-0.000,0.631,-0.046,-0.773,-0.046,-0.200,0.001,0.202,0.014,9731,6407,35,-35,33,16.180
51478,0.036,0.342,-0.080,-0.000,0.003,-0.001,0.642,-0.043,-0.764,-0.048,-0.200,0.002,0.171,0.018,9630,6429,32,-32,33,16.180
51578,0.045,0.336,0.010,-0.000,-0.000,-0.000,0.643,-0.042,-0.763,-0.050,-0.200,0.002,0.168,0.023,9518,6268,35,-35,33,16.180
51678,0.044,0.328,-0.030,0.001,0.001,0.000,0.645,-0.042,-0.761,-0.050,-0.200,0.002,0.164,0.022,9439,6035,34,-34,32,16.160
51778,0.021,0.334,0.110,0.000,-0.000,0.003,0.644,-0.042,-0.762,-0.043,-0.200,0.001,0.167,0.011,9483,5486,36,-36,32,16.160
51878,-0.006,0.327,0.340,-0.001,0.000,0.002,0.646,-0.048,-0.761,-0.039,-0.200,-0.000,0.164,-0.003,9302,5049,35,-35,32,16.160
51978,-0.006,0.315,-0.160,-0.002,0.001,-0.001,0.648,-0.051,-0.759,-0.042,-0.200,-0.000,0.157,-0.002,9028,5103,35,-35,33,16.160
52078,-0.000,0.318,-0.320,0.000,-0.001,0.001,0.647,-0.051,-0.759,-0.044,-0.200,-0.000,0.159,-0.000,9030,5062,36,-36,33,16.160
52178,-0.027,0.320,-0.150,-0.001,-0.001,0.005,0.647,-0.055,-0.759,-0.038,-0.200,-0.001,0.160,-0.013,9228,4474,36,-36,33,16.150
52278,-0.078,0.351,0.000,0.005,-0.007,0.004,0.642,-0.064,-0.764,-0.028,-0.200,-0.003,0.176,-0.039,9303,3758,40,-40,33,16.150
52378,-0.131,0.458,-0.420,0.013,-0.012,-0.001,0.622,-0.056,-0.781,-0.002,-0.200,-0.007,0.235,-0.067,9378,3623,48,-49,33,16.150
52478,-0.158,0.576,-0.090,0.010,-0.011,-0.001,0.597,-0.030,-0.801,0.027,-0.200,-0.011,0.288,-0.079,9492,3716,53,-54,33,16.150
52578,-0.166,0.642,0.200,0.002,-0.002,0.000,0.583,-0.019,-0.811,0.038,-0.200,-0.014,0.321,-0.083,9269,3523,53,-54,33,16.150
52678,-0.162,0.652,0.500,-0.003,0.001,-0.001,0.581,-0.016,-0.813,0.039,-0.200,-0.013,0.326,-0.081,8961,3233,52,-53,33,16.160
52778,-0.183,0.644,0.530,-0.005,0.003,0.004,0.583,-0.031,-0.811,0.035,-0.200,-0.015,0.322,-0.091,8705,0,51,-52,33,16.160
52878,-0.185,0.555,-0.300,-0.010,0.013,-0.000,0.602,-0.054,-0.796,0.018,-0.200,-0.013,0.278,-0.093,8387,0,44,-44,33,16.160
52978,-0.136,0.451,-0.450,-0.012,0.006,-0.003,0.623,-0.068,-0.779,-0.010,-0.200,-0.008,0.225,-0.068,8034,1572,41,-41,33,16.170
53078,-0.056,0.398,-0.530,-0.010,0.005,-0.008,0.632,-0.077,-0.770,-0.045,-0.200,-0.003,0.199,-0.028,7687,3267,41,-41,33,16.170
53178,0.032,0.336,-0.600,-0.007,0.008,-0.003,0.641,-0.078,-0.760,-0.076,-0.200,0.001,0.168,0.016,7621,3795,38,-38,33,16.170
53278,0.077,0.298,-0.160,-0.003,-0.005,-0.004,0.646,-0.078,-0.754,-0.093,-0.200,0.003,0.149,0.039,7499,3594,40,-40,33,16.170
53378,0.072,0.319,-0.110,0.001,0.001,0.004,0.642,-0.078,-0.757,-0.090,-0.200,0.003,0.159,0.036,7938,2294,42,-42,33,16.170
53478,0.036,0.310,0.820,0.002,-0.001,0.002,0.645,-0.079,-0.756,-0.080,-0.200,0.001,0.155,0.018,7825,0,42,-42,33,16.160
53578,0.041,0.340,0.060,-0.001,-0.003,-0.001,0.640,-0.077,-0.761,-0.078,-0.200,0.002,0.170,0.020,7354,0,45,-45,33,16.160
53678,0.046,0.369,0.020,-0.001,-0.000,0.002,0.634,-0.079,-0.765,-0.081,-0.200,0.002,0.184,0.023,7252,0,46,-46,33,16.160
53778,0.007,0.358,0.030,0.004,-0.001,0.006,0.637,-0.085,-0.763,-0.073,-0.200,0.000,0.179,0.003,7410,0,44,-45,33,16.150
53878,-0.103,0.382,-0.090,0.005,0.001,0.010,0.635,-0.095,-0.766,-0.045,-0.200,-0.005,0.191,-0.052,7974,0,46,-47,33,16.150
53978,-0.214,0.336,0.180,0.003,0.007,0.008,0.645,-0.107,-0.756,-0.020,-0.200,-0.008,0.168,-0.107,7976,0,41,-42,33,16.140
54078,-0.266,0.254,-0.710,-0.000,0.008,-0.000,0.662,-0.111,-0.741,-0.010,-0.200,-0.007,0.123,-0.133,7732,0,37,-37,33,16.140
54178,-0.213,0.185,-0.460,-0.004,-0.000,-0.003,0.673,-0.103,-0.732,-0.021,-0.200,-0.004,0.093,-0.107,6996,0,37,-37,33,16.140
54278,-0.151,0.224,-0.350,0.003,-0.007,-0.007,0.666,-0.092,-0.740,-0.032,-0.200,-0.004,0.112,-0.076,6908,0,43,-43,33,16.150
54378,-0.133,0.332,-0.450,0.007,-0.013,0.002,0.646,-0.078,-0.759,-0.022,-0.200,-0.005,0.166,-0.067,7295,0,51,-52,33,16.150
54478,-0.179,0.464,0.430,0.005,-0.010,0.002,0.619,-0.076,-0.782,-0.001,-0.200,-0.011,0.236,-0.091,7644,0,57,-58,33,16.150
54578,-0.185,0.485,0.260,0.002,0.003,-0.003,0.616,-0.072,-0.784,0.002,-0.200,-0.011,0.243,-0.092,7137,0,53,-53,33,16.140
54678,-0.158,0.454,0.090,-0.000,0.001,-0.002,0.622,-0.065,-0.780,-0.001,-0.200,-0.009,0.227,-0.079,6868,0,51,-51,33,16.140
54778,-0.154,0.495,0.160,-0.001,-0.007,0.000,0.614,-0.064,-0.786,-0.001,-0.200,-0.009,0.247,-0.077,6917,0,56,-57,33,16.160
54878,-0.139,0.572,0.060,-0.003,-0.005,-0.001,0.599,-0.068,-0.799,-0.008,-0.200,-0.010,0.288,-0.068,6466,0,61,-61,33,16.160
54978,-0.117,0.603,0.020,-0.004,0.002,0.001,0.592,-0.074,-0.802,-0.017,-0.200,-0.009,0.302,-0.059,6255,0,60,-60,33,16.160
55078,-0.102,0.554,0.200,-0.004,0.004,-0.001,0.602,-0.079,-0.794,-0.028,-0.200,-0.007,0.277,-0.051,6025,0,56,-56,33,16.170
55178,-0.062,0.518,0.040,-0.004,0.003,-0.004,0.608,-0.080,-0.789,-0.042,-0.200,-0.004,0.259,-0.031,5685,0,55,-55,33,16.170
55278,-0.017,0.497,-0.190,-0.003,0.002,-0.002,0.611,-0.077,-0.786,-0.055,-0.200,-0.001,0.247,-0.007,5562,0,55,-55,33,16.170
55378,-0.006,0.488,-0.130,-0.001,-0.002,0.000,0.612,-0.081,-0.784,-0.062,-0.200,-0.000,0.244,-0.003,5796,0,57,-57,33,16.170
55478,-0.015,0.536,-0.170,0.002,-0.004,0.001,0.603,-0.083,-0.791,-0.058,-0.200,-0.001,0.268,-0.008,6002,0,61,-62,33,16.170
55578,-0.033,0.573,0.130,0.002,-0.003,0.002,0.596,-0.085,-0.797,-0.053,-0.200,-0.002,0.286,-0.016,6131,0,63,-63,33,16.170
55678,-0.054,0.657,-0.090,-0.002,-0.012,0.002,0.579,-0.092,-0.808,-0.049,-0.200,-0.004,0.336,-0.027,6186,0,72,-72,33,16.170
55778,-0.031,0.817,0.000,0.000,-0.015,-0.003,0.545,-0.093,-0.831,-0.052,-0.200,-0.003,0.409,-0.015,5793,0,80,-81,33,16.170
55878,-0.011,0.937,-0.070,0.002,-0.007,-0.002,0.519,-0.086,-0.849,-0.049,-0.200,-0.001,0.469,-0.005,5763,0,83,-83,33,16.170
55978,0.003,0.930,0.140,-0.002,0.007,-0.001,0.521,-0.081,-0.848,-0.050,-0.200,0.000,0.465,0.001,5740,0,76,-76,33,16.170
56078,0.013,0.788,0.140,-0.000,0.018,-0.000,0.551,-0.079,-0.829,-0.056,-0.200,0.001,0.394,0.007,5742,0,62,-62,33,16.170
56178,0.020,0.573,0.020,-0.000,0.020,-0.001,0.595,-0.074,-0.798,-0.062,-0.200,0.001,0.287,0.010,5715,0,52,-52,33,16.180
56278,0.030,0.392,-0.120,0.001,0.013,-0.001,0.631,-0.066,-0.770,-0.064,-0.200,0.001,0.196,0.015,5679,0,47,-47,33,16.180
56378,0.046,0.275,-0.110,0.001,0.009,-0.002,0.653,-0.059,-0.752,-0.067,-0.200,0.002,0.138,0.023,5536,0,45,-45,33,16.180
56478,0.066,0.200,-0.030,-0.001,0.005,-0.001,0.667,-0.054,-0.740,-0.072,-0.200,0.002,0.100,0.033,5480,0,44,-44,33,16.180
56578,0.067,0.193,-0.350,0.000,-0.004,0.001,0.668,-0.057,-0.738,-0.074,-0.200,0.002,0.096,0.033,5642,0,48,-48,33,16.180
56678,0.055,0.260,-0.110,0.002,-0.008,0.001,0.656,-0.059,-0.749,-0.070,-0.200,0.002,0.130,0.027,5749,0,54,-54,33,16.160
56778,0.042,0.347,0.080,0.001,-0.008,-0.000,0.640,-0.058,-0.763,-0.063,-0.200,0.002,0.173,0.021,5753,0,58,-58,33,16.160
56878,0.056,0.398,0.230,-0.001,-0.002,-0.002,0.630,-0.057,-0.772,-0.065,-0.200,0.003,0.199,0.028,5512,0,58,-58,33,16.160
56978,0.061,0.403,0.190,0.000,0.001,0.001,0.629,-0.056,-0.773,-0.065,-0.200,0.003,0.201,0.030,5637,0,56,-56,33,16.170
57078,0.037,0.388,0.050,0.001,0.001,0.003,0.632,-0.059,-0.770,-0.061,-0.200,0.002,0.194,0.019,5890,0,55,-55,33,16.170
