Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,pitch_ref,yaw_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,ErrorCodes
99788,0.101,0.514,-0.370,0.003,0.009,0.006,-0.099,-0.759,0.098,-0.636,-0.200,0.002,0.171,0.025,4895,0,55,-55,34,15.500,305,305,0
99888,-0.046,0.426,-0.540,0.001,0.001,0.008,-0.084,-0.748,0.105,-0.650,-0.200,-0.001,0.142,-0.011,6605,0,54,-54,34,15.500,305,305,0
99988,-0.107,0.514,-0.160,-0.004,-0.006,-0.002,-0.080,-0.756,0.116,-0.639,-0.200,-0.002,0.171,-0.027,6051,0,67,-67,34,15.500,305,305,0
100088,-0.038,0.561,0.010,-0.003,0.002,-0.002,-0.090,-0.761,0.116,-0.631,-0.200,-0.001,0.187,-0.009,4564,0,68,-68,34,15.500,305,305,0
100188,-0.015,0.502,0.460,-0.000,0.005,-0.000,-0.094,-0.755,0.114,-0.639,-0.200,-0.000,0.167,-0.004,4500,0,60,-60,35,15.490,305,305,0
100288,-0.010,0.465,-0.360,0.004,0.002,-0.003,-0.091,-0.752,0.108,-0.644,-0.200,-0.000,0.155,-0.002,4516,0,60,-60,35,15.490,305,305,0
100388,0.056,0.386,-0.030,0.001,0.001,-0.003,-0.093,-0.745,0.095,-0.654,-0.200,0.001,0.129,0.014,3283,0,54,-54,34,15.490,305,305,0
100488,0.062,0.405,-0.170,0.002,0.001,0.001,-0.089,-0.748,0.090,-0.652,-0.200,0.001,0.135,0.016,4017,0,59,-59,34,15.490,305,305,0
100588,0.049,0.340,0.040,0.000,0.007,-0.000,-0.086,-0.741,0.087,-0.660,-0.200,0.001,0.113,0.012,4195,0,52,-52,34,15.490,305,305,0
100688,0.083,0.236,0.110,0.000,0.004,-0.002,-0.091,-0.730,0.083,-0.673,-0.200,0.001,0.079,0.021,3291,0,45,-45,34,15.500,305,305,0
100788,0.105,0.162,-0.180,-0.002,0.006,-0.000,-0.094,-0.721,0.081,-0.681,-0.200,0.001,0.054,0.026,3299,0,41,-41,34,15.500,305,305,0
100888,0.089,0.127,-0.220,-0.000,-0.001,0.002,-0.095,-0.717,0.083,-0.685,-0.200,0.001,0.042,0.022,4000,0,42,-42,34,15.510,305,305,0
100988,0.072,0.177,-0.020,-0.000,-0.002,0.001,-0.095,-0.722,0.087,-0.679,-0.200,0.001,0.059,0.018,3977,0,49,-49,34,15.510,305,305,0
101088,0.032,0.185,0.200,0.001,-0.001,0.002,-0.091,-0.723,0.091,-0.679,-0.200,0.000,0.062,0.008,4677,0,48,-48,34,15.510,305,305,0
101188,0.027,0.197,-0.060,0.001,-0.003,-0.000,-0.088,-0.724,0.090,-0.678,-0.200,0.000,0.066,0.007,4259,0,49,-49,34,15.510,305,305,0
101288,0.001,0.242,-0.220,0.002,-0.003,0.001,-0.082,-0.730,0.089,-0.673,-0.200,0.000,0.081,0.000,4768,0,53,-53,34,15.510,305,305,0
101388,0.018,0.292,-0.170,-0.001,-0.001,-0.002,-0.082,-0.736,0.087,-0.667,-0.200,0.000,0.097,0.004,4060,0,56,-56,35,15.500,305,305,0
101488,0.049,0.312,-0.110,0.001,-0.001,-0.001,-0.085,-0.738,0.086,-0.664,-0.200,0.001,0.104,0.012,3647,0,57,-57,35,15.500,305,305,0
101588,0.073,0.301,0.030,0.000,-0.001,-0.001,-0.086,-0.737,0.082,-0.665,-0.200,0.001,0.100,0.018,3353,0,55,-55,35,15.500,305,305,0
101688,0.098,0.319,0.000,0.000,-0.000,-0.000,-0.087,-0.740,0.079,-0.663,-0.200,0.001,0.106,0.025,3101,0,57,-57,35,15.500,305,305,0
101788,0.077,0.322,-0.170,0.002,0.000,0.002,-0.083,-0.740,0.079,-0.663,-0.200,0.001,0.107,0.019,3985,0,57,-57,35,15.500,305,305,0
101888,0.035,0.333,-0.100,0.001,-0.001,0.001,-0.077,-0.741,0.080,-0.662,-0.200,0.000,0.111,0.009,4501,0,59,-59,34,15.490,305,305,0
101988,0.004,0.331,0.010,0.000,0.000,0.001,-0.073,-0.741,0.081,-0.663,-0.200,0.000,0.110,0.001,4693,0,58,-58,34,15.490,305,305,0
102088,-0.012,0.341,-0.020,-0.000,-0.001,-0.000,-0.071,-0.742,0.082,-0.662,-0.200,-0.000,0.114,-0.003,4704,0,60,-60,34,15.490,305,305,0
102188,-0.006,0.351,0.170,-0.000,-0.000,-0.000,-0.073,-0.743,0.083,-0.661,-0.200,-0.000,0.117,-0.001,4394,0,61,-61,34,15.480,5319,1640,0
102288,0.005,0.354,0.390,-0.001,0.000,0.000,-0.075,-0.743,0.083,-0.660,0.000,0.000,0.118,0.001,4367,0,61,-61,34,15.480,5319,1640,0
102388,0.007,0.356,0.130,-0.001,-0.000,0.000,-0.076,-0.743,0.085,-0.660,0.000,0.000,0.119,0.002,4571,0,61,-62,34,15.510,4595,749,0
102488,-0.008,0.369,0.700,0.000,-0.001,0.001,-0.075,-0.744,0.086,-0.658,0.000,-0.000,0.123,-0.002,4632,0,63,-63,34,15.510,4595,749,0
102588,-0.013,0.362,0.000,-0.000,0.001,0.000,-0.075,-0.743,0.087,-0.659,0.000,-0.000,0.121,-0.003,4616,0,61,-61,34,15.510,4595,749,0
102688,-0.011,0.349,0.640,0.000,0.001,0.000,-0.076,-0.742,0.087,-0.660,0.000,-0.000,0.116,-0.003,4499,0,60,-60,35,15.500,4545,479,0
102788,-0.013,0.332,-0.450,-0.000,0.002,-0.000,-0.075,-0.740,0.087,-0.663,0.000,-0.000,0.111,-0.003,4732,0,59,-59,35,15.500,4545,479,0
102888,-0.012,0.309,-0.190,0.000,0.001,-0.000,-0.076,-0.737,0.087,-0.665,0.000,-0.000,0.103,-0.003,4829,0,57,-58,35,15.500,4545,479,0
102988,-0.011,0.300,0.120,0.000,0.001,0.001,-0.076,-0.737,0.086,-0.667,0.000,-0.000,0.100,-0.003,4924,0,57,-57,35,15.490,4612,396,0
103088,-0.033,0.283,-0.090,0.000,0.001,0.001,-0.074,-0.734,0.088,-0.669,0.000,-0.000,0.094,-0.008,5401,0,56,-56,35,15.490,4612,396,0
103188,-0.051,0.272,0.090,-0.001,0.001,-0.000,-0.073,-0.733,0.089,-0.670,0.000,-0.001,0.091,-0.013,5434,0,55,-55,35,15.510,5458,385,0
103288,-0.039,0.257,-0.130,-0.000,0.001,-0.001,-0.075,-0.731,0.089,-0.672,0.000,-0.000,0.086,-0.010,5183,0,54,-54,35,15.510,5458,385,0
103388,-0.011,0.245,-0.030,0.000,0.001,-0.002,-0.077,-0.730,0.086,-0.673,0.000,-0.000,0.082,-0.003,4823,0,54,-54,35,15.510,5458,385,0
103488,0.012,0.236,-0.230,0.000,-0.000,0.000,-0.079,-0.730,0.083,-0.674,0.000,0.000,0.079,0.003,4912,0,54,-54,35,15.500,4789,384,0
103588,0.006,0.249,0.000,0.000,-0.000,-0.000,-0.078,-0.731,0.083,-0.673,0.000,0.000,0.084,0.001,5230,0,56,-56,35,15.500,4789,384,0
103688,-0.000,0.262,0.030,-0.000,0.000,0.000,-0.077,-0.732,0.084,-0.671,0.000,-0.000,0.087,-0.000,5189,0,56,-56,34,15.490,5274,383,0
103788,-0.000,0.257,0.020,0.000,0.000,0.000,-0.077,-0.732,0.084,-0.672,0.000,-0.000,0.086,-0.000,4989,0,55,-55,34,15.490,5274,383,0
103888,-0.016,0.248,0.060,0.001,0.001,0.001,-0.075,-0.731,0.084,-0.673,0.008,-0.000,0.083,-0.004,5189,0,54,-54,34,15.490,5274,383,0
103988,-0.037,0.247,-0.040,-0.000,0.002,-0.000,-0.072,-0.731,0.085,-0.674,0.020,-0.000,0.081,-0.009,5268,0,54,-54,35,15.490,5219,385,0
104088,-0.026,0.214,-0.300,-0.000,0.002,-0.001,-0.074,-0.727,0.084,-0.677,0.027,-0.000,0.071,-0.007,5168,0,51,-51,35,15.490,5219,385,0
104188,-0.020,0.198,-0.240,-0.000,0.000,0.000,-0.075,-0.725,0.084,-0.679,0.035,-0.000,0.066,-0.005,5399,0,51,-51,35,15.490,5219,385,0
104288,-0.023,0.200,0.010,-0.000,0.000,0.000,-0.075,-0.725,0.085,-0.679,0.086,-0.000,0.067,-0.006,5523,0,52,-52,35,15.490,5341,384,0
104388,-0.012,0.195,-0.180,0.000,0.000,-0.001,-0.077,-0.725,0.084,-0.679,0.125,-0.000,0.065,-0.003,5429,0,51,-51,35,15.490,5341,384,0
104488,-0.005,0.192,-0.090,-0.001,0.000,-0.000,-0.078,-0.725,0.084,-0.680,0.125,-0.000,0.064,-0.001,5627,0,51,-51,35,15.460,5543,383,0
104588,-0.018,0.191,-0.350,0.001,0.000,0.001,-0.077,-0.724,0.085,-0.680,0.125,-0.000,0.064,-0.005,6065,0,51,-51,35,15.460,5543,383,0
104688,-0.035,0.180,-0.330,0.000,0.001,-0.000,-0.074,-0.723,0.085,-0.682,0.125,-0.000,0.060,-0.009,6245,0,50,-50,35,15.460,5543,383,0
104788,-0.021,0.172,-0.060,0.000,0.000,-0.000,-0.076,-0.722,0.084,-0.682,0.137,-0.000,0.057,-0.005,6032,0,50,-50,35,15.490,6112,384,0
104888,-0.020,0.158,-0.290,0.000,0.001,-0.000,-0.076,-0.721,0.084,-0.684,0.133,-0.000,0.053,-0.005,6197,0,49,-49,35,15.490,6112,384,0
104988,-0.029,0.148,0.140,0.000,0.001,0.001,-0.075,-0.719,0.084,-0.685,0.141,-0.000,0.049,-0.007,6495,0,48,-48,35,15.490,6112,384,0
105088,-0.052,0.134,0.010,0.000,0.000,0.001,-0.073,-0.718,0.085,-0.687,0.141,-0.000,0.044,-0.013,6986,0,47,-47,35,15.470,6426,383,0
105188,-0.074,0.137,0.000,0.000,-0.000,0.001,-0.071,-0.718,0.087,-0.687,0.141,-0.000,0.046,-0.018,7242,0,48,-48,35,15.470,6426,383,0
105288,-0.093,0.135,0.000,0.000,0.000,0.000,-0.069,-0.717,0.089,-0.688,0.137,-0.000,0.045,-0.023,7422,0,48,-48,35,15.470,7352,384,0
105388,-0.064,0.133,0.070,-0.000,0.000,-0.003,-0.071,-0.718,0.086,-0.688,0.137,-0.000,0.044,-0.016,7037,2104,48,-48,35,15.470,7352,384,0
105488,0.012,0.130,0.100,-0.000,0.001,-0.003,-0.078,-0.718,0.079,-0.687,0.137,0.000,0.043,0.005,6687,4507,47,-47,35,15.470,7352,384,0
105588,0.050,0.116,0.160,0.001,0.001,0.000,-0.082,-0.717,0.076,-0.688,0.137,0.000,0.039,0.013,6914,4529,46,-46,35,15.470,6684,4432,0
105688,0.025,0.105,-0.200,-0.000,0.001,0.001,-0.079,-0.715,0.078,-0.690,0.137,0.000,0.035,0.006,7597,4055,45,-45,35,15.470,6684,4432,0
105788,0.016,0.092,-0.110,-0.000,0.000,-0.001,-0.079,-0.714,0.078,-0.692,0.145,0.000,0.031,0.004,7650,4410,45,-45,35,15.470,6684,4432,0
105888,0.044,0.093,0.190,0.000,-0.000,-0.002,-0.081,-0.714,0.076,-0.691,0.141,0.000,0.031,0.012,7374,5207,46,-46,35,15.480,7374,4166,0
105988,0.080,0.093,-0.090,0.000,0.000,-0.002,-0.084,-0.714,0.072,-0.691,0.141,0.000,0.031,0.020,7222,5581,46,-46,35,15.480,7374,4166,0
106088,0.100,0.081,-0.240,-0.000,0.001,-0.000,-0.086,-0.713,0.070,-0.692,0.141,0.000,0.027,0.025,7348,5744,44,-44,35,15.480,7183,5656,0
106188,0.083,0.069,-0.210,0.000,0.001,0.002,-0.084,-0.712,0.071,-0.694,0.149,0.000,0.023,0.021,7783,5462,43,-43,35,15.480,7183,5656,0
106288,0.023,0.046,-0.210,0.000,0.002,0.003,-0.079,-0.708,0.076,-0.697,0.145,0.000,0.015,0.006,8418,4775,42,-42,35,15.480,7183,5656,0
106388,-0.033,0.023,-0.270,-0.000,0.001,0.002,-0.074,-0.705,0.081,-0.700,0.137,-0.000,0.008,-0.008,8729,4523,40,-40,35,15.460,8503,4699,0
106489,-0.042,0.013,-0.160,-0.000,-0.000,-0.001,-0.074,-0.704,0.081,-0.702,0.141,-0.000,0.004,-0.010,8604,5095,40,-40,35,15.460,8503,4699,0
106588,0.001,0.009,-0.060,0.000,0.000,-0.002,-0.077,-0.704,0.077,-0.702,0.141,0.000,0.003,0.001,8233,6020,40,-40,35,15.470,8278,5854,0
106688,0.045,0.006,-0.540,-0.000,-0.000,-0.002,-0.081,-0.704,0.073,-0.702,0.133,0.000,0.002,0.011,8195,6549,40,-40,35,15.470,8278,5854,0
106788,0.077,0.014,-0.010,0.000,-0.000,-0.001,-0.083,-0.705,0.070,-0.701,0.137,0.000,0.005,0.019,8238,6849,41,-41,35,15.470,8278,5854,0
106889,0.087,0.028,0.000,0.000,-0.001,0.000,-0.084,-0.707,0.069,-0.699,0.141,0.000,0.009,0.022,8421,6861,42,-42,35,15.470,8305,6906,0
106988,0.092,0.039,-0.090,0.000,-0.001,-0.000,-0.084,-0.708,0.069,-0.697,0.133,0.000,0.014,0.023,8459,7003,43,-43,35,15.470,8305,6906,0
107089,0.100,0.049,-0.130,-0.000,0.000,-0.000,-0.085,-0.710,0.068,-0.696,0.137,0.000,0.016,0.025,8494,7128,43,-43,35,15.470,8305,6906,0
107188,0.098,0.057,-0.020,0.000,-0.001,0.000,-0.084,-0.711,0.069,-0.695,0.137,0.000,0.019,0.024,8663,7194,44,-44,35,15.470,8503,7142,0
107288,0.085,0.066,-0.040,-0.000,-0.000,0.000,-0.083,-0.711,0.070,-0.694,0.137,0.000,0.022,0.021,8879,7237,44,-44,35,15.470,8503,7142,0
107388,0.073,0.076,0.100,-0.000,-0.000,0.001,-0.082,-0.712,0.071,-0.693,0.145,0.000,0.025,0.018,9005,7237,45,-45,35,15.460,8992,7225,0
107489,0.056,0.080,-0.110,-0.000,-0.000,0.001,-0.081,-0.713,0.073,-0.693,0.141,0.000,0.027,0.014,9140,7172,45,-45,35,15.460,8992,7225,0
107589,0.049,0.077,0.230,0.000,0.000,-0.000,-0.080,-0.712,0.073,-0.693,0.145,0.000,0.026,0.012,9158,7288,44,-45,35,15.460,8992,7225,0
107689,0.049,0.074,-0.210,0.000,0.000,-0.000,-0.080,-0.712,0.073,-0.694,0.149,0.000,0.025,0.012,9235,7476,44,-44,35,15.460,8992,7396,0
107789,0.055,0.073,-0.130,-0.000,0.000,0.000,-0.080,-0.712,0.073,-0.694,0.153,0.000,0.024,0.014,9299,7709,44,-44,35,15.460,8992,7396,0
107889,0.053,0.074,-0.190,-0.000,-0.000,0.000,-0.080,-0.712,0.073,-0.694,0.169,0.000,0.025,0.013,9471,7852,44,-44,35,15.460,8992,7396,0
107989,0.054,0.076,-0.010,0.000,0.000,0.000,-0.080,-0.712,0.073,-0.693,0.200,0.000,0.025,0.014,9559,7990,45,-45,35,15.470,9505,7936,0
108088,0.060,0.076,-0.090,0.000,-0.001,-0.000,-0.081,-0.712,0.072,-0.693,0.204,0.000,0.025,0.015,9629,8180,45,-45,35,15.470,9505,7936,0
108189,0.057,0.078,0.120,-0.000,-0.000,0.000,-0.081,-0.713,0.073,-0.693,0.216,0.000,0.026,0.014,9789,8259,45,-45,35,15.470,9505,7936,0
108289,0.049,0.076,0.100,-0.000,0.000,0.000,-0.081,-0.712,0.074,-0.693,0.224,0.000,0.025,0.012,9927,8345,44,-44,35,15.470,9881,8305,0
108388,0.038,0.073,-0.010,-0.000,0.000,0.001,-0.080,-0.712,0.075,-0.694,0.227,0.000,0.024,0.009,10125,8399,44,-44,35,15.470,9881,8305,0
108489,0.033,0.074,-0.130,-0.000,0.000,-0.000,-0.080,-0.712,0.076,-0.694,0.231,0.000,0.025,0.008,10272,8654,44,-44,35,15.470,9881,8305,0
108589,0.033,0.078,-0.130,0.000,0.000,-0.000,-0.080,-0.712,0.076,-0.693,0.231,0.000,0.026,0.008,10390,8819,45,-45,35,15.470,10309,8680,0
108688,0.043,0.073,-0.340,0.001,-0.000,-0.001,-0.079,-0.712,0.074,-0.694,0.231,0.000,0.024,0.011,10458,9134,44,-44,35,15.470,10309,8680,0
108788,0.056,0.073,0.020,0.000,-0.000,-0.001,-0.080,-0.712,0.072,-0.694,0.235,0.000,0.024,0.014,10506,9334,44,-44,35,15.470,10309,8680,0
108888,0.061,0.081,0.010,0.000,-0.000,0.000,-0.079,-0.713,0.071,-0.693,0.235,0.000,0.027,0.015,10634,9411,45,-45,36,15.420,10482,9293,0
108988,0.051,0.078,0.160,-0.000,0.000,-0.000,-0.078,-0.713,0.071,-0.693,0.235,0.000,0.026,0.013,10816,9470,44,-44,36,15.420,10482,9293,0
109089,0.043,0.075,0.160,-0.000,0.000,0.000,-0.078,-0.712,0.072,-0.694,0.235,0.000,0.025,0.011,10967,9551,44,-44,35,15.450,10869,9398,0
109188,0.042,0.068,-0.010,-0.000,0.000,0.000,-0.078,-0.711,0.073,-0.695,0.235,0.000,0.023,0.011,11062,9733,44,-44,35,15.450,10869,9398,0
109289,0.038,0.059,-0.290,-0.001,0.001,0.000,-0.079,-0.710,0.073,-0.696,0.235,0.000,0.020,0.010,11233,9871,43,-43,35,15.450,10869,9398,0
109387,0.037,0.055,-0.170,0.000,-0.000,-0.001,-0.079,-0.710,0.074,-0.696,0.235,0.000,0.018,0.009,11344,10058,43,-43,36,15.440,11235,9960,0
109489,0.051,0.064,0.210,0.000,-0.000,-0.000,-0.080,-0.711,0.073,-0.695,0.235,0.000,0.021,0.013,11376,10300,44,-44,36,15.440,11235,9960,0
109589,0.052,0.068,-0.010,0.000,-0.000,0.000,-0.080,-0.711,0.073,-0.694,0.235,0.000,0.023,0.013,11507,10374,44,-44,36,15.440,11235,9960,0
109688,0.048,0.069,0.010,-0.000,0.000,0.000,-0.080,-0.711,0.073,-0.694,0.235,0.000,0.023,0.012,11627,10417,44,-44,35,15.430,11467,10395,0
109787,0.037,0.067,-0.150,0.000,0.000,0.000,-0.079,-0.711,0.074,-0.695,0.235,0.000,0.022,0.009,11780,10491,44,-44,35,15.430,11467,10395,0
109889,0.038,0.067,-0.180,-0.000,0.000,-0.000,-0.079,-0.711,0.074,-0.695,0.235,0.000,0.022,0.010,11887,10696,44,-44,36,15.440,11820,10638,0
109989,0.041,0.070,-0.200,0.000,-0.000,0.000,-0.079,-0.711,0.073,-0.694,0.235,0.000,0.023,0.010,11978,10843,44,-44,36,15.440,11820,10638,0
110088,0.040,0.071,-0.010,-0.000,-0.000,0.000,-0.079,-0.712,0.074,-0.694,0.239,0.000,0.024,0.010,12067,10929,44,-44,36,15.440,11820,10638,0
110189,0.039,0.071,0.070,0.000,0.000,0.000,-0.079,-0.712,0.074,-0.694,0.239,0.000,0.024,0.010,12160,11030,44,-44,36,15.440,12224,10964,0
110288,0.043,0.065,0.040,-0.000,0.000,-0.000,-0.079,-0.711,0.073,-0.695,0.235,0.000,0.022,0.011,12226,11188,44,-44,36,15.440,12224,10964,0
110388,0.044,0.059,0.000,-0.000,0.001,0.000,-0.079,-0.710,0.073,-0.696,0.235,0.000,0.020,0.011,12350,11286,43,-43,36,15.440,12224,10964,0
110489,0.043,0.048,0.000,-0.000,0.001,-0.000,-0.079,-0.709,0.073,-0.697,0.239,0.000,0.016,0.011,12474,11436,42,-42,36,15.430,12468,11363,0
110587,0.048,0.048,-0.080,0.000,-0.000,-0.000,-0.080,-0.709,0.073,-0.697,0.231,0.000,0.016,0.012,12558,11596,43,-43,36,15.430,12468,11363,0
110687,0.048,0.050,-0.060,-0.000,-0.001,0.000,-0.080,-0.709,0.073,-0.697,0.231,0.000,0.017,0.012,12679,11694,43,-43,36,15.430,12468,11363,0
110787,0.048,0.053,-0.220,-0.000,-0.000,0.000,-0.080,-0.710,0.073,-0.696,0.231,0.000,0.018,0.012,12767,11805,43,-43,35,15.420,12690,11709,0
110887,0.041,0.049,-0.090,-0.000,0.000,0.000,-0.080,-0.709,0.074,-0.697,0.224,0.000,0.016,0.010,12900,11860,43,-43,35,15.420,12690,11709,0
110988,0.041,0.048,-0.060,-0.000,0.000,-0.000,-0.080,-0.709,0.074,-0.697,0.231,0.000,0.016,0.010,12975,11999,43,-43,36,15.420,12953,11961,0
111087,0.042,0.049,-0.050,0.000,-0.000,0.000,-0.080,-0.709,0.074,-0.697,0.227,0.000,0.016,0.010,13092,12135,43,-43,36,15.420,12953,11961,0
111189,0.036,0.054,0.040,0.000,-0.000,0.000,-0.079,-0.710,0.074,-0.696,0.227,0.000,0.018,0.009,13247,12230,43,-43,36,15.420,12953,11961,0
111345,0.036,0.064,0.010,0.000,-0.000,0.000,-0.079,-0.711,0.075,-0.695,0.227,0.000,0.021,0.009,13329,12368,44,-44,36,15.400,13227,12285,0
111578,0.026,0.061,-0.150,-0.000,0.000,0.000,-0.079,-0.710,0.076,-0.695,0.231,0.000,0.020,0.006,13609,12591,44,-44,36,15.410,13550,12437,0
111917,0.030,0.052,-0.380,-0.000,0.001,-0.000,-0.080,-0.709,0.076,-0.696,0.227,0.000,0.017,0.007,13921,12969,43,-43,36,15.390,13736,12437,0
112147,0.038,0.026,-0.090,0.000,0.000,0.000,-0.080,-0.706,0.074,-0.700,0.227,0.000,0.009,0.010,14066,13247,41,-41,36,15.400,14005,13020,0
112257,0.029,0.026,0.070,-0.000,-0.000,0.001,-0.079,-0.706,0.075,-0.700,0.227,0.000,0.009,0.007,14235,13275,42,-42,36,15.400,14005,13020,0
112261,0.029,0.026,0.070,-0.000,-0.000,0.001,-0.079,-0.706,0.075,-0.700,0.227,0.000,0.009,0.007,14255,13282,41,-42,36,15.380,14326,13192,0
112271,0.027,0.026,-0.070,-0.000,0.000,0.001,-0.079,-0.706,0.075,-0.700,0.227,0.000,0.009,0.007,14255,13282,41,-42,36,15.380,14326,13192,0
112282,0.026,0.025,0.000,-0.000,0.001,0.000,-0.079,-0.706,0.076,-0.700,0.227,0.000,0.008,0.006,14281,13300,41,-41,36,15.380,14326,13192,0
112295,0.025,0.023,0.200,-0.000,0.001,0.000,-0.079,-0.706,0.076,-0.700,0.227,0.000,0.008,0.006,14277,13294,41,-41,36,15.380,14326,13192,0
112299,0.025,0.023,0.200,-0.000,0.001,0.000,-0.079,-0.706,0.076,-0.700,0.227,0.000,0.008,0.006,14277,13294,41,-41,36,15.380,14326,13192,0
112306,0.024,0.022,0.190,-0.000,0.001,0.000,-0.079,-0.706,0.076,-0.700,0.227,0.000,0.007,0.006,14280,13293,41,-41,36,15.380,14326,13192,0
112388,0.023,0.012,-0.120,-0.000,0.001,-0.000,-0.079,-0.704,0.076,-0.701,0.227,0.000,0.004,0.006,14331,13398,40,-40,36,15.380,14326,13192,0
112488,0.030,-0.002,-0.190,-0.000,0.000,-0.001,-0.081,-0.703,0.075,-0.703,0.227,0.000,-0.001,0.007,14395,13586,39,-39,36,15.380,14326,13192,0
112588,0.029,0.002,-0.080,-0.000,-0.000,0.000,-0.081,-0.703,0.076,-0.702,0.227,0.000,0.001,0.007,14544,13681,40,-40,36,15.380,14492,13623,0
112688,0.028,0.005,0.020,-0.000,-0.000,0.000,-0.081,-0.704,0.076,-0.702,0.224,0.000,0.002,0.007,14631,13772,41,-41,36,15.380,14492,13623,0
112787,0.023,0.011,-0.150,0.000,-0.001,0.000,-0.080,-0.704,0.077,-0.701,0.227,0.000,0.004,0.006,14729,13814,41,-41,36,15.380,14492,13623,0
112888,0.026,0.016,-0.200,-0.000,-0.000,-0.000,-0.081,-0.705,0.077,-0.701,0.227,0.000,0.005,0.006,14778,13949,41,-41,37,15.370,14662,13774,0
112987,0.030,0.021,-0.040,0.000,-0.000,-0.000,-0.081,-0.706,0.076,-0.700,0.231,0.000,0.007,0.007,14796,14012,42,-42,37,15.370,14662,13774,0
113088,0.036,0.018,0.090,0.000,0.000,-0.000,-0.081,-0.705,0.076,-0.700,0.196,0.000,0.006,0.009,14843,14111,41,-41,36,15.370,14792,14124,0
113187,0.040,0.017,-0.290,0.000,0.000,0.000,-0.081,-0.705,0.075,-0.700,0.196,0.000,0.006,0.010,14975,14244,41,-41,36,15.370,14792,14124,0
113287,0.038,0.024,-0.140,-0.000,-0.001,0.000,-0.081,-0.706,0.075,-0.700,0.192,0.000,0.008,0.010,15077,14316,42,-42,36,15.360,15060,14367,0
113386,0.039,0.035,0.050,-0.000,-0.000,-0.000,-0.081,-0.707,0.075,-0.698,0.196,0.000,0.012,0.010,15095,14361,43,-43,36,15.360,15060,14367,0
113486,0.045,0.035,0.100,-0.000,0.000,-0.000,-0.082,-0.707,0.075,-0.698,0.192,0.000,0.012,0.011,15102,14457,42,-42,36,15.360,15060,14367,0
113588,0.054,0.034,-0.250,-0.000,-0.000,-0.000,-0.083,-0.707,0.074,-0.698,0.192,0.000,0.011,0.014,15174,14600,42,-42,36,15.370,15197,14450,0
113687,0.054,0.034,-0.280,-0.001,-0.000,-0.000,-0.083,-0.707,0.075,-0.698,0.192,0.000,0.011,0.014,15286,14677,42,-42,36,15.370,15197,14450,0
113787,0.048,0.035,0.490,0.000,-0.000,0.001,-0.083,-0.707,0.075,-0.698,0.192,0.000,0.012,0.012,15392,14692,42,-42,37,15.360,15337,14749,0
113888,0.044,0.030,-0.250,-0.000,0.000,-0.000,-0.083,-0.707,0.076,-0.699,0.192,0.000,0.010,0.011,15448,14776,42,-42,37,15.360,15337,14749,0
113987,0.045,0.033,0.210,0.000,0.000,-0.000,-0.083,-0.707,0.076,-0.698,0.196,0.000,0.011,0.011,15496,14862,42,-42,37,15.360,15337,14749,0
114087,0.048,0.034,-0.070,0.000,-0.000,0.000,-0.083,-0.707,0.075,-0.698,0.192,0.000,0.011,0.012,15559,14945,42,-42,37,15.360,15527,14880,0
114186,0.046,0.033,0.150,-0.000,0.000,-0.000,-0.083,-0.707,0.075,-0.698,0.192,0.000,0.011,0.012,15623,15001,42,-42,37,15.360,15527,14880,0
114287,0.050,0.031,-0.140,-0.000,0.000,-0.000,-0.083,-0.707,0.075,-0.699,0.192,0.000,0.010,0.012,15691,15129,42,-42,37,15.350,15625,15151,0
114387,0.046,0.030,0.060,0.000,0.000,0.000,-0.083,-0.707,0.075,-0.699,0.192,0.000,0.010,0.012,15808,15183,42,-42,37,15.350,15625,15151,0
114487,0.046,0.030,0.160,-0.000,0.000,-0.000,-0.082,-0.707,0.075,-0.699,0.192,0.000,0.010,0.011,15833,15235,42,-42,37,15.350,15625,15151,0
114587,0.044,0.031,-0.040,-0.000,-0.000,0.000,-0.082,-0.707,0.075,-0.699,0.192,0.000,0.010,0.011,15909,15300,42,-42,37,15.360,15873,15197,0
114687,0.042,0.032,-0.160,0.000,-0.000,0.000,-0.082,-0.707,0.076,-0.698,0.200,0.000,0.011,0.011,15988,15383,42,-42,37,15.360,15873,15197,0
114787,0.041,0.031,-0.050,-0.000,0.000,-0.000,-0.082,-0.707,0.076,-0.699,0.188,0.000,0.010,0.010,16022,15427,42,-42,37,15.340,15974,15432,0
114886,0.044,0.028,-0.160,0.000,0.000,-0.000,-0.082,-0.706,0.076,-0.699,0.188,0.000,0.009,0.011,16088,15525,42,-42,37,15.340,15974,15432,0
114987,0.047,0.024,0.110,-0.000,0.000,0.000,-0.083,-0.706,0.075,-0.699,0.149,0.000,0.008,0.012,16133,15614,41,-41,37,15.340,15974,15432,0
115087,0.047,0.017,0.040,-0.000,0.001,0.000,-0.083,-0.705,0.075,-0.700,0.118,0.000,0.006,0.012,16220,15688,41,-41,37,15.330,16077,15576,0
115187,0.049,0.015,0.080,-0.000,0.000,-0.000,-0.083,-0.705,0.075,-0.700,0.114,0.000,0.005,0.012,16220,15716,41,-41,37,15.330,16077,15576,0
