Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
73673,-1.011,0.661,-0.110,-0.050,2.034,0.030,-0.480,-0.328,0.709,-0.399,0.000,0.013,0,8445,45,-45,0,0.000,0.000,0,0,0,0,0
73773,-1.108,0.463,0.350,-0.063,-0.711,0.288,-0.501,-0.302,0.697,-0.414,0.000,0.014,0,8784,-58,54,0,0.000,0.000,0,0,0,0,0
73873,-1.202,0.550,0.550,-0.150,0.584,0.284,-0.480,-0.310,0.703,-0.424,0.000,0.017,0,8838,-2,4,0,0.000,0.000,0,0,0,0,0
73973,-1.269,0.456,0.670,-0.186,0.128,0.068,-0.482,-0.306,0.695,-0.437,0.000,0.017,0,7988,-21,23,0,0.000,0.000,0,0,0,0,0
74073,-1.199,0.379,0.410,0.190,0.378,-0.231,-0.486,-0.321,0.679,-0.448,0.000,0.014,0,6691,-21,0,0,0.000,0.000,305,305,0,0,0
74173,-1.119,0.239,0.380,-0.012,0.454,-0.109,-0.495,-0.334,0.655,-0.464,0.000,0.009,0,7557,-7,7,0,0.000,0.000,305,305,0,0,0
74273,-1.090,0.168,0.370,-0.086,0.049,-0.089,-0.500,-0.337,0.644,-0.471,0.000,0.007,0,7351,-19,19,0,0.000,0.000,305,305,0,0,0
74373,-1.071,0.162,0.250,-0.053,-0.097,-0.022,-0.498,-0.343,0.640,-0.474,0.000,0.006,0,7590,-24,19,0,0.000,0.000,305,305,0,0,0
74473,-1.016,0.187,0.220,-0.020,-0.339,0.060,-0.494,-0.355,0.636,-0.474,0.000,0.007,0,7588,-29,24,0,0.000,0.000,305,305,0,0,0
74573,-0.969,0.300,0.170,-0.052,-0.590,-0.007,-0.483,-0.370,0.643,-0.465,0.000,0.008,0,7140,-36,32,0,0.000,0.000,305,305,0,0,0
74673,-0.990,0.208,0.160,0.004,0.742,0.152,-0.491,-0.363,0.635,-0.474,0.000,0.007,0,8064,2,-8,0,0.000,0.000,305,305,0,0,0
74773,-1.018,0.262,0.610,0.018,-0.358,-0.084,-0.484,-0.364,0.641,-0.472,0.000,0.008,0,6832,-34,26,0,0.000,0.000,305,305,0,0,0
74873,-0.990,0.218,0.270,-0.029,0.051,-0.020,-0.490,-0.364,0.636,-0.473,0.000,0.007,0,7385,-20,17,0,0.000,0.000,305,305,0,0,0
