Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
66138,-0.059,0.003,-0.068,0.029,-0.648,0.199,-0.533,-0.456,0.541,-0.464,0.000,-0.000,0,3096,-14,8,0,0.000,0.000,0,0,0,0,0
66237,-0.089,0.182,-0.115,0.226,-0.897,0.014,-0.512,-0.472,0.555,-0.456,0.000,-0.001,193,0,-33,19,0,0.000,0.000,0,0,0,0,0
66337,-0.093,0.418,-0.162,-0.011,-0.129,-0.039,-0.486,-0.493,0.572,-0.440,0.000,-0.002,1156,0,0,3,0,0.000,0.000,305,0,0,0,0
66437,-0.019,0.150,-0.307,-0.002,1.549,-0.156,-0.516,-0.477,0.545,-0.456,0.000,-0.000,2876,0,45,-46,0,0.000,0.000,305,0,0,0,0
66537,-0.008,0.118,-0.348,-0.120,-0.840,0.064,-0.521,-0.474,0.543,-0.457,0.000,-0.000,0,2251,-30,36,0,0.000,0.000,305,0,0,0,0
66637,0.005,0.072,-0.284,0.000,0.747,-0.088,-0.528,-0.469,0.541,-0.457,0.000,0.000,2848,0,22,-26,0,0.000,0.000,305,305,0,0,0
66737,0.022,0.095,-0.245,-0.112,-0.258,0.036,-0.530,-0.469,0.546,-0.450,0.000,0.000,0,911,-6,10,0,0.000,0.000,305,305,0,0,0
66837,0.009,-0.007,-0.262,-0.100,0.663,0.002,-0.541,-0.457,0.539,-0.456,0.000,-0.000,1763,0,23,-20,0,0.000,0.000,305,305,0,0,0
66937,0.035,-0.119,-0.223,-0.112,0.173,-0.143,-0.555,-0.447,0.529,-0.461,0.000,-0.000,3692,0,8,-4,0,0.000,0.000,305,305,0,0,0
67037,0.072,-0.136,-0.212,0.047,-0.050,-0.067,-0.559,-0.448,0.526,-0.458,0.000,-0.001,2884,0,-1,-5,0,0.000,0.000,305,305,0,0,0
67137,0.092,-0.124,-0.189,0.039,-0.020,-0.012,-0.558,-0.452,0.525,-0.458,0.000,-0.001,2535,0,4,-6,0,0.000,0.000,305,305,0,0,0
