Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
94907,-0.595,-0.802,0.073,0.068,0.240,0.059,-0.712,-0.182,0.579,-0.353,0.000,0.015,0,5992,33,-34,0,0.000,0.000,0,0,0,0,0
95007,-0.626,-0.849,0.174,-0.044,-0.054,0.043,-0.715,-0.178,0.574,-0.359,0.000,0.017,0,6270,26,-18,0,0.000,0.000,0,0,0,0,0
95107,-0.562,-0.841,0.276,-0.009,0.091,-0.222,-0.717,-0.183,0.573,-0.353,0.000,0.016,0,4733,30,-26,0,0.000,0.000,305,305,0,0,0
95207,-0.518,-0.851,0.363,-0.197,-0.014,-0.091,-0.722,-0.182,0.572,-0.344,0.000,0.015,0,5776,33,-18,0,0.000,0.000,305,305,0,0,0
95307,-0.483,-0.878,0.562,-0.137,0.268,-0.126,-0.729,-0.179,0.569,-0.336,0.000,0.015,0,5415,41,-31,0,0.000,0.000,305,305,0,0,0
95407,-0.467,-0.927,0.734,0.008,0.057,-0.049,-0.734,-0.177,0.562,-0.336,0.000,0.015,0,5683,30,-29,0,0.000,0.000,305,305,0,0,0
95507,-0.425,-0.861,0.804,0.078,-0.210,0.090,-0.729,-0.186,0.569,-0.333,0.000,0.013,0,6186,21,-22,0,0.000,0.000,305,305,0,0,0
95607,-0.491,-0.834,0.690,-0.028,-0.126,0.196,-0.723,-0.182,0.574,-0.338,0.000,0.014,0,6745,28,-22,0,0.000,0.000,305,305,0,0,0
95708,-0.534,-0.770,0.478,0.214,-0.124,0.131,-0.713,-0.187,0.582,-0.344,0.000,0.014,0,6399,21,-30,0,0.000,0.000,305,305,0,0,0
95808,-0.523,-0.737,0.250,0.117,-0.052,0.129,-0.708,-0.194,0.584,-0.348,0.000,0.013,0,6472,27,-26,0,0.000,0.000,305,305,0,0,0
