Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
61786,-0.335,0.070,-0.053,-0.024,-0.114,-0.030,0.558,0.382,-0.605,0.421,0.000,-0.003,0,5056,-4,7,0,0.000,0.000,0,0,0,0,0
61886,-0.188,-0.004,-0.057,0.000,-0.166,-0.019,0.570,0.391,-0.588,0.419,0.000,-0.001,0,4322,-4,5,0,0.000,0.000,0,0,0,0,0
61986,-0.093,-0.028,-0.033,0.010,-0.112,-0.023,0.577,0.397,-0.581,0.414,0.000,-0.000,0,4048,-2,3,0,0.000,0.000,305,305,0,0,0
62086,-0.034,-0.052,-0.003,0.016,-0.097,0.046,0.582,0.400,-0.575,0.412,0.000,0.000,0,4240,-1,2,0,0.000,0.000,305,305,0,0,0
62186,-0.001,-0.069,0.003,-0.006,-0.114,0.058,0.585,0.402,-0.572,0.411,0.000,-0.000,0,4092,-1,3,0,0.000,0.000,305,305,0,0,0
62286,0.006,-0.059,-0.016,-0.014,-0.067,0.039,0.587,0.399,-0.575,0.406,0.000,0.000,0,3994,0,2,0,0.000,0.000,305,305,0,0,0
62386,0.013,-0.054,-0.027,-0.013,-0.029,-0.003,0.590,0.396,-0.578,0.402,0.000,-0.000,0,3671,1,2,0,0.000,0.000,305,305,0,0,0
62486,0.030,-0.069,-0.009,-0.020,-0.011,0.047,0.593,0.395,-0.577,0.399,0.000,-0.000,0,4008,2,1,0,0.000,0.000,305,305,0,0,0
62586,0.032,-0.078,-0.014,-0.016,-0.050,0.039,0.596,0.392,-0.577,0.398,0.000,-0.000,0,3902,1,2,0,0.000,0.000,305,305,0,0,0
62686,0.025,-0.078,-0.040,-0.002,-0.008,0.044,0.597,0.390,-0.579,0.396,0.000,-0.000,0,4018,1,0,0,0.000,0.000,305,305,0,0,0
62786,0.038,-0.088,-0.064,-0.069,0.049,0.011,0.600,0.387,-0.579,0.393,0.000,-0.000,0,3643,5,1,0,0.000,0.000,305,305,0,0,0
62886,0.043,-0.107,-0.007,-0.033,0.092,0.032,0.605,0.382,-0.580,0.389,0.000,-0.000,0,3859,5,-3,0,0.000,0.000,305,305,0,0,0
62987,0.009,-0.127,0.047,0.076,0.062,0.128,0.606,0.377,-0.580,0.392,0.000,-0.000,0,4745,2,-5,0,0.000,0.000,305,305,0,0,0
63087,-0.044,-0.140,0.013,0.031,0.003,0.139,0.605,0.373,-0.581,0.397,0.000,0.000,0,4836,2,-1,0,0.000,0.000,305,305,0,0,0
63187,-0.066,-0.144,0.001,0.036,0.017,-0.052,0.605,0.370,-0.582,0.398,0.000,0.000,0,3441,3,-3,0,0.000,0.000,305,305,0,0,0
63287,-0.027,-0.138,0.008,0.018,-0.018,-0.103,0.606,0.373,-0.581,0.395,0.000,0.000,0,3172,3,-1,0,0.000,0.000,305,305,0,0,0
63387,0.005,-0.139,0.029,0.007,-0.063,-0.016,0.607,0.376,-0.579,0.393,0.000,-0.000,0,3873,2,0,33,14.920,151.320,305,305,0,0,0
63487,-0.004,-0.127,0.062,-0.076,-0.090,0.119,0.607,0.375,-0.582,0.392,0.000,0.000,0,4870,3,4,33,14.920,151.320,305,305,0,0,0
63587,-0.048,-0.087,0.051,-0.014,-0.132,0.026,0.602,0.372,-0.589,0.390,0.000,0.000,0,4046,0,3,33,14.920,151.320,305,305,0,0,0
63687,-0.046,-0.068,-0.107,-0.092,0.192,-0.123,0.601,0.371,-0.592,0.387,0.000,0.000,0,2653,12,-5,33,14.920,151.320,305,305,0,0,0
63787,-0.010,-0.110,0.058,-0.016,-0.367,-0.197,0.609,0.368,-0.588,0.384,0.000,0.000,0,1473,-12,12,33,14.920,151.320,305,305,0,0,0
63887,0.018,-0.051,0.067,-0.031,0.107,0.084,0.606,0.373,-0.594,0.376,0.000,-0.000,0,4690,7,-5,32,14.920,151.320,305,305,0,0,0
63987,-0.014,-0.084,0.211,-0.114,0.161,-0.021,0.609,0.366,-0.593,0.379,0.000,0.000,0,3433,10,-2,32,14.920,151.320,305,305,0,0,0
64087,0.051,-0.166,0.148,-0.040,0.283,-0.224,0.621,0.364,-0.583,0.377,0.000,-0.000,1121,0,12,-9,33,14.920,151.320,305,305,0,0,0
64187,0.118,-0.222,0.067,-0.129,0.200,-0.006,0.631,0.363,-0.576,0.372,0.000,-0.001,0,3599,14,-5,33,14.920,151.320,305,305,0,0,0
64288,0.006,-0.332,0.260,-0.086,0.430,0.607,0.638,0.346,-0.570,0.385,0.000,-0.000,0,7364,21,-15,33,14.920,151.320,305,305,0,0,0
64388,-0.223,-0.420,0.342,-0.284,0.237,0.433,0.639,0.318,-0.574,0.402,0.000,0.003,0,6575,23,-5,33,14.920,151.320,305,305,0,0,0
64488,-0.343,-0.466,0.231,-0.276,0.102,0.117,0.644,0.295,-0.579,0.403,0.000,0.005,0,5450,19,-6,33,14.920,151.320,305,305,0,0,0
