Timestamp,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,q_ref,r_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4
125921,-0.020,0.001,0.013,0.000,0.715,-0.137,-0.677,-0.109,0.000,0.001,-0.047,-0.048,4960,3844,30,-30,0,0.000,0,0
126021,-0.420,-0.001,0.013,0.001,0.742,-0.135,-0.647,-0.112,0.000,0.004,-0.126,-0.055,5182,3846,51,-51,0,0.000,0,0
126121,-0.620,-0.002,-0.003,-0.004,0.749,-0.137,-0.636,-0.124,0.000,0.004,-0.153,-0.046,5389,4298,18,-18,0,0.000,0,0
126220,0.290,-0.002,-0.007,-0.005,0.735,-0.135,-0.650,-0.139,0.000,0.001,-0.118,-0.017,5237,4556,-20,20,0,0.000,305,305
126320,0.270,-0.002,-0.002,0.000,0.722,-0.139,-0.660,-0.151,0.000,0.000,-0.089,-0.001,5018,4377,-24,24,0,0.000,305,305
126421,-0.350,-0.001,0.001,0.002,0.717,-0.145,-0.664,-0.154,0.000,0.000,-0.076,-0.003,5137,4272,-11,11,0,0.000,305,305
126521,-0.120,-0.001,-0.004,0.001,0.717,-0.150,-0.664,-0.152,0.000,0.000,-0.074,-0.013,5327,4286,-11,11,0,0.000,305,305
126621,0.170,0.000,-0.000,0.001,0.711,-0.153,-0.669,-0.150,0.000,0.001,-0.057,-0.017,5333,4240,-15,15,0,0.000,305,305
126720,0.010,0.000,0.003,0.001,0.712,-0.153,-0.669,-0.149,0.000,0.001,-0.058,-0.019,5284,4132,-3,3,0,0.000,305,305
126820,-0.210,0.000,0.001,0.000,0.715,-0.152,-0.666,-0.148,0.000,0.001,-0.067,-0.022,5367,4214,-1,1,0,0.000,305,305
126920,-0.160,0.000,-0.001,-0.003,0.711,-0.148,-0.671,-0.151,0.000,0.000,-0.057,-0.009,5362,4469,-11,11,0,0.000,305,305
127021,0.170,0.000,-0.001,-0.002,0.708,-0.142,-0.674,-0.156,0.000,-0.000,-0.051,0.010,5221,4572,-10,10,40,15.620,305,305
127121,0.000,-0.000,-0.001,0.001,0.704,-0.140,-0.679,-0.156,0.000,-0.000,-0.039,0.015,5202,4494,-13,13,40,15.620,305,305
127220,-0.040,0.001,-0.001,0.000,0.700,-0.137,-0.683,-0.155,0.000,-0.000,-0.029,0.020,5178,4527,-18,19,40,15.620,305,305
127320,-0.060,0.001,-0.001,0.001,0.695,-0.133,-0.691,-0.150,0.000,-0.000,-0.011,0.022,5208,4550,-23,23,40,15.620,305,305
127420,-0.120,-0.001,-0.000,-0.000,0.691,-0.131,-0.696,-0.148,0.000,0.000,0.002,0.025,5228,4646,-22,22,40,15.620,305,305
127521,0.000,-0.000,-0.001,0.001,0.690,-0.130,-0.697,-0.146,0.000,0.000,0.006,0.023,5235,4614,-18,18,40,15.620,305,305
127620,-0.020,-0.000,0.000,-0.000,0.689,-0.125,-0.700,-0.140,0.000,0.000,0.012,0.024,5217,4634,-18,18,40,15.620,305,305
127720,0.000,0.000,0.000,0.000,0.688,-0.120,-0.703,-0.136,0.000,0.000,0.017,0.027,5165,4666,-19,19,40,15.620,305,305
