Timestamp,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,q_ref,r_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4
83352,0.280,0.003,-0.016,-0.002,0.327,0.604,-0.522,0.507,-0.200,-0.012,0.276,-0.133,7291,5732,-16,16,0,0.000,0,0
83451,0.040,0.002,-0.019,-0.004,0.295,0.638,-0.530,0.475,-0.200,-0.018,0.393,-0.123,7163,5714,-32,33,0,0.000,0,0
83551,0.700,0.001,-0.008,-0.003,0.275,0.664,-0.533,0.448,-0.200,-0.021,0.466,-0.109,6880,5490,-38,38,0,0.000,0,0
83651,0.940,0.001,-0.000,0.000,0.269,0.670,-0.532,0.442,-0.200,-0.022,0.480,-0.108,6527,4952,-36,37,0,0.000,0,0
83751,0.870,0.001,0.002,-0.001,0.273,0.670,-0.529,0.444,-0.200,-0.021,0.469,-0.103,6091,4421,-35,36,0,0.000,0,0
83851,0.480,0.003,0.019,0.000,0.285,0.658,-0.519,0.465,-0.200,-0.018,0.404,-0.106,5799,3872,-24,24,0,0.000,0,0
83951,0.120,0.004,0.028,0.002,0.311,0.627,-0.496,0.514,-0.200,-0.012,0.266,-0.121,5739,3451,-5,6,0,0.000,0,0
84051,0.010,0.006,0.026,0.004,0.335,0.583,-0.467,0.573,-0.200,-0.001,0.115,-0.143,5768,3047,9,-10,0,0.000,0,0
84151,-0.330,0.005,0.025,0.004,0.355,0.548,-0.440,0.616,-0.200,0.009,-0.026,-0.151,5745,3082,23,-24,0,0.000,0,0
84251,-0.270,0.005,0.023,0.005,0.372,0.505,-0.412,0.661,-0.200,0.022,-0.166,-0.168,5886,3007,36,-37,0,0.000,0,0
84351,-0.370,0.007,0.010,0.002,0.377,0.477,-0.389,0.693,-0.200,0.033,-0.253,-0.177,5897,3016,40,-42,0,0.000,0,0
84451,-0.310,0.004,-0.002,0.002,0.377,0.467,-0.368,0.711,-0.200,0.035,-0.298,-0.168,5850,3313,41,-42,0,0.000,0,0
84551,-0.490,0.002,-0.014,0.002,0.360,0.486,-0.375,0.703,-0.200,0.032,-0.243,-0.176,6019,3406,28,-29,0,0.000,0,0
84651,-0.350,0.002,-0.024,0.001,0.333,0.524,-0.392,0.679,-0.200,0.023,-0.134,-0.182,6089,3442,12,-13,0,0.000,0,0
84751,-0.440,0.007,-0.033,-0.000,0.290,0.583,-0.409,0.640,-0.200,0.009,0.029,-0.186,6212,3637,-9,9,0,0.000,0,0
84851,-0.050,0.010,-0.020,0.001,0.245,0.635,-0.416,0.603,-0.200,-0.005,0.155,-0.191,6231,3529,-18,19,0,0.000,0,0
84951,0.280,0.005,-0.017,0.003,0.207,0.664,-0.420,0.582,-0.200,-0.015,0.243,-0.217,6230,2995,-24,24,0,0.000,0,0
85051,0.350,-0.008,-0.006,0.001,0.195,0.677,-0.435,0.561,-0.200,-0.021,0.300,-0.222,5939,2549,-28,28,0,0.000,0,0
85151,0.290,-0.006,-0.008,-0.002,0.209,0.679,-0.451,0.540,-0.200,-0.023,0.336,-0.202,5521,2443,-32,33,0,0.000,0,0
85251,0.480,-0.008,-0.014,-0.001,0.207,0.695,-0.464,0.508,-0.200,-0.028,0.408,-0.181,5081,2000,-45,45,0,0.000,0,0
85351,0.470,-0.010,-0.002,-0.002,0.216,0.705,-0.479,0.477,-0.200,-0.029,0.466,-0.150,4518,1541,-48,49,0,0.000,0,0
85451,0.390,-0.005,0.018,-0.001,0.246,0.688,-0.480,0.485,-0.200,-0.022,0.419,-0.126,4106,243,-34,34,0,0.000,0,0
85551,0.010,-0.005,0.030,0.000,0.294,0.646,-0.468,0.527,-0.200,-0.011,0.274,-0.113,4004,0,-12,12,0,0.000,0,0
85651,0.160,-0.001,0.021,0.003,0.326,0.605,-0.452,0.569,-0.200,-0.004,0.140,-0.120,3945,0,-2,2,0,0.000,0,0
85751,-0.330,-0.001,0.024,0.002,0.352,0.567,-0.435,0.605,-0.200,0.004,0.021,-0.127,3969,0,10,-10,0,0.000,0,0
85851,-0.300,0.000,0.024,0.001,0.378,0.522,-0.414,0.643,-0.200,0.015,-0.126,-0.137,4097,0,24,-24,0,0.000,0,0
85951,-0.170,0.001,0.013,0.001,0.396,0.487,-0.394,0.671,-0.200,0.023,-0.218,-0.142,4144,0,29,-30,0,0.000,0,0
86051,-0.520,-0.001,-0.011,0.001,0.393,0.489,-0.398,0.670,-0.200,0.023,-0.207,-0.147,4298,0,16,-17,0,0.000,0,0
86151,-0.750,-0.003,-0.027,-0.000,0.370,0.526,-0.424,0.638,-0.200,0.015,-0.089,-0.151,4580,0,-6,5,0,0.000,0,0
86251,-0.690,-0.002,-0.033,-0.001,0.337,0.576,-0.456,0.589,-0.200,0.002,0.080,-0.149,4822,1233,-27,28,0,0.000,0,0
