Timestamp,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,q_ref,r_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4
83608,-0.700,0.021,0.016,0.007,-0.242,-0.592,0.284,-0.715,-0.200,0.011,-0.140,-0.119,4539,0,39,-39,0,0.000,0,0
83708,-0.190,0.021,0.006,0.009,-0.203,-0.577,0.253,-0.749,-0.200,0.019,-0.208,-0.143,4781,0,47,-47,0,0.000,0,0
83808,-0.050,0.021,0.006,0.009,-0.157,-0.573,0.225,-0.772,-0.200,0.024,-0.246,-0.165,4803,0,54,-54,0,0.000,0,0
83908,0.000,0.021,0.019,0.010,-0.117,-0.554,0.186,-0.803,-0.200,0.031,-0.325,-0.167,4602,0,76,-76,0,0.000,0,0
84008,0.340,0.016,0.018,0.009,-0.088,-0.507,0.156,-0.843,-0.200,0.042,-0.453,-0.168,4322,0,106,-107,0,0.000,0,0
84108,0.280,0.009,0.002,0.008,-0.060,-0.477,0.138,-0.866,-0.200,0.051,-0.530,-0.175,4147,0,117,-119,0,0.000,0,0
84208,-0.630,0.004,-0.027,0.003,-0.035,-0.511,0.135,-0.848,-0.200,0.047,-0.458,-0.188,4243,0,89,-90,0,0.000,0,0
84308,-1.200,0.001,-0.043,0.000,-0.016,-0.590,0.135,-0.796,-0.200,0.029,-0.272,-0.194,4705,0,42,-43,0,0.000,0,0
84408,-1.340,-0.001,-0.048,-0.002,-0.001,-0.686,0.135,-0.715,-0.200,0.004,-0.023,-0.191,5265,1590,-12,13,0,0.000,0,0
84508,-0.690,-0.001,-0.037,-0.001,0.005,-0.765,0.135,-0.630,-0.200,-0.017,0.208,-0.177,5550,2787,-56,57,0,0.000,0,0
84608,0.160,0.000,-0.025,0.001,0.012,-0.811,0.137,-0.569,-0.200,-0.030,0.360,-0.172,5532,2744,-80,81,0,0.000,0,0
84708,0.410,-0.004,-0.020,0.000,0.011,-0.839,0.148,-0.523,-0.200,-0.039,0.470,-0.169,5312,2328,-100,101,0,0.000,0,0
84808,0.200,-0.002,0.002,0.001,0.003,-0.853,0.159,-0.497,-0.200,-0.042,0.528,-0.158,4993,1813,-105,107,0,0.000,0,0
84908,0.080,-0.001,0.029,0.001,-0.010,-0.826,0.164,-0.539,-0.200,-0.033,0.431,-0.156,4831,1140,-73,74,0,0.000,0,0
85008,-0.500,0.002,0.045,-0.001,-0.032,-0.763,0.170,-0.623,-0.200,-0.016,0.224,-0.161,4942,1192,-21,22,0,0.000,0,0
85108,-0.570,0.005,0.039,0.001,-0.045,-0.686,0.161,-0.709,-0.200,0.003,-0.009,-0.166,5164,1702,26,-26,0,0.000,0,0
