Timestamp,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,q_ref,r_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4
65371,-0.490,0.001,0.005,-0.009,0.550,0.347,-0.528,0.546,-0.200,0.004,-0.203,-0.195,3079,0,56,-56,0,0.000,0,0
65470,0.110,0.002,0.007,-0.009,0.569,0.353,-0.506,0.544,-0.200,0.009,-0.244,-0.144,2669,0,71,-71,0,0.000,0,0
65570,-0.350,0.004,-0.020,-0.005,0.567,0.376,-0.504,0.532,-0.200,0.006,-0.199,-0.105,2555,0,0,0,0,0.000,0,0
65670,-0.620,0.000,-0.031,-0.003,0.531,0.421,-0.536,0.504,-0.200,-0.000,-0.054,-0.092,3084,0,-78,79,0,0.000,305,305
65770,-0.290,-0.000,-0.020,-0.003,0.497,0.458,-0.569,0.468,-0.200,-0.005,0.078,-0.075,3248,0,-88,88,0,0.000,305,305
65870,-0.030,-0.001,-0.001,-0.003,0.485,0.475,-0.581,0.450,-0.200,-0.006,0.124,-0.059,3051,0,-39,39,0,0.000,305,305
65970,0.050,-0.000,0.022,-0.001,0.512,0.459,-0.558,0.465,-0.200,-0.002,0.032,-0.047,2887,0,62,-61,0,0.000,305,305
66070,0.030,0.001,0.017,0.000,0.546,0.431,-0.524,0.492,-0.200,0.001,-0.079,-0.045,2820,0,90,-90,0,0.000,305,305
66170,0.040,-0.000,-0.001,0.002,0.555,0.419,-0.515,0.502,-0.200,0.002,-0.117,-0.053,2757,0,48,-48,0,0.000,305,305
66270,-0.470,-0.002,-0.022,-0.001,0.532,0.438,-0.541,0.483,-0.200,-0.000,-0.032,-0.056,2910,0,-48,48,0,0.000,305,305
66370,-0.070,-0.002,0.002,-0.001,0.519,0.452,-0.563,0.457,-0.200,-0.002,0.043,-0.045,2812,0,-24,25,0,0.000,305,305
66470,0.100,0.001,0.010,0.003,0.531,0.438,-0.552,0.471,-0.200,-0.001,-0.007,-0.055,2780,0,41,-41,39,15.970,305,305
