Timestamp,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,q_ref,r_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4
57725,-1.190,0.001,-0.043,-0.003,-0.362,-0.526,0.534,-0.555,-0.200,0.006,0.122,-0.211,6864,4454,-60,61,0,0.000,0,0
57824,0.040,-0.002,-0.005,-0.002,-0.324,-0.570,0.551,-0.516,-0.200,-0.010,0.259,-0.198,6817,4640,-89,90,0,0.000,0,0
57924,0.240,-0.003,0.023,-0.002,-0.350,-0.554,0.541,-0.527,-0.200,-0.005,0.200,-0.182,6511,4455,-49,49,0,0.000,0,0
58024,-0.890,-0.003,0.045,-0.003,-0.412,-0.500,0.505,-0.570,-0.200,0.011,0.011,-0.163,6569,4731,16,-17,0,0.000,305,305
58124,-0.060,0.001,0.027,-0.000,-0.464,-0.440,0.458,-0.617,-0.200,0.026,-0.195,-0.154,6626,4812,77,-78,0,0.000,305,305
58224,0.150,-0.001,0.000,0.000,-0.481,-0.415,0.437,-0.637,-0.200,0.033,-0.278,-0.155,6530,4555,91,-93,0,0.000,305,305
58324,-0.390,0.002,-0.022,0.001,-0.457,-0.445,0.458,-0.619,-0.200,0.026,-0.187,-0.159,6603,4546,49,-50,0,0.000,305,305
58424,-0.390,0.001,-0.025,0.000,-0.422,-0.489,0.490,-0.585,-0.200,0.014,-0.043,-0.159,6643,4619,1,-1,0,0.000,305,305
58524,0.180,0.002,-0.008,0.001,-0.396,-0.517,0.508,-0.564,-0.200,0.007,0.050,-0.163,6555,4424,-21,21,0,0.000,305,305
58624,0.400,-0.000,0.005,-0.000,-0.398,-0.513,0.504,-0.569,-0.200,0.008,0.034,-0.165,6331,4079,-7,7,0,0.000,305,305
58724,0.240,-0.002,0.009,-0.001,-0.411,-0.501,0.495,-0.579,-0.200,0.012,-0.009,-0.162,6089,3787,9,-10,34,16.210,305,305
58824,0.160,-0.002,0.007,0.000,-0.427,-0.485,0.487,-0.588,-0.200,0.015,-0.056,-0.159,5929,3546,24,-25,34,16.210,305,305
58924,0.210,0.001,-0.001,0.004,-0.430,-0.477,0.487,-0.592,-0.200,0.018,-0.071,-0.166,5891,3252,25,-26,34,16.200,305,305
59024,0.190,-0.000,-0.002,0.001,-0.417,-0.482,0.495,-0.591,-0.200,0.018,-0.048,-0.181,5810,2792,15,-16,34,16.200,305,305
59124,0.310,-0.000,-0.001,-0.001,-0.417,-0.485,0.494,-0.589,-0.200,0.017,-0.043,-0.178,5612,2649,15,-16,34,16.200,305,305
59224,-0.020,-0.003,0.002,-0.002,-0.418,-0.488,0.495,-0.585,-0.200,0.015,-0.036,-0.169,5384,2504,14,-15,34,16.210,305,305
59324,0.090,0.002,-0.006,-0.002,-0.424,-0.490,0.496,-0.578,-0.200,0.013,-0.028,-0.157,5208,2444,11,-11,34,16.210,305,305
59424,0.140,0.008,-0.015,0.003,-0.390,-0.518,0.505,-0.569,-0.200,0.008,0.047,-0.171,5269,1774,-18,18,34,16.210,305,305
59524,0.250,-0.003,0.003,-0.003,-0.383,-0.526,0.509,-0.564,-0.200,0.006,0.070,-0.172,5023,1239,-20,19,34,16.210,305,305
59624,0.490,0.004,0.001,-0.004,-0.395,-0.528,0.500,-0.562,-0.200,0.004,0.057,-0.144,4494,772,-13,13,34,16.210,305,305
59724,-0.190,0.004,-0.003,0.004,-0.385,-0.536,0.496,-0.564,-0.200,0.004,0.067,-0.146,4303,0,-18,18,34,16.210,305,305
59824,0.260,0.001,0.002,0.007,-0.378,-0.528,0.502,-0.572,-0.200,0.007,0.059,-0.174,4320,0,-15,14,34,16.220,305,305
59924,-0.270,0.001,0.004,0.003,-0.373,-0.520,0.502,-0.582,-0.200,0.011,0.043,-0.196,4355,0,-9,9,34,16.220,305,305
60024,0.280,-0.003,0.004,-0.005,-0.383,-0.518,0.498,-0.581,-0.200,0.010,0.032,-0.181,3977,0,-7,6,34,16.220,305,305
60124,0.080,-0.006,0.000,-0.004,-0.401,-0.515,0.496,-0.573,-0.200,0.008,0.021,-0.153,3539,0,-5,4,34,16.220,305,305
60224,0.040,-0.003,-0.002,-0.004,-0.414,-0.523,0.497,-0.555,-0.200,0.004,0.040,-0.118,3001,0,-13,12,34,16.210,305,305
60324,0.430,0.001,0.001,-0.005,-0.423,-0.528,0.493,-0.548,-0.200,0.002,0.042,-0.093,2596,0,-11,11,34,16.210,305,305
60424,-0.130,0.002,0.004,-0.004,-0.428,-0.531,0.486,-0.547,-0.200,0.001,0.035,-0.076,2554,0,-8,8,34,16.200,305,305
60524,-0.110,0.001,0.003,0.000,-0.436,-0.528,0.481,-0.548,-0.200,0.001,0.020,-0.067,2628,0,-2,2,34,16.200,305,305
