Timestamp,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,q_ref,r_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4
50609,-0.050,0.000,0.008,0.001,0.645,0.379,-0.494,0.443,-0.200,-0.007,-0.225,0.050,1466,0,47,-47,0,0.000,0,0
50709,0.060,-0.000,0.005,0.001,0.652,0.369,-0.484,0.451,-0.200,-0.007,-0.260,0.044,1370,0,54,-54,0,0.000,0,0
50809,0.020,-0.001,-0.010,0.000,0.647,0.372,-0.491,0.449,-0.200,-0.006,-0.243,0.041,1370,0,46,-45,0,0.000,0,0
50909,-0.180,-0.001,-0.020,0.000,0.626,0.390,-0.520,0.431,-0.200,-0.004,-0.155,0.040,1389,0,24,-24,0,0.000,0,0
51009,0.030,0.002,-0.014,0.001,0.600,0.409,-0.550,0.412,-0.200,-0.002,-0.061,0.037,1339,0,6,-6,0,0.000,0,0
51109,0.010,-0.000,-0.006,-0.001,0.585,0.421,-0.567,0.400,-0.200,-0.001,-0.004,0.039,1446,0,-1,1,0,0.000,0,0
51209,-0.190,0.000,-0.008,-0.001,0.572,0.431,-0.580,0.387,-0.200,0.000,0.045,0.045,1612,0,-11,11,0,0.000,0,0
51309,-0.250,-0.001,-0.011,-0.001,0.556,0.444,-0.597,0.370,-0.200,0.002,0.112,0.053,1810,0,-26,26,0,0.000,0,0
51409,-0.320,-0.001,-0.012,-0.001,0.542,0.455,-0.612,0.354,-0.200,0.004,0.162,0.060,1879,0,-38,38,0,0.000,0,0
51509,-0.310,-0.002,-0.010,-0.001,0.530,0.461,-0.625,0.341,-0.200,0.005,0.208,0.063,1906,0,-48,47,0,0.000,0,0
51609,-0.410,-0.001,-0.009,0.000,0.523,0.464,-0.633,0.331,-0.200,0.006,0.235,0.066,1992,0,-54,53,0,0.000,0,0
51709,-0.350,-0.002,-0.001,0.000,0.519,0.465,-0.641,0.323,-0.200,0.007,0.255,0.068,2226,0,-57,57,0,0.000,0,0
51809,-0.350,-0.002,0.001,0.001,0.519,0.460,-0.646,0.318,-0.200,0.007,0.262,0.066,2375,0,-60,59,0,0.000,0,0
