Timestamp,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,q_ref,r_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4
76088,1.290,-0.001,-0.007,0.001,0.592,-0.022,-0.805,-0.028,-0.200,0.003,0.302,0.018,0,2420,-104,104,0,0.000,0,0
76187,-0.040,0.002,0.020,0.004,0.614,-0.016,-0.789,-0.019,-0.200,0.001,0.248,0.011,0,2260,-31,31,0,0.000,0,0
76287,0.200,-0.002,-0.009,0.004,0.634,-0.019,-0.773,-0.002,-0.200,-0.002,0.197,-0.021,0,1618,-63,63,0,0.000,0,0
76387,-0.040,0.001,-0.011,0.003,0.605,-0.021,-0.796,0.007,-0.200,-0.005,0.271,-0.035,0,1589,-118,118,0,0.000,305,305
76487,0.540,-0.001,-0.007,0.000,0.586,-0.022,-0.810,0.013,-0.200,-0.008,0.317,-0.047,0,1325,-120,120,0,0.000,305,305
76587,0.400,-0.001,0.001,-0.003,0.581,-0.021,-0.813,0.008,-0.200,-0.006,0.328,-0.037,0,1698,-98,98,0,0.000,305,305
76687,0.320,0.003,-0.000,-0.001,0.586,-0.011,-0.810,0.011,-0.200,-0.005,0.317,-0.030,0,1783,-91,91,0,0.000,305,305
76787,0.810,0.004,-0.005,0.005,0.575,-0.008,-0.818,0.026,-0.200,-0.009,0.344,-0.056,0,645,-119,119,0,0.000,305,305
76887,0.260,0.004,0.002,0.004,0.575,-0.014,-0.817,0.042,-0.200,-0.015,0.342,-0.084,1292,0,-104,105,0,0.000,305,305
76987,0.130,0.003,0.005,0.000,0.585,-0.012,-0.809,0.054,-0.200,-0.016,0.314,-0.099,1522,0,-85,86,0,0.000,305,305
77087,0.180,0.002,0.002,-0.008,0.598,-0.001,-0.800,0.054,-0.200,-0.012,0.282,-0.086,899,0,-78,78,35,15.740,305,305
77187,0.310,0.002,0.002,-0.010,0.607,0.022,-0.794,0.042,-0.200,-0.005,0.263,-0.034,0,1704,-87,87,35,15.740,305,305
77287,-0.050,0.003,-0.001,-0.011,0.612,0.046,-0.789,0.029,-0.200,0.001,0.252,0.010,0,2310,-92,92,35,15.740,305,305
77387,-0.170,0.004,-0.005,-0.013,0.617,0.071,-0.783,0.015,-0.200,0.008,0.239,0.064,0,2897,-102,102,35,15.730,305,305
77487,-0.030,-0.000,-0.007,-0.019,0.602,0.103,-0.792,-0.016,-0.200,0.020,0.280,0.148,0,3735,-136,135,35,15.730,305,305
77587,0.020,-0.004,-0.000,-0.019,0.595,0.136,-0.791,-0.053,-0.200,0.034,0.295,0.243,0,4461,-125,123,35,15.730,305,305
77687,0.380,-0.004,0.002,-0.019,0.593,0.167,-0.782,-0.096,-0.200,0.047,0.290,0.344,0,5061,-116,114,35,15.730,305,305
77787,0.820,0.000,0.004,-0.013,0.595,0.196,-0.769,-0.126,-0.200,0.054,0.275,0.424,0,5281,-109,107,35,15.730,305,305
77887,0.260,-0.002,0.008,-0.009,0.606,0.218,-0.751,-0.144,-0.200,0.051,0.239,0.478,0,5352,-91,89,35,15.730,305,305
77987,-0.160,-0.000,0.007,-0.006,0.619,0.233,-0.735,-0.153,-0.200,0.044,0.201,0.511,0,5344,-85,84,35,15.740,305,305
78087,-0.190,-0.001,0.002,-0.004,0.625,0.243,-0.725,-0.158,-0.200,0.039,0.181,0.531,0,5325,-97,96,35,15.740,305,305
78187,-0.280,-0.000,0.000,-0.005,0.631,0.250,-0.715,-0.168,-0.200,0.034,0.158,0.555,0,5398,-94,93,35,15.740,305,305
78287,-0.660,0.005,0.004,0.001,0.632,0.255,-0.712,-0.168,-0.200,0.034,0.156,0.561,0,5476,-105,104,35,15.740,305,305
78387,-0.160,0.003,-0.003,-0.002,0.630,0.261,-0.714,-0.157,-0.200,0.035,0.167,0.553,0,5473,-121,120,35,15.740,305,305
78487,-0.100,0.000,-0.002,-0.003,0.621,0.263,-0.719,-0.167,-0.200,0.041,0.187,0.564,0,5535,-128,127,35,15.740,305,305
78587,-0.150,-0.001,0.003,0.003,0.623,0.258,-0.718,-0.172,-0.200,0.040,0.178,0.568,0,5538,-111,110,35,15.740,305,305
78687,-0.080,0.007,0.003,0.007,0.627,0.255,-0.719,-0.155,-0.200,0.037,0.177,0.541,0,5341,-119,118,36,15.740,305,305
78787,-0.230,-0.004,0.001,0.006,0.630,0.247,-0.723,-0.141,-0.200,0.035,0.177,0.513,0,5173,-118,117,36,15.740,305,305
78887,0.740,0.006,0.006,0.006,0.638,0.233,-0.723,-0.130,-0.200,0.030,0.162,0.483,0,4729,-109,109,36,15.750,305,305
78987,0.570,0.001,0.001,0.005,0.640,0.227,-0.726,-0.110,-0.200,0.029,0.165,0.450,0,4571,-121,120,36,15.750,305,305
79087,-0.210,0.001,0.000,0.005,0.642,0.218,-0.727,-0.111,-0.200,0.027,0.157,0.440,0,4610,-118,117,35,15.750,305,305
79187,-0.530,-0.001,0.003,0.010,0.646,0.198,-0.731,-0.100,-0.200,0.025,0.152,0.401,0,4436,-116,115,35,15.750,305,305
79287,-0.290,0.003,0.007,0.014,0.661,0.172,-0.727,-0.073,-0.200,0.016,0.118,0.334,0,3975,-96,96,35,15.750,305,305
79387,-0.040,0.001,0.008,0.012,0.678,0.154,-0.718,-0.043,-0.200,0.008,0.079,0.270,0,3527,-82,81,35,15.750,305,305
79487,-0.530,-0.004,0.006,0.010,0.694,0.132,-0.708,-0.023,-0.200,0.002,0.036,0.215,0,3425,-77,77,35,15.740,305,305
79587,-0.100,0.001,0.002,0.011,0.705,0.108,-0.701,-0.005,-0.200,-0.001,0.005,0.160,0,3070,-82,82,35,15.740,305,305
79687,0.570,-0.000,-0.003,0.007,0.705,0.090,-0.703,0.013,-0.200,-0.000,0.006,0.108,0,2368,-102,102,36,15.740,305,305
79787,0.130,0.001,-0.007,-0.001,0.692,0.085,-0.717,0.017,-0.200,0.002,0.042,0.093,0,2630,-130,130,36,15.740,305,305
79887,0.150,-0.001,-0.001,-0.005,0.684,0.092,-0.723,0.008,-0.200,0.003,0.064,0.115,0,3157,-122,122,36,15.740,305,305
79987,-0.160,-0.000,0.004,-0.000,0.688,0.096,-0.720,0.003,-0.200,0.003,0.054,0.128,0,3267,-102,102,36,15.740,305,305
80087,-0.310,0.003,0.001,0.004,0.696,0.096,-0.712,0.005,-0.200,0.001,0.032,0.126,0,3217,-88,88,36,15.740,305,305
80187,-0.360,0.002,0.000,0.003,0.696,0.087,-0.712,0.009,-0.200,0.001,0.030,0.108,0,3075,-102,102,36,15.740,305,305
80287,0.220,-0.002,0.001,-0.001,0.695,0.085,-0.714,0.007,-0.200,0.001,0.035,0.108,0,3028,-105,105,36,15.740,305,305
80387,0.330,0.002,0.005,0.001,0.700,0.084,-0.709,0.007,-0.200,0.001,0.019,0.108,0,3030,-92,91,36,15.740,305,305
