Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
80368,-0.039,-0.237,-0.006,-0.007,0.002,0.002,0.519,0.473,-0.466,0.538,-0.200,0.001,3955,0,-4,4,33,16.550,305,305,0,0,0
80468,-0.035,-0.236,-0.014,0.011,-0.023,-0.001,0.519,0.474,-0.466,0.538,-0.200,0.001,3800,0,-3,3,33,16.550,305,305,0,0,0
80568,-0.026,-0.226,-0.006,0.006,-0.058,-0.016,0.519,0.476,-0.466,0.536,-0.200,0.000,3627,0,-3,3,33,16.560,305,305,0,0,0
80668,-0.018,-0.221,0.010,0.002,-0.006,0.003,0.519,0.477,-0.466,0.535,-0.200,0.000,3666,0,-4,4,33,16.560,305,305,0,0,0
80768,-0.015,-0.222,0.009,-0.001,0.001,0.006,0.519,0.477,-0.466,0.535,-0.200,0.000,3690,0,-4,4,33,16.550,305,305,0,0,0
80868,-0.012,-0.222,0.005,-0.011,0.010,0.001,0.519,0.477,-0.466,0.535,-0.200,0.000,3641,0,-4,4,33,16.550,305,305,0,0,0
80968,-0.011,-0.222,-0.003,-0.006,0.010,0.008,0.519,0.477,-0.466,0.535,-0.200,0.000,3695,0,-4,4,33,16.530,305,305,0,0,0
81068,-0.010,-0.222,-0.004,-0.007,0.002,0.002,0.519,0.477,-0.466,0.535,-0.200,0.000,3642,0,-4,4,33,16.530,305,305,0,0,0
81168,-0.008,-0.221,-0.004,0.006,0.004,0.003,0.519,0.477,-0.466,0.534,-0.200,0.000,3684,0,-4,5,33,16.550,305,305,0,0,0
81268,-0.009,-0.222,-0.003,-0.008,0.013,0.011,0.519,0.477,-0.466,0.534,-0.200,0.000,3699,0,-4,4,33,16.550,305,305,0,0,0
81368,-0.008,-0.223,-0.020,-0.001,0.011,-0.008,0.520,0.477,-0.466,0.534,-0.200,0.000,3513,0,-4,5,33,16.550,305,305,0,0,0
81468,-0.004,-0.222,-0.034,-0.016,-0.032,-0.007,0.520,0.477,-0.466,0.534,-0.200,0.000,3597,0,-4,3,33,16.550,305,305,0,0,0
81568,-0.006,-0.215,-0.023,0.007,-0.027,0.010,0.519,0.478,-0.467,0.533,-0.200,0.000,3701,0,-3,4,33,16.540,305,305,0,0,0
81668,-0.006,-0.215,-0.014,0.008,0.000,-0.002,0.519,0.478,-0.467,0.533,-0.200,0.000,3648,0,-4,4,33,16.540,305,305,0,0,0
81768,-0.006,-0.214,-0.008,0.002,0.009,-0.003,0.519,0.478,-0.467,0.533,-0.200,0.000,3560,0,-4,5,33,16.540,305,305,0,0,0
81868,-0.006,-0.216,-0.008,-0.002,0.027,-0.002,0.519,0.478,-0.466,0.534,-0.200,0.000,3585,0,-5,5,33,16.540,305,305,0,0,0
81968,-0.006,-0.217,-0.009,-0.003,-0.002,-0.007,0.519,0.478,-0.466,0.534,-0.200,0.000,3538,0,-4,4,33,16.540,305,305,0,0,0
82068,-0.006,-0.217,-0.016,0.007,-0.004,-0.007,0.519,0.478,-0.466,0.534,-0.200,0.000,3520,0,-4,4,34,16.540,305,305,0,0,0
82168,-0.003,-0.214,-0.013,0.007,-0.019,-0.011,0.519,0.479,-0.466,0.533,-0.200,0.000,3454,0,-4,4,34,16.540,305,305,0,0,0
82268,0.000,-0.212,-0.000,0.039,-0.008,-0.009,0.518,0.479,-0.466,0.533,-0.200,-0.000,3435,0,-3,5,33,16.540,305,305,0,0,0
82368,-0.000,-0.213,0.004,0.046,0.024,0.026,0.517,0.480,-0.465,0.534,-0.200,0.000,3917,0,-4,6,33,16.540,305,305,0,0,0
82468,-0.007,-0.212,-0.001,-0.008,-0.007,-0.001,0.517,0.480,-0.465,0.535,-0.200,0.000,3576,0,-5,5,33,16.540,305,305,0,0,0
82568,-0.003,-0.216,-0.015,-0.012,0.011,-0.027,0.517,0.480,-0.465,0.535,-0.200,0.000,3193,0,-5,4,33,16.540,305,305,0,0,0
82668,0.009,-0.215,-0.018,-0.017,-0.020,-0.029,0.519,0.480,-0.465,0.533,-0.200,-0.000,3120,0,-4,4,34,16.540,305,305,0,0,0
82768,0.012,-0.214,-0.013,-0.011,-0.002,0.001,0.519,0.480,-0.465,0.533,-0.200,-0.000,3440,0,-4,5,34,16.540,305,305,0,0,0
82868,0.013,-0.213,-0.011,0.018,0.003,0.003,0.519,0.480,-0.465,0.533,-0.200,-0.000,3380,0,-5,5,34,16.560,305,305,0,0,0
82968,0.012,-0.213,-0.006,0.018,-0.007,0.004,0.518,0.481,-0.465,0.533,-0.200,-0.000,3391,0,-4,5,34,16.560,305,305,0,0,0
83068,0.012,-0.213,-0.004,0.013,0.011,0.008,0.518,0.481,-0.464,0.533,-0.200,-0.000,3500,0,-5,5,34,16.540,305,305,0,0,0
83168,0.010,-0.213,-0.012,-0.008,-0.003,0.002,0.518,0.481,-0.465,0.533,-0.200,-0.000,3383,0,-5,5,34,16.540,305,305,0,0,0
83268,0.015,-0.212,-0.022,-0.004,-0.020,-0.024,0.519,0.481,-0.465,0.533,-0.200,-0.000,3074,0,-4,4,34,16.540,305,305,0,0,0
83368,0.019,-0.210,0.002,-0.001,-0.004,0.003,0.519,0.481,-0.465,0.532,-0.200,-0.000,3299,0,-5,5,34,16.540,305,305,0,0,0
83468,0.019,-0.213,0.004,-0.003,0.021,-0.001,0.519,0.481,-0.464,0.533,-0.200,-0.000,3231,0,-5,5,34,16.530,305,305,0,0,0
83568,0.018,-0.214,-0.004,0.006,0.002,0.004,0.519,0.481,-0.464,0.533,-0.200,-0.000,3349,0,-5,5,34,16.530,305,305,0,0,0
83668,0.017,-0.214,-0.006,-0.007,-0.003,0.011,0.519,0.481,-0.464,0.533,-0.200,-0.000,3463,0,-5,4,34,16.550,305,305,0,0,0
83768,0.012,-0.214,-0.006,0.001,-0.001,0.007,0.519,0.480,-0.465,0.533,-0.200,-0.000,3363,0,-5,5,34,16.550,305,305,0,0,0
83868,0.016,-0.213,-0.005,-0.003,0.016,-0.013,0.519,0.481,-0.465,0.533,-0.200,-0.000,3133,0,-6,6,34,16.550,305,305,0,0,0
83968,0.016,-0.214,-0.005,0.010,0.018,0.007,0.519,0.480,-0.464,0.533,-0.200,-0.000,3370,0,-5,6,34,16.550,305,305,0,0,0
84068,0.014,-0.215,-0.004,0.000,0.003,0.011,0.519,0.480,-0.464,0.533,-0.200,-0.000,3459,0,-5,5,34,16.550,305,305,0,0,0
84168,0.012,-0.215,-0.012,0.000,-0.008,0.003,0.519,0.480,-0.465,0.533,-0.200,-0.000,3313,0,-5,5,33,16.540,305,305,0,0,0
84268,0.012,-0.213,-0.019,0.000,-0.030,-0.004,0.519,0.480,-0.465,0.533,-0.200,-0.000,3223,0,-5,5,33,16.540,305,305,0,0,0
84368,0.012,-0.212,-0.010,0.014,-0.017,-0.009,0.519,0.481,-0.465,0.533,-0.200,-0.000,3214,0,-5,5,34,16.540,305,305,0,0,0
84468,0.012,-0.211,-0.005,0.004,0.010,-0.010,0.518,0.481,-0.465,0.533,-0.200,-0.000,3153,0,-6,6,34,16.540,305,305,0,0,0
84568,0.020,-0.211,-0.007,0.002,0.004,-0.011,0.519,0.481,-0.465,0.532,-0.200,-0.000,3143,0,-5,6,33,16.540,305,305,0,0,0
84668,0.020,-0.211,-0.010,-0.002,-0.008,0.012,0.519,0.481,-0.465,0.532,-0.200,-0.000,3330,0,-5,5,33,16.540,305,305,0,0,0
84768,0.018,-0.211,-0.009,0.004,0.004,-0.001,0.519,0.481,-0.465,0.532,-0.200,-0.000,3249,0,-5,6,33,16.550,305,305,0,0,0
84868,0.021,-0.211,-0.006,-0.003,0.014,-0.006,0.519,0.481,-0.464,0.532,-0.200,-0.000,3088,0,-6,6,33,16.550,305,305,0,0,0
84968,0.022,-0.213,-0.005,0.004,0.020,0.000,0.519,0.481,-0.464,0.532,-0.200,-0.000,3177,0,-6,6,34,16.530,305,305,0,0,0
85068,0.021,-0.213,-0.006,0.000,0.003,0.018,0.519,0.481,-0.464,0.532,-0.200,-0.000,3348,0,-5,6,34,16.530,305,305,0,0,0
85168,0.021,-0.214,-0.011,0.004,-0.007,-0.010,0.519,0.481,-0.464,0.533,-0.200,-0.000,3064,0,-5,6,33,16.540,305,305,0,0,0
85268,0.022,-0.213,-0.001,0.003,0.004,0.006,0.519,0.481,-0.464,0.532,-0.200,-0.000,3229,0,-5,6,33,16.540,305,305,0,0,0
85368,0.023,-0.214,-0.006,0.003,0.010,0.002,0.519,0.481,-0.464,0.533,-0.200,-0.000,3103,0,-6,6,34,16.530,305,305,0,0,0
85468,0.024,-0.214,-0.010,-0.002,-0.003,-0.009,0.519,0.481,-0.464,0.532,-0.200,-0.000,3023,0,-6,6,34,16.530,305,305,0,0,0
85568,0.027,-0.214,-0.011,0.002,-0.001,-0.008,0.520,0.481,-0.464,0.532,-0.200,-0.000,2942,0,-5,6,33,16.530,305,305,0,0,0
85668,0.026,-0.214,-0.009,-0.007,-0.007,-0.007,0.520,0.481,-0.464,0.532,-0.200,-0.000,2951,0,-6,6,33,16.530,305,305,0,0,0
85768,0.027,-0.213,-0.009,0.000,0.002,0.004,0.520,0.481,-0.464,0.532,-0.200,-0.000,3100,0,-6,6,33,16.530,305,305,0,0,0
85868,0.027,-0.212,-0.010,0.004,-0.001,-0.004,0.519,0.482,-0.464,0.532,-0.200,-0.000,2942,0,-6,6,33,16.540,305,305,0,0,0
85968,0.027,-0.211,-0.007,0.002,0.009,0.002,0.519,0.482,-0.464,0.532,-0.200,-0.000,3047,0,-6,6,33,16.540,305,305,0,0,0
86068,0.027,-0.211,-0.002,-0.003,0.036,-0.013,0.519,0.482,-0.464,0.532,-0.200,-0.000,2818,0,-7,7,34,16.540,305,305,0,0,0
86168,0.030,-0.215,-0.001,-0.004,0.010,-0.003,0.520,0.482,-0.463,0.532,-0.200,-0.000,2921,0,-6,6,34,16.540,305,305,0,0,0
86268,0.030,-0.216,0.002,0.002,0.009,0.001,0.520,0.481,-0.463,0.532,-0.200,-0.000,2956,0,-6,6,34,16.540,305,305,0,0,0
86368,0.030,-0.219,-0.004,0.000,0.003,0.008,0.520,0.481,-0.463,0.533,-0.200,-0.000,3013,0,-6,6,34,16.540,305,305,0,0,0
86468,0.030,-0.219,-0.005,-0.004,-0.004,0.001,0.520,0.481,-0.463,0.533,-0.200,-0.000,2986,0,-6,6,33,16.540,305,305,0,0,0
86568,0.030,-0.219,-0.007,-0.003,0.001,-0.004,0.520,0.481,-0.463,0.533,-0.200,-0.000,2847,0,-6,6,33,16.540,305,305,0,0,0
86668,0.030,-0.219,-0.011,-0.004,-0.006,0.001,0.521,0.481,-0.463,0.533,-0.200,-0.000,2937,0,-6,6,33,16.540,305,305,0,0,0
86768,0.030,-0.219,-0.008,-0.007,0.001,-0.003,0.521,0.481,-0.463,0.533,-0.200,-0.000,2917,0,-6,6,33,16.530,305,305,0,0,0
86868,0.030,-0.219,-0.006,0.000,0.008,0.001,0.521,0.481,-0.463,0.533,-0.200,-0.000,2907,0,-7,7,33,16.530,305,305,0,0,0
86968,0.030,-0.220,-0.012,0.003,-0.002,0.003,0.521,0.481,-0.463,0.533,-0.200,-0.000,2916,0,-6,7,34,16.540,305,305,0,0,0
87068,0.030,-0.220,-0.017,-0.001,0.013,0.003,0.521,0.481,-0.463,0.533,-0.200,-0.000,2903,0,-7,7,34,16.540,305,305,0,0,0
87168,0.030,-0.225,-0.016,-0.003,0.059,-0.001,0.521,0.480,-0.462,0.534,-0.200,-0.000,2846,0,-8,8,34,16.540,305,305,0,0,0
87268,0.031,-0.234,-0.018,0.001,0.080,-0.013,0.522,0.479,-0.461,0.535,-0.200,-0.000,2668,0,-9,8,34,16.540,305,305,0,0,0
87368,0.032,-0.253,-0.002,0.009,0.129,0.002,0.524,0.477,-0.458,0.537,-0.200,-0.000,2810,0,-10,11,33,16.540,305,305,0,0,0
87468,0.035,-0.284,0.003,0.006,0.320,-0.003,0.528,0.473,-0.454,0.541,-0.200,-0.001,2800,0,-15,16,33,16.540,305,305,0,0,0
87568,0.036,-0.352,-0.000,-0.013,0.376,-0.004,0.536,0.464,-0.444,0.549,-0.200,-0.001,2685,0,-15,14,33,16.540,305,305,0,0,0
87668,0.030,-0.401,-0.019,0.006,0.072,0.030,0.541,0.456,-0.438,0.554,-0.200,-0.001,3185,0,-9,9,33,16.530,305,305,0,0,0
87768,0.024,-0.411,-0.051,-0.007,0.000,-0.006,0.541,0.455,-0.437,0.556,-0.200,-0.001,2804,0,-9,9,33,16.530,305,305,0,0,0
87868,0.025,-0.413,-0.064,-0.003,0.013,-0.012,0.542,0.454,-0.437,0.556,-0.200,-0.001,2726,0,-10,10,34,16.540,305,305,0,0,0
87968,0.027,-0.414,-0.065,-0.004,-0.019,-0.001,0.542,0.454,-0.437,0.556,-0.200,-0.001,2809,0,-10,10,34,16.540,305,305,0,0,0
88068,0.028,-0.413,-0.062,-0.002,0.027,-0.001,0.542,0.455,-0.437,0.556,-0.200,-0.001,2771,0,-11,11,34,16.540,305,305,0,0,0
88168,0.027,-0.412,-0.065,-0.008,0.004,-0.002,0.542,0.454,-0.437,0.556,-0.200,-0.001,2762,0,-11,11,34,16.540,305,305,0,0,0
88268,0.027,-0.412,-0.063,0.003,-0.049,0.002,0.542,0.454,-0.437,0.556,-0.200,-0.001,2822,0,-8,9,33,16.510,305,305,0,0,0
88368,0.029,-0.390,-0.083,0.011,-0.428,-0.017,0.540,0.458,-0.440,0.553,-0.200,-0.001,2563,0,5,-3,33,16.510,305,305,0,0,0
88468,0.045,-0.222,-0.152,0.036,-1.223,-0.050,0.521,0.482,-0.461,0.533,-0.200,-0.001,1535,0,18,-17,33,16.510,305,305,0,0,0
88568,0.060,-0.012,-0.165,0.046,-1.014,0.011,0.497,0.513,-0.488,0.504,-0.200,0.000,2520,0,13,-11,33,16.510,305,305,0,0,0
88668,0.055,0.153,-0.124,-0.002,-0.701,-0.014,0.475,0.532,-0.506,0.486,-0.200,0.001,1971,0,7,-8,33,16.510,305,305,0,0,0
88768,0.060,0.274,-0.083,0.050,-0.570,0.009,0.460,0.547,-0.519,0.469,-0.200,0.001,2357,0,11,-8,34,16.520,305,305,0,0,0
88868,0.057,0.383,-0.051,0.058,-0.644,0.007,0.444,0.560,-0.530,0.456,-0.200,0.001,2160,0,15,-13,34,16.520,305,305,0,0,0
88968,0.051,0.509,-0.041,0.073,-0.887,-0.010,0.425,0.576,-0.543,0.439,-0.200,0.002,2082,0,22,-20,33,16.520,305,305,0,0,0
89068,0.049,0.644,-0.023,0.020,-0.611,-0.004,0.406,0.591,-0.556,0.420,-0.200,0.002,2071,0,16,-16,33,16.520,305,305,0,0,0
89168,0.054,0.725,0.036,-0.030,-0.277,-0.033,0.394,0.600,-0.564,0.408,-0.200,0.003,1377,0,10,-11,33,16.520,305,305,0,0,0
89268,0.062,0.764,0.116,0.042,0.010,0.002,0.389,0.605,-0.567,0.401,-0.200,0.003,2028,0,6,-3,33,16.550,305,305,0,0,0
89368,0.045,0.719,0.154,0.137,0.567,0.027,0.393,0.601,-0.561,0.411,-0.200,0.002,2687,0,-4,11,33,16.550,305,305,0,0,0
89468,0.018,0.576,0.150,0.152,1.012,0.051,0.408,0.589,-0.544,0.437,-0.200,0.001,3340,0,-10,13,34,16.540,305,305,0,0,0
89568,-0.002,0.443,0.145,0.017,0.324,0.006,0.423,0.574,-0.529,0.460,-0.200,-0.000,3077,0,3,-3,34,16.540,305,305,0,0,0
89668,-0.007,0.373,0.098,-0.012,-0.177,-0.019,0.432,0.566,-0.522,0.470,-0.200,-0.000,2746,0,11,-12,33,16.520,305,305,0,0,0
89768,0.005,0.421,0.058,-0.039,-0.130,-0.017,0.427,0.572,-0.527,0.462,-0.200,0.000,2620,0,1,-2,33,16.520,305,305,0,0,0
89868,0.008,0.359,0.076,-0.016,0.348,0.004,0.436,0.564,-0.519,0.471,-0.200,0.000,2884,0,-3,3,33,16.520,305,305,0,0,0
89968,0.011,0.346,0.094,-0.029,-0.096,-0.012,0.438,0.562,-0.519,0.471,-0.200,0.000,2650,0,5,-5,33,16.540,305,305,0,0,0
90068,0.013,0.349,0.095,0.012,0.059,0.017,0.438,0.563,-0.520,0.471,-0.200,0.000,3024,0,2,-1,33,16.540,305,305,0,0,0
90168,0.013,0.339,0.109,0.020,0.153,0.018,0.439,0.562,-0.519,0.472,-0.200,0.000,3040,0,0,3,34,16.550,305,305,0,0,0
90268,-0.010,0.286,0.152,0.396,0.701,0.189,0.441,0.557,-0.511,0.487,-0.200,-0.000,5180,0,-6,28,34,16.550,305,305,0,0,0
90368,-0.138,0.112,0.088,0.846,0.780,0.339,0.439,0.542,-0.484,0.528,-0.200,-0.000,6976,0,6,27,34,16.540,305,305,0,0,0
90468,-0.246,0.024,0.100,0.720,0.134,0.046,0.421,0.542,-0.461,0.562,-0.200,0.001,5542,0,11,9,34,16.540,305,305,0,0,0
90568,-0.228,0.046,0.217,0.768,-0.383,-0.078,0.401,0.562,-0.443,0.573,-0.200,0.001,4857,0,19,4,34,16.540,305,305,0,0,0
90668,-0.264,0.126,0.296,0.691,-0.634,0.302,0.369,0.586,-0.433,0.576,-0.200,-0.001,7838,0,23,-2,33,16.530,305,305,0,0,0
90768,-0.505,0.209,0.322,0.724,-0.447,0.804,0.322,0.600,-0.438,0.586,-0.200,-0.002,11037,0,19,2,33,16.530,305,305,0,0,0
90868,-0.810,0.261,0.203,0.133,-0.203,0.484,0.281,0.601,-0.452,0.597,-0.200,-0.001,10682,0,2,-8,34,16.550,305,305,0,0,0
90968,-0.868,0.329,-0.100,-0.092,-0.520,-0.138,0.268,0.607,-0.462,0.588,-0.200,-0.003,8579,0,12,-18,34,16.550,305,305,0,0,0
91068,-0.755,0.476,-0.295,-0.278,-0.897,-0.247,0.264,0.632,-0.468,0.559,-0.200,-0.012,7790,0,18,-28,34,16.550,305,305,0,0,0
91168,-0.668,0.601,-0.301,-0.103,-0.199,-0.124,0.260,0.650,-0.475,0.533,-0.200,-0.017,8001,0,5,-5,34,16.540,305,305,0,0,0
91268,-0.629,0.624,-0.167,0.023,-0.059,-0.062,0.262,0.654,-0.475,0.527,-0.200,-0.017,8183,0,10,-4,34,16.540,305,305,0,0,0
91368,-0.602,0.627,-0.059,0.028,0.052,-0.043,0.263,0.657,-0.472,0.526,-0.200,-0.017,8172,0,7,-5,34,16.540,305,305,0,0,0
91468,-0.585,0.562,-0.030,-0.021,0.807,-0.017,0.272,0.649,-0.466,0.536,-0.200,-0.014,8260,0,-15,13,34,16.540,305,305,0,0,0
91568,-0.592,0.429,-0.017,0.207,0.290,0.040,0.285,0.632,-0.455,0.559,-0.200,-0.009,8690,0,9,2,34,16.530,305,305,0,0,0
91668,-0.620,0.382,0.020,0.102,0.209,0.039,0.284,0.627,-0.449,0.570,-0.200,-0.007,8857,0,4,-1,34,16.530,305,305,0,0,0
91768,-0.636,0.373,0.039,0.016,-0.114,0.046,0.282,0.626,-0.448,0.572,-0.200,-0.007,8996,0,11,-10,34,16.530,305,305,0,0,0
91868,-0.632,0.441,0.061,-0.163,-0.311,-0.024,0.276,0.635,-0.454,0.561,-0.200,-0.010,8747,0,4,-11,34,16.540,305,305,0,0,0
91968,-0.596,0.415,0.052,-0.063,0.392,-0.097,0.286,0.630,-0.452,0.563,-0.200,-0.008,8367,0,-2,3,34,16.540,305,305,0,0,0
92068,-0.580,0.380,0.059,0.060,0.099,0.011,0.290,0.627,-0.448,0.567,-0.200,-0.007,8860,0,6,-2,34,16.540,305,305,0,0,0
92168,-0.584,0.372,0.095,-0.020,-0.131,0.020,0.290,0.626,-0.448,0.569,-0.200,-0.007,8971,0,10,-10,34,16.540,305,305,0,0,0
92268,-0.589,0.401,0.095,-0.052,-0.127,0.010,0.287,0.630,-0.451,0.564,-0.200,-0.008,9014,0,7,-9,34,16.540,305,305,0,0,0
92368,-0.591,0.436,0.097,0.029,-0.141,0.004,0.284,0.634,-0.455,0.558,-0.200,-0.009,9047,0,9,-6,34,16.540,305,305,0,0,0
92468,-0.585,0.466,0.113,-0.018,-0.199,-0.020,0.281,0.638,-0.457,0.553,-0.200,-0.010,9010,0,11,-10,34,16.540,305,305,0,0,0
92568,-0.577,0.499,0.108,-0.066,-0.070,-0.022,0.278,0.642,-0.459,0.547,-0.200,-0.012,8998,0,7,-8,34,16.550,305,305,0,0,0
92668,-0.560,0.519,0.103,-0.083,-0.112,-0.012,0.279,0.644,-0.462,0.542,-0.200,-0.012,9064,0,9,-11,34,16.550,305,305,0,0,0
92768,-0.539,0.576,0.084,-0.322,-0.779,-0.062,0.278,0.650,-0.469,0.530,-0.200,-0.014,8663,0,24,-41,34,16.550,305,305,0,0,0
92868,-0.443,0.780,-0.040,-0.390,-0.960,-0.096,0.270,0.672,-0.489,0.486,-0.200,-0.018,8173,0,22,-33,34,16.550,305,305,0,0,0
92968,-0.375,0.908,-0.022,-0.170,-0.329,-0.026,0.266,0.684,-0.502,0.457,-0.200,-0.019,8297,0,16,-14,34,16.550,305,305,0,0,0
93068,-0.358,0.960,0.113,0.081,0.032,0.096,0.262,0.690,-0.507,0.446,-0.200,-0.019,8825,0,16,-8,34,16.550,305,305,0,0,0
93168,-0.398,0.944,0.201,0.024,0.104,0.049,0.259,0.687,-0.507,0.451,-0.200,-0.021,8797,0,14,-13,34,16.550,305,305,0,0,0
93268,-0.403,0.938,0.221,-0.047,-0.024,-0.021,0.260,0.685,-0.508,0.453,-0.200,-0.021,8554,0,16,-17,34,16.540,305,305,0,0,0
93368,-0.386,0.939,0.217,-0.037,-0.011,-0.028,0.262,0.686,-0.507,0.451,-0.200,-0.020,8542,0,16,-16,34,16.540,305,305,0,0,0
93468,-0.375,0.939,0.212,-0.036,0.011,-0.013,0.263,0.686,-0.508,0.450,-0.200,-0.019,8555,0,16,-15,34,16.540,305,305,0,0,0
93568,-0.368,0.937,0.216,-0.030,-0.014,0.009,0.265,0.685,-0.508,0.450,-0.200,-0.019,8642,0,17,-16,34,16.550,305,305,0,0,0
93668,-0.363,0.937,0.223,-0.014,-0.002,-0.012,0.266,0.685,-0.509,0.449,-0.200,-0.019,8595,0,17,-15,34,16.550,305,305,0,0,0
93768,-0.359,0.935,0.224,-0.019,0.026,-0.009,0.267,0.685,-0.508,0.449,-0.200,-0.019,8627,0,16,-16,34,16.540,305,305,0,0,0
