Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
204671,-2.534,-0.415,-0.433,0.723,-0.007,-2.096,0.069,0.448,-0.474,0.755,-0.200,0.161,0,7076,-2,-20,0,0.000,0,0,0,0,0
204771,-1.781,-0.412,-0.726,0.708,0.014,-2.444,0.135,0.506,-0.390,0.758,-0.200,0.089,6255,0,3,-20,0,0.000,0,0,0,0,0
204871,-0.990,-0.501,-0.819,0.443,0.730,-1.801,0.213,0.531,-0.303,0.762,-0.200,0.041,7122,0,27,-33,0,0.000,0,0,0,0,0
204971,-0.530,-0.638,-0.716,0.129,0.434,-0.714,0.254,0.525,-0.261,0.770,-0.200,0.025,2499,0,21,-17,0,0.000,305,305,0,0,0
205071,-0.368,-0.530,-0.533,-0.044,-1.571,-0.404,0.265,0.551,-0.257,0.749,-0.200,0.014,0,2345,-28,33,0,0.000,305,305,0,0,0
205171,-0.219,-0.150,-0.416,-0.219,-1.001,-0.457,0.260,0.622,-0.275,0.686,-0.200,0.003,3326,0,5,4,0,0.000,305,305,0,0,0
205271,-0.031,-0.397,-0.350,0.129,1.676,-0.494,0.292,0.585,-0.244,0.716,-0.200,0.000,5423,0,34,-39,0,0.000,305,305,0,0,0
205371,0.106,-0.300,-0.262,0.066,-1.521,-0.238,0.298,0.606,-0.240,0.697,-0.200,-0.002,4753,0,-33,32,0,0.000,305,305,0,0,0
205471,0.184,-0.193,-0.149,0.037,0.080,-0.156,0.296,0.628,-0.240,0.679,-0.200,-0.002,4862,0,17,-17,0,0.000,305,305,0,0,0
205571,0.144,-0.096,-0.226,-0.030,-1.064,0.296,0.286,0.643,-0.249,0.665,-0.200,-0.001,0,3904,-18,22,0,0.000,305,305,0,0,0
205671,0.071,0.063,-0.233,-0.043,-0.379,0.011,0.273,0.665,-0.270,0.640,-0.200,0.000,1097,0,3,-2,0,0.000,305,305,0,0,0
205771,0.098,0.101,-0.218,-0.037,-0.136,-0.106,0.275,0.671,-0.273,0.632,-0.200,0.001,3649,0,3,-2,0,0.000,305,305,0,0,0
205871,0.125,0.051,-0.244,-0.020,0.924,-0.018,0.282,0.664,-0.269,0.638,-0.200,0.001,3032,0,30,-29,0,0.000,305,305,0,0,0
205971,0.134,-0.234,-0.317,-0.080,1.522,0.010,0.303,0.616,-0.249,0.683,-0.200,-0.002,2877,0,40,-35,0,0.000,305,305,0,0,0
206071,0.131,-0.432,-0.281,-0.033,0.649,-0.010,0.319,0.580,-0.237,0.711,-0.200,-0.003,3194,0,18,-17,0,0.000,305,305,0,0,0
