Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
76581,-0.331,-0.375,0.187,0.292,-0.609,-0.417,-0.521,0.505,0.390,0.568,-0.200,0.005,0,2015,-15,1,0,0.000,0,0,0,0,0
76681,-0.274,-0.317,0.187,0.031,-0.237,0.189,-0.514,0.508,0.404,0.561,-0.200,0.003,0,6955,4,-3,0,0.000,0,0,0,0,0
76781,-0.417,-0.258,0.100,-0.167,-0.387,0.342,-0.516,0.525,0.400,0.546,-0.200,0.002,0,8657,3,6,0,0.000,0,0,0,0,0
76881,-0.499,-0.163,0.039,-0.206,-0.433,0.161,-0.507,0.546,0.402,0.533,-0.200,-0.001,0,8233,1,6,0,0.000,305,305,0,0,0
76981,-0.449,-0.039,-0.020,-0.386,-0.788,-0.207,-0.482,0.566,0.411,0.527,-0.200,-0.004,0,5864,-7,21,0,0.000,305,305,0,0,0
77081,-0.439,0.125,-0.067,-0.100,-0.696,0.012,-0.456,0.594,0.423,0.511,-0.200,-0.008,0,7150,-13,9,0,0.000,305,305,0,0,0
77181,-0.363,0.106,-0.151,0.400,0.653,-0.360,-0.459,0.582,0.433,0.512,-0.200,-0.006,0,3899,11,-30,0,0.000,305,305,0,0,0
77281,-0.226,-0.072,-0.202,0.249,0.988,-0.266,-0.478,0.544,0.431,0.538,-0.200,-0.000,0,3391,20,-26,0,0.000,305,305,0,0,0
77381,-0.158,-0.235,-0.140,0.108,0.722,-0.033,-0.495,0.515,0.420,0.560,-0.200,0.002,0,4980,17,-17,0,0.000,305,305,0,0,0
77481,-0.130,-0.346,-0.087,0.004,0.493,0.052,-0.506,0.497,0.409,0.575,-0.200,0.002,0,5439,16,-14,0,0.000,305,305,0,0,0
77581,-0.139,-0.431,-0.072,-0.002,0.393,0.054,-0.515,0.485,0.397,0.585,-0.200,0.003,0,5523,16,-16,0,0.000,305,305,0,0,0
77681,-0.136,-0.480,-0.036,-0.008,0.122,-0.033,-0.520,0.477,0.391,0.591,-0.200,0.004,0,4820,11,-11,0,0.000,305,305,0,0,0
77781,-0.118,-0.487,0.000,-0.057,0.064,0.009,-0.518,0.476,0.390,0.594,-0.200,0.003,0,5012,14,-11,0,0.000,305,305,0,0,0
77881,-0.118,-0.495,-0.032,0.000,-0.023,-0.017,-0.517,0.476,0.388,0.596,-0.200,0.003,0,4805,10,-11,0,0.000,305,305,0,0,0
77981,-0.116,-0.500,-0.023,0.011,0.063,-0.020,-0.518,0.475,0.388,0.597,-0.200,0.003,0,4761,14,-15,0,0.000,305,305,0,0,0
78084,-0.113,-0.511,-0.024,-0.006,-0.001,0.002,-0.518,0.473,0.386,0.598,-0.200,0.003,0,4919,13,-13,0,0.000,305,305,0,0,0
78181,-0.104,-0.500,0.050,0.000,-0.099,-0.011,-0.517,0.474,0.389,0.597,-0.200,0.003,0,4732,11,-11,0,0.000,305,305,0,0,0
78281,-0.090,-0.469,0.039,0.027,-0.203,-0.013,-0.514,0.477,0.395,0.593,-0.200,0.002,0,4594,9,-10,39,16.010,305,305,0,0,0
78381,-0.098,-0.437,0.005,-0.018,-0.099,0.011,-0.511,0.483,0.398,0.590,-0.200,0.002,0,4868,12,-12,39,16.010,305,305,0,0,0
78485,-0.094,-0.426,-0.021,0.000,-0.009,-0.007,-0.509,0.485,0.399,0.589,-0.200,0.002,0,4674,13,-13,39,16.000,305,305,0,0,0
