Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
143145,-0.120,-0.443,-0.146,0.011,0.002,0.009,-0.774,0.100,0.617,0.101,-0.200,0.003,0,4024,8,-8,0,0.000,0,0,0,0,0
143244,-0.115,-0.444,-0.103,0.003,0.079,-0.026,-0.775,0.100,0.616,0.102,-0.200,0.003,0,3672,13,-12,0,0.000,0,0,0,0,0
143344,-0.120,-0.448,-0.096,-0.028,-0.003,0.037,-0.775,0.102,0.615,0.104,-0.200,0.004,0,4427,12,-10,0,0.000,0,0,0,0,0
143444,-0.134,-0.461,-0.082,-0.037,0.101,0.036,-0.777,0.104,0.612,0.105,-0.200,0.004,0,4584,15,-13,0,0.000,305,305,0,0,0
143544,-0.171,-0.468,-0.069,-0.169,-0.072,0.127,-0.778,0.110,0.610,0.105,-0.200,0.005,0,5670,13,-5,0,0.000,305,305,0,0,0
143644,-0.231,-0.446,-0.073,-0.129,-0.131,0.124,-0.775,0.119,0.612,0.103,-0.200,0.007,0,6167,11,-7,0,0.000,305,305,0,0,0
143744,-0.296,-0.404,-0.061,-0.078,-0.279,0.148,-0.768,0.129,0.619,0.100,-0.200,0.008,0,6924,7,-3,0,0.000,305,305,0,0,0
143844,-0.358,-0.355,-0.041,-0.114,-0.140,0.069,-0.761,0.139,0.626,0.097,-0.200,0.009,0,6880,12,-8,0,0.000,305,305,0,0,0
143944,-0.352,-0.359,-0.025,-0.041,0.093,-0.077,-0.761,0.141,0.625,0.101,-0.200,0.009,0,6041,14,-14,0,0.000,305,305,0,0,0
144044,-0.355,-0.366,-0.024,-0.007,0.000,0.068,-0.762,0.142,0.624,0.102,-0.200,0.009,0,6989,11,-11,0,0.000,305,305,0,0,0
144144,-0.387,-0.361,-0.019,0.007,-0.021,0.037,-0.762,0.145,0.624,0.099,-0.200,0.010,0,6994,11,-11,0,0.000,305,305,0,0,0
144244,-0.383,-0.362,-0.001,0.100,0.001,-0.098,-0.762,0.144,0.624,0.098,-0.200,0.010,0,6151,10,-14,0,0.000,305,305,0,0,0
144344,-0.348,-0.364,-0.022,0.031,-0.030,-0.026,-0.762,0.137,0.625,0.098,-0.200,0.009,0,6387,12,-10,0,0.000,305,305,0,0,0
144444,-0.323,-0.343,-0.035,0.117,-0.161,-0.147,-0.759,0.133,0.630,0.096,-0.200,0.008,0,5392,7,-10,0,0.000,305,305,0,0,0
144544,-0.278,-0.308,-0.021,0.088,-0.163,-0.031,-0.754,0.126,0.638,0.094,-0.200,0.006,0,5897,8,-10,0,0.000,305,305,0,0,0
144644,-0.279,-0.298,-0.065,0.001,0.107,0.021,-0.752,0.126,0.640,0.094,-0.200,0.006,0,6248,16,-15,0,0.000,305,305,0,0,0
144744,-0.270,-0.326,-0.087,0.003,0.167,-0.041,-0.756,0.125,0.635,0.095,-0.200,0.006,0,5770,16,-15,37,15.770,305,305,0,0,0
144844,-0.260,-0.345,-0.027,0.010,0.016,0.021,-0.759,0.123,0.632,0.096,-0.200,0.006,0,6125,13,-12,37,15.770,305,305,0,0,0
144944,-0.270,-0.343,0.008,-0.020,-0.040,0.003,-0.759,0.124,0.632,0.095,-0.200,0.006,0,6072,13,-11,37,15.760,305,305,0,0,0
145044,-0.288,-0.328,-0.031,-0.058,-0.081,0.047,-0.756,0.128,0.634,0.095,-0.200,0.006,0,6484,13,-10,37,15.760,305,305,0,0,0
145144,-0.306,-0.314,-0.072,-0.062,-0.017,-0.006,-0.754,0.131,0.636,0.095,-0.200,0.006,0,6250,15,-12,37,15.770,305,305,0,0,0
145244,-0.319,-0.323,-0.121,-0.063,0.174,0.008,-0.755,0.136,0.633,0.098,-0.200,0.007,0,6417,19,-17,37,15.770,305,305,0,0,0
145344,-0.294,-0.357,-0.140,0.028,0.087,-0.097,-0.760,0.133,0.627,0.102,-0.200,0.007,0,5548,14,-15,37,15.750,305,305,0,0,0
145444,-0.267,-0.303,-0.097,-0.173,-0.556,-0.006,-0.749,0.135,0.640,0.105,-0.200,0.005,0,5999,6,6,37,15.750,305,305,0,0,0
145544,-0.312,-0.221,0.069,-0.208,-0.224,0.097,-0.737,0.148,0.650,0.107,-0.200,0.005,0,6906,14,-7,37,15.750,305,305,0,0,0
145644,-0.340,-0.182,0.019,0.042,-0.192,0.037,-0.731,0.153,0.657,0.106,-0.200,0.005,0,6717,7,-11,37,15.750,305,305,0,0,0
145744,-0.408,-0.177,-0.186,0.277,0.108,0.340,-0.732,0.153,0.658,0.093,-0.200,0.005,0,8653,11,-21,37,15.750,305,305,0,0,0
145844,-0.517,-0.195,-0.207,-0.058,-0.074,0.240,-0.737,0.157,0.654,0.077,-0.200,0.008,0,8681,12,-3,37,15.760,305,305,0,0,0
145944,-0.615,-0.162,-0.204,-0.013,-0.108,0.350,-0.732,0.166,0.657,0.068,-0.200,0.008,0,9603,12,-9,37,15.760,305,305,0,0,0
146044,-0.773,-0.161,-0.134,-0.070,0.134,0.448,-0.733,0.182,0.654,0.056,-0.200,0.011,0,10614,18,-14,37,15.760,305,305,0,0,0
146144,-0.884,-0.175,-0.044,-0.008,0.103,0.207,-0.735,0.192,0.648,0.047,-0.200,0.014,0,10114,15,-14,37,15.760,305,305,0,0,0
146244,-0.974,-0.190,-0.053,-0.106,0.056,0.186,-0.738,0.201,0.643,0.041,-0.200,0.017,0,10376,16,-11,37,15.770,305,305,0,0,0
146344,-1.043,-0.218,-0.085,-0.069,0.244,0.166,-0.743,0.209,0.635,0.039,-0.200,0.020,0,10567,21,-16,37,15.770,305,305,0,0,0
146444,-1.120,-0.253,-0.090,0.019,0.121,0.109,-0.749,0.216,0.626,0.033,-0.200,0.025,0,10645,16,-15,37,15.760,305,305,0,0,0
146544,-1.164,-0.270,-0.032,-0.068,-0.022,0.140,-0.751,0.219,0.622,0.030,-0.200,0.027,0,10924,16,-9,37,15.760,305,305,0,0,0
146644,-1.201,-0.272,-0.000,-0.016,0.076,0.089,-0.752,0.223,0.620,0.028,-0.200,0.029,0,10927,18,-15,37,15.780,305,305,0,0,0
146744,-1.237,-0.289,0.008,-0.004,0.028,0.143,-0.754,0.226,0.616,0.025,-0.200,0.031,0,11199,16,-14,37,15.780,305,305,0,0,0
146844,-1.277,-0.288,0.016,0.000,-0.031,0.087,-0.754,0.229,0.615,0.020,-0.200,0.032,0,11141,16,-13,37,15.760,305,305,0,0,0
146944,-1.294,-0.284,0.039,0.032,0.013,0.017,-0.754,0.230,0.616,0.018,-0.200,0.033,0,10947,17,-16,37,15.760,305,305,0,0,0
147044,-1.293,-0.290,0.022,-0.021,0.013,0.049,-0.754,0.229,0.615,0.017,-0.200,0.033,0,11060,18,-14,37,15.760,305,305,0,0,0
147144,-1.306,-0.289,0.008,0.016,0.053,0.039,-0.754,0.231,0.614,0.017,-0.200,0.033,0,11074,18,-17,37,15.760,305,305,0,0,0
147244,-1.288,-0.312,0.171,0.063,0.103,-0.156,-0.758,0.228,0.611,0.018,-0.200,0.035,0,10275,18,-19,37,15.760,305,305,0,0,0
147344,-1.199,-0.310,0.326,0.048,-0.192,-0.470,-0.758,0.219,0.614,0.024,-0.200,0.031,0,8562,12,-11,37,15.760,305,305,0,0,0
147444,-1.017,-0.278,0.248,-0.058,-0.076,-0.413,-0.752,0.204,0.625,0.041,-0.200,0.024,0,7956,19,-13,37,15.760,305,305,0,0,0
147544,-0.821,-0.279,0.070,0.012,0.068,-0.631,-0.752,0.188,0.629,0.061,-0.200,0.018,0,5493,19,-18,37,15.770,305,305,0,0,0
147644,-0.576,-0.312,-0.027,-0.074,0.203,-0.740,-0.755,0.168,0.628,0.086,-0.200,0.013,0,1318,25,-18,37,15.770,305,305,0,0,0
147744,-0.328,-0.349,-0.149,-0.042,0.191,-0.626,-0.757,0.150,0.625,0.116,-0.200,0.008,3132,0,22,-20,37,15.770,305,305,0,0,0
