Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
79510,-0.286,0.360,-0.141,-0.131,0.172,0.103,0.045,0.760,-0.109,0.639,-0.200,-0.006,0,6791,5,6,0,0.000,0,0,0,0,0
79609,-0.314,0.342,-0.051,-0.458,0.036,0.108,0.057,0.754,-0.128,0.642,-0.200,-0.006,0,6981,4,16,0,0.000,0,0,0,0,0
79709,-0.305,0.307,-0.009,-0.231,-0.199,-0.060,0.070,0.746,-0.139,0.649,-0.200,-0.005,0,5689,-9,14,0,0.000,305,305,0,0,0
79809,-0.221,0.369,0.024,-0.262,-0.494,-0.194,0.081,0.756,-0.140,0.634,-0.200,-0.005,0,4140,-11,23,0,0.000,305,305,0,0,0
79909,-0.144,0.434,0.066,-0.267,-0.379,0.010,0.093,0.766,-0.145,0.619,-0.200,-0.004,0,5229,-8,20,0,0.000,305,305,0,0,0
80009,-0.102,0.455,0.164,-0.111,-0.149,0.032,0.103,0.768,-0.150,0.614,-0.200,-0.003,0,5072,-8,10,0,0.000,305,305,0,0,0
80109,-0.121,0.444,0.231,-0.080,0.001,0.109,0.103,0.766,-0.153,0.616,-0.200,-0.003,0,5829,-8,13,0,0.000,305,305,0,0,0
80209,-0.173,0.459,0.238,0.081,-0.164,0.142,0.098,0.768,-0.158,0.614,-0.200,-0.005,0,6339,-14,12,0,0.000,305,305,0,0,0
80309,-0.219,0.475,0.232,0.039,-0.017,0.123,0.091,0.770,-0.159,0.612,-0.200,-0.006,0,6509,-8,11,0,0.000,305,305,0,0,0
80409,-0.243,0.490,0.181,-0.014,-0.019,0.031,0.087,0.772,-0.160,0.609,-0.200,-0.007,0,6079,-8,13,0,0.000,305,305,0,0,0
80509,-0.279,0.438,0.125,0.006,0.487,0.187,0.087,0.763,-0.164,0.619,-0.200,-0.007,0,7229,3,-1,0,0.000,305,305,0,0,0
80609,-0.340,0.333,0.011,0.350,0.396,0.018,0.080,0.747,-0.159,0.641,-0.200,-0.006,0,6603,-9,-3,0,0.000,305,305,0,0,0
80709,-0.381,0.313,0.035,0.198,-0.068,0.126,0.067,0.745,-0.151,0.646,-0.200,-0.007,0,7452,-13,12,0,0.000,305,305,0,0,0
80809,-0.440,0.308,0.118,0.113,0.063,0.128,0.058,0.744,-0.152,0.648,-0.200,-0.008,0,7775,-7,7,0,0.000,305,305,0,0,0
80909,-0.460,0.288,0.208,0.068,-0.022,-0.106,0.054,0.741,-0.150,0.652,-0.200,-0.007,0,6587,-9,10,0,0.000,305,305,0,0,0
81009,-0.383,0.302,0.262,0.032,-0.098,-0.234,0.059,0.746,-0.140,0.649,-0.200,-0.006,0,5120,-10,12,0,0.000,305,305,0,0,0
