Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,ax_ref,p_ref,pitch_ref,yaw_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
51027,0.103,0.268,0.218,-0.000,0.009,-0.001,0.525,0.478,-0.562,0.424,-0.200,0.001,0.089,0.026,0,3599,15,-15,0,0.000,0,0,0,0,0
51126,0.069,0.117,0.109,-0.002,0.011,0.004,0.537,0.465,-0.551,0.438,-0.200,0.000,0.039,0.017,0,879,4,-4,0,0.000,0,0,0,0,0
51226,-0.026,-0.062,-0.002,-0.002,0.008,0.003,0.552,0.441,-0.543,0.454,-0.200,0.000,-0.025,-0.008,3298,0,-7,7,0,0.000,0,0,0,0,0
51326,-0.041,-0.311,-0.078,-0.002,0.024,-0.003,0.574,0.419,-0.522,0.471,-0.200,0.001,-0.104,-0.010,2017,0,-29,29,0,0.000,0,0,0,0,0
51426,0.042,-0.690,-0.122,0.002,0.015,-0.005,0.610,0.395,-0.479,0.492,-0.200,-0.001,-0.230,0.010,0,3272,-54,54,0,0.000,305,305,0,0,0
51526,0.182,-0.488,-0.156,0.003,-0.031,-0.003,0.597,0.425,-0.488,0.474,-0.200,-0.005,-0.163,0.046,0,5048,-11,11,0,0.000,305,305,0,0,0
51626,0.189,-0.143,-0.263,-0.001,-0.006,0.000,0.569,0.452,-0.521,0.448,-0.200,-0.002,-0.048,0.047,0,4118,8,-8,0,0.000,305,305,0,0,0
51726,0.167,-0.394,-0.259,-0.001,0.024,0.002,0.590,0.430,-0.499,0.466,-0.200,-0.004,-0.131,0.042,0,3317,-34,34,0,0.000,305,305,0,0,0
51826,0.132,-0.437,-0.142,0.000,-0.019,0.001,0.592,0.424,-0.498,0.471,-0.200,-0.003,-0.146,0.033,0,2853,-19,19,0,0.000,305,305,0,0,0
51926,0.113,-0.165,-0.252,0.001,-0.002,0.001,0.566,0.445,-0.524,0.455,-0.200,-0.001,-0.055,0.028,0,2793,1,-1,0,0.000,305,305,0,0,0
52026,0.107,-0.284,-0.181,-0.001,-0.002,-0.000,0.576,0.436,-0.513,0.464,-0.200,-0.002,-0.095,0.027,0,3018,-16,16,0,0.000,305,305,0,0,0
52126,0.111,-0.110,-0.166,-0.001,-0.009,0.000,0.563,0.448,-0.530,0.449,-0.200,-0.001,-0.037,0.028,0,3147,3,-3,0,0.000,305,305,0,0,0
52226,0.100,-0.029,-0.101,-0.000,-0.007,0.000,0.555,0.452,-0.539,0.443,-0.200,-0.000,-0.010,0.025,0,2969,6,-6,0,0.000,305,305,0,0,0
52326,0.101,0.088,-0.117,0.001,-0.004,-0.001,0.545,0.461,-0.549,0.434,-0.200,0.000,0.029,0.025,0,3182,12,-12,0,0.000,305,305,0,0,0
52426,0.117,0.061,-0.098,0.001,0.001,-0.001,0.547,0.461,-0.545,0.436,-0.200,-0.000,0.020,0.029,0,3645,5,-5,0,0.000,305,305,0,0,0
52526,0.128,0.055,-0.067,-0.000,0.000,0.000,0.549,0.461,-0.545,0.435,-0.200,-0.000,0.018,0.032,0,3597,6,-6,0,0.000,305,305,0,0,0
52626,0.102,0.066,-0.034,-0.000,-0.001,0.001,0.546,0.460,-0.547,0.436,-0.200,-0.000,0.022,0.025,0,2805,7,-7,44,14.950,305,305,0,0,0
52726,0.083,0.067,-0.000,-0.000,-0.000,0.000,0.546,0.458,-0.549,0.437,-0.200,0.000,0.023,0.021,0,2841,7,-7,44,14.950,305,305,0,0,0
52826,0.099,0.065,0.022,-0.001,0.000,-0.002,0.547,0.458,-0.548,0.435,-0.200,0.000,0.022,0.025,0,3534,7,-6,44,14.950,305,305,0,0,0
52926,0.120,0.063,0.022,-0.001,0.002,-0.000,0.550,0.458,-0.548,0.433,-0.200,-0.000,0.021,0.030,0,3736,6,-6,44,14.950,305,305,0,0,0
53026,0.125,0.036,-0.000,0.000,0.002,0.000,0.553,0.456,-0.546,0.433,-0.200,-0.000,0.012,0.031,0,3689,4,-4,44,14.950,305,305,0,0,0
53126,0.118,0.044,-0.041,0.001,-0.000,0.001,0.552,0.456,-0.547,0.434,-0.200,-0.000,0.014,0.029,0,3432,6,-6,45,14.950,305,305,0,0,0
53226,0.111,0.041,-0.048,-0.000,-0.000,0.000,0.552,0.455,-0.547,0.434,-0.200,-0.000,0.014,0.028,0,3441,5,-5,45,14.950,305,305,0,0,0
