Timestamp,r_ref,q_ref,curr_ax,curr_ay,curr_az,curr_mx,curr_my,curr_mz,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
123416,0.033,0.113,9.720,-0.040,-0.300,-50.188,-19.062,-2.875,-0.028,-0.089,-0.030,0.096,0.714,-0.094,0.687,0.000,-0.000,3913,0,8,-23,30,16.600,81.370,305,305,0,0,0
123516,0.048,0.131,9.880,0.300,-0.370,-50.562,-18.688,-3.250,-0.001,-0.054,-0.010,0.098,0.716,-0.094,0.685,0.000,-0.000,3745,0,9,-25,30,16.600,81.370,305,305,0,0,0
123616,0.050,0.141,9.860,0.010,-0.540,-49.875,-19.500,-2.062,-0.008,-0.003,-0.010,0.097,0.718,-0.093,0.683,0.000,-0.000,3880,0,11,-26,30,16.600,81.370,305,305,0,0,0
123716,0.052,0.133,9.840,0.060,-0.370,-52.062,-19.750,-1.688,-0.007,0.066,0.019,0.097,0.717,-0.092,0.684,0.000,-0.000,3599,0,12,-28,30,16.590,81.370,305,305,0,0,0
123816,0.040,0.111,9.760,0.020,-0.200,-50.562,-19.062,-2.500,-0.012,0.063,0.027,0.097,0.714,-0.093,0.687,0.000,-0.000,3579,0,12,-28,30,16.590,81.370,305,305,0,0,0
123916,0.036,0.092,9.860,0.070,-0.610,-50.062,-19.062,-2.875,0.004,0.170,-0.009,0.097,0.712,-0.094,0.689,0.000,-0.000,3899,0,16,-32,30,16.590,81.370,305,305,0,0,0
124016,0.042,0.052,9.730,0.280,0.070,-50.062,-19.062,-4.500,-0.010,-0.023,0.002,0.099,0.707,-0.093,0.694,0.000,-0.000,3743,0,9,-25,30,16.620,81.370,305,305,0,0,0
124116,0.035,0.047,9.770,-0.310,0.260,-49.750,-19.062,-4.750,-0.022,0.107,-0.006,0.098,0.706,-0.093,0.695,0.000,-0.000,3912,0,16,-30,30,16.620,81.370,305,305,0,0,0
124216,0.041,0.040,9.770,0.090,0.280,-50.562,-18.250,-3.688,-0.052,-0.039,0.000,0.101,0.705,-0.095,0.695,0.000,-0.000,3797,0,11,-25,30,16.620,81.370,305,305,0,0,0
124316,0.041,0.077,9.700,0.290,0.020,-50.688,-19.062,-4.000,0.076,-0.123,-0.003,0.100,0.710,-0.095,0.691,0.000,-0.000,3886,0,5,-27,30,16.620,81.370,305,305,0,0,0
124416,0.055,0.097,9.990,0.120,0.490,-51.000,-19.375,-4.000,-0.032,0.003,-0.097,0.098,0.713,-0.091,0.689,0.000,-0.000,4778,0,14,-25,30,16.600,81.370,305,305,0,0,0
124516,0.070,0.124,9.850,-0.120,-0.370,-50.562,-19.062,-3.688,-0.011,0.140,-0.008,0.100,0.716,-0.091,0.685,0.000,-0.000,4046,0,17,-32,30,16.600,81.370,305,305,0,0,0
124616,0.080,0.104,9.510,-0.040,-1.240,-49.500,-20.188,-4.500,0.034,0.070,-0.051,0.101,0.714,-0.090,0.687,0.000,-0.000,4569,0,11,-30,30,16.600,81.370,305,305,0,0,0
124716,0.102,0.075,9.650,0.760,0.100,-49.750,-19.750,-3.250,0.020,-0.251,0.082,0.102,0.711,-0.088,0.690,0.000,-0.000,3302,0,0,-18,30,16.600,81.370,305,305,0,0,0
124816,0.058,0.121,9.950,-0.210,-0.090,-50.500,-18.688,-2.500,0.013,-0.028,0.056,0.097,0.715,-0.091,0.686,0.000,-0.000,3922,0,10,-26,30,16.600,81.370,305,305,0,0,0
124916,0.059,0.123,9.940,0.290,-0.080,-50.875,-19.750,-1.688,-0.010,0.074,0.007,0.098,0.716,-0.091,0.685,0.000,-0.000,4137,0,13,-28,30,16.600,81.370,305,305,0,0,0
125016,0.030,0.106,9.690,-0.190,-0.120,-50.500,-19.062,-2.500,-0.020,0.087,0.107,0.096,0.713,-0.094,0.688,0.000,-0.000,3079,0,13,-28,30,16.600,81.370,305,305,0,0,0
125116,0.002,0.097,9.570,-0.090,-0.210,-51.250,-19.062,-2.750,0.019,-0.079,0.026,0.094,0.712,-0.096,0.689,0.000,0.000,3833,0,6,-24,30,16.600,81.370,305,305,0,0,0
125216,0.008,0.115,9.940,0.080,-0.120,-51.688,-19.062,-2.750,-0.017,-0.041,-0.050,0.094,0.714,-0.096,0.687,0.000,0.000,4353,0,9,-24,30,16.600,81.370,305,305,0,0,0
125316,0.034,0.131,9.920,0.320,-0.620,-50.188,-19.500,-3.250,-0.042,-0.047,-0.037,0.097,0.716,-0.095,0.684,0.000,-0.000,4227,0,9,-23,31,16.620,81.370,305,305,0,0,0
125416,0.044,0.126,9.750,-0.240,-0.290,-50.562,-19.062,-2.750,-0.016,0.038,-0.016,0.099,0.716,-0.095,0.685,0.000,-0.000,4156,0,10,-26,31,16.620,81.370,305,305,0,0,0
125517,0.055,0.121,9.650,0.240,-0.060,-50.875,-20.188,-3.250,0.029,-0.017,-0.082,0.099,0.715,-0.094,0.686,0.000,-0.000,4689,0,7,-25,31,16.620,81.370,305,305,0,0,0
125616,0.047,0.122,9.780,0.300,0.050,-50.562,-19.500,-2.500,0.013,-0.127,0.142,0.097,0.715,-0.094,0.686,0.000,-0.000,2296,0,5,-20,30,16.610,81.370,305,305,0,0,0
125717,-0.013,0.158,9.900,-0.220,-0.740,-51.188,-19.062,-2.500,-0.022,-0.039,0.101,0.092,0.719,-0.099,0.682,0.000,0.000,3206,0,9,-24,30,16.610,81.370,305,305,0,0,0
125816,-0.005,0.164,9.700,-0.300,-0.550,-51.688,-18.750,-2.062,0.019,-0.009,-0.127,0.092,0.719,-0.099,0.681,0.000,0.000,4873,0,7,-24,30,16.610,81.370,305,305,0,0,0
125917,0.020,0.174,9.780,0.240,-0.660,-51.562,-18.250,-2.062,0.016,-0.036,0.011,0.094,0.721,-0.096,0.680,0.000,0.000,3336,0,6,-23,30,16.610,81.370,305,305,0,0,0
126016,-0.005,0.181,9.760,-0.120,-0.600,-50.562,-18.375,-1.250,0.012,-0.028,0.031,0.091,0.722,-0.097,0.679,0.000,0.000,3674,0,6,-23,31,16.580,81.370,305,305,0,0,0
126116,0.020,0.185,9.800,0.190,-0.710,-50.875,-18.688,-1.688,-0.031,-0.037,-0.072,0.094,0.722,-0.096,0.679,0.000,0.000,4501,0,7,-21,31,16.580,81.370,305,305,0,0,0
126216,0.038,0.194,9.830,-0.010,-0.730,-51.250,-19.500,-2.500,-0.011,-0.027,-0.014,0.096,0.723,-0.095,0.677,0.000,-0.000,3961,0,6,-22,31,16.580,81.370,305,305,0,0,0
126316,0.035,0.199,9.800,0.010,-0.620,-51.250,-19.500,-2.062,0.016,0.000,0.000,0.096,0.724,-0.096,0.677,0.000,0.000,4011,0,6,-23,31,16.580,81.370,305,305,0,0,0
126416,0.035,0.193,9.700,-0.050,-0.490,-51.250,-18.375,-1.250,0.000,0.004,-0.030,0.095,0.723,-0.095,0.677,0.000,0.000,4315,0,7,-22,30,16.610,81.370,305,305,0,0,0
126516,0.064,0.195,9.600,0.320,-0.420,-50.062,-18.688,-1.250,-0.002,-0.079,-0.076,0.098,0.724,-0.093,0.677,0.000,-0.000,4651,0,3,-20,30,16.610,81.370,305,305,0,0,0
126617,0.065,0.221,9.920,0.030,-1.010,-51.688,-20.562,-0.062,0.019,-0.078,0.058,0.097,0.727,-0.093,0.674,0.000,-0.000,3623,0,4,-20,30,16.610,81.370,305,305,0,0,0
126716,0.057,0.230,9.820,0.150,-0.910,-50.562,-19.062,-0.500,-0.020,0.013,-0.013,0.097,0.728,-0.094,0.672,0.000,-0.000,4323,0,7,-21,30,16.610,81.370,305,305,0,0,0
126816,0.056,0.224,9.620,0.140,-0.580,-49.750,-19.062,1.062,0.028,0.002,0.024,0.097,0.727,-0.094,0.673,0.000,-0.000,3942,0,4,-22,30,16.620,81.370,305,305,0,0,0
126916,0.048,0.228,9.800,-0.230,-0.830,-51.188,-20.188,-1.688,0.003,-0.016,-0.030,0.095,0.727,-0.094,0.673,0.000,-0.000,4402,0,5,-20,30,16.620,81.370,305,305,0,0,0
127016,0.062,0.229,9.780,0.350,-0.630,-50.562,-19.500,-0.500,-0.027,-0.012,-0.012,0.097,0.728,-0.094,0.673,0.000,-0.000,4160,0,5,-20,30,16.620,81.370,305,305,0,0,0
127116,0.048,0.238,9.760,0.160,-0.820,-50.875,-19.875,-0.500,0.009,-0.021,0.090,0.096,0.728,-0.095,0.672,0.000,-0.000,3302,0,3,-21,30,16.620,81.370,305,305,0,0,0
127217,0.027,0.251,9.790,-0.090,-0.960,-50.562,-18.750,-1.688,-0.021,-0.022,-0.007,0.094,0.730,-0.098,0.670,0.000,0.000,4226,0,4,-19,30,16.610,81.370,305,305,0,0,0
127316,0.041,0.252,9.760,0.050,-0.860,-50.875,-18.750,0.000,0.000,0.029,-0.063,0.096,0.730,-0.097,0.670,0.000,0.000,4550,0,4,-21,30,16.610,81.370,305,305,0,0,0
127416,0.054,0.245,9.790,0.220,-0.660,-50.875,-20.250,-1.250,0.010,-0.008,0.002,0.097,0.729,-0.095,0.671,0.000,-0.000,3995,0,3,-19,30,16.610,81.370,305,305,0,0,0
127516,0.039,0.252,9.800,0.040,-0.990,-50.562,-18.750,-0.500,0.000,0.000,0.033,0.095,0.730,-0.096,0.670,0.000,0.000,3836,0,4,-19,30,16.610,81.370,305,305,0,0,0
127616,0.039,0.249,9.750,0.180,-0.670,-51.250,-19.062,-0.875,-0.012,0.008,-0.021,0.095,0.729,-0.097,0.670,0.000,0.000,4292,0,4,-19,30,16.610,81.370,305,305,0,0,0
127716,0.044,0.248,9.720,0.010,-0.770,-50.875,-19.500,-0.500,-0.017,-0.004,-0.004,0.096,0.729,-0.097,0.670,0.000,0.000,4108,0,3,-18,30,16.610,81.370,305,305,0,0,0
127816,0.053,0.247,9.610,0.190,-0.860,-50.875,-19.875,-0.500,-0.023,0.021,-0.017,0.098,0.729,-0.096,0.670,0.000,-0.000,4217,0,4,-19,30,16.610,81.370,305,305,0,0,0
127915,0.046,0.254,9.820,0.150,-0.550,-50.875,-19.500,-0.062,0.000,-0.096,0.061,0.097,0.730,-0.097,0.669,0.000,0.000,3526,0,-1,-16,30,16.610,81.370,305,305,0,0,0
128017,0.025,0.275,10.020,-0.090,-1.280,-51.688,-18.375,0.250,0.000,0.008,0.032,0.095,0.732,-0.100,0.667,0.000,0.000,3853,0,3,-19,30,16.600,81.370,305,305,0,0,0
128117,0.028,0.259,9.630,0.030,-0.600,-50.562,-18.750,-0.750,0.004,0.073,-0.034,0.096,0.730,-0.099,0.669,0.000,0.000,4295,0,4,-19,30,16.600,81.370,305,305,0,0,0
128215,0.028,0.254,9.720,0.030,-0.670,-51.250,-18.375,-0.062,-0.003,-0.012,0.041,0.096,0.730,-0.099,0.670,0.000,0.000,3586,0,1,-17,30,16.600,81.370,305,305,0,0,0
128315,0.028,0.258,9.770,0.210,-0.820,-51.250,-19.062,0.250,-0.014,0.010,-0.024,0.096,0.730,-0.099,0.669,0.000,0.000,4240,0,3,-18,30,16.600,81.370,305,305,0,0,0
128417,0.019,0.261,9.710,-0.140,-1.040,-50.875,-19.500,0.688,0.000,0.000,0.059,0.095,0.730,-0.101,0.669,0.000,0.000,3552,0,2,-18,30,16.600,81.370,305,305,0,0,0
128517,0.024,0.265,9.720,0.060,-0.740,-50.562,-19.062,-0.875,0.000,-0.024,-0.054,0.096,0.731,-0.100,0.668,0.000,0.000,4475,0,1,-17,30,16.600,81.370,305,305,0,0,0
128615,0.031,0.274,9.920,0.160,-1.060,-50.188,-19.062,-0.062,-0.002,-0.020,0.004,0.096,0.732,-0.100,0.667,0.000,0.000,3929,0,1,-16,30,16.600,81.370,305,305,0,0,0
128715,0.031,0.270,9.630,0.120,-0.800,-50.562,-19.500,-0.062,-0.004,-0.003,0.001,0.096,0.732,-0.100,0.668,0.000,0.000,4029,0,1,-16,31,16.600,81.370,305,305,0,0,0
128815,0.032,0.271,9.740,0.040,-0.730,-51.250,-18.375,0.688,-0.042,-0.028,0.014,0.097,0.731,-0.101,0.667,0.000,0.000,3905,0,1,-14,31,16.600,81.370,305,305,0,0,0
128915,0.028,0.287,9.840,-0.050,-1.150,-51.250,-19.500,0.250,-0.008,-0.024,-0.032,0.097,0.733,-0.102,0.665,0.000,0.000,4325,0,0,-16,31,16.600,81.370,305,305,0,0,0
129015,0.044,0.288,9.730,0.200,-0.950,-51.688,-19.062,-0.500,-0.032,0.010,-0.018,0.099,0.733,-0.101,0.665,0.000,0.000,4145,0,1,-15,30,16.610,81.370,305,305,0,0,0
129115,0.041,0.286,9.740,-0.060,-0.960,-50.562,-18.750,-0.500,-0.072,-0.027,0.019,0.101,0.733,-0.104,0.665,0.000,0.000,3915,0,0,-13,30,16.610,81.370,305,305,0,0,0
129216,0.038,0.294,9.700,0.100,-0.580,-51.250,-19.500,-0.062,0.036,-0.037,0.000,0.101,0.734,-0.104,0.664,0.000,0.000,4087,0,-4,-16,30,16.610,81.370,305,305,0,0,0
129315,0.038,0.313,9.820,0.110,-1.070,-50.562,-18.750,0.250,-0.003,-0.033,0.006,0.100,0.736,-0.104,0.662,0.000,0.000,3988,0,-1,-14,31,16.610,81.370,305,305,0,0,0
129415,0.022,0.319,9.790,-0.020,-1.260,-51.688,-18.750,-0.500,-0.012,0.027,0.024,0.099,0.736,-0.106,0.661,0.000,0.001,3866,0,0,-15,31,16.610,81.370,305,305,0,0,0
129515,0.027,0.307,9.690,0.230,-0.800,-51.688,-18.750,0.688,0.024,0.027,-0.022,0.099,0.735,-0.105,0.663,0.000,0.000,4204,0,-2,-16,31,16.610,81.370,305,305,0,0,0
129615,0.020,0.307,9.760,-0.210,-0.930,-51.250,-18.750,1.500,0.003,-0.027,0.021,0.098,0.735,-0.105,0.663,0.000,0.001,3793,0,-3,-13,30,16.620,81.370,305,305,0,0,0
129715,0.019,0.317,9.770,0.100,-1.120,-51.688,-18.750,1.500,-0.010,-0.016,-0.031,0.098,0.736,-0.105,0.661,0.000,0.001,4249,0,-2,-13,30,16.620,81.370,305,305,0,0,0
129815,0.027,0.318,9.700,0.170,-1.070,-51.250,-18.750,0.250,0.011,0.000,0.014,0.099,0.736,-0.105,0.661,0.000,0.000,3839,0,-3,-14,30,16.620,81.370,305,305,0,0,0
129915,0.023,0.316,9.720,-0.080,-0.990,-50.875,-19.500,-0.062,-0.013,0.012,-0.017,0.098,0.736,-0.105,0.662,0.000,0.001,4166,0,-2,-13,30,16.610,81.370,305,305,0,0,0
130015,0.033,0.314,9.750,0.120,-1.080,-51.688,-19.062,1.062,-0.011,-0.009,-0.009,0.100,0.736,-0.105,0.662,0.000,0.000,4042,0,-3,-12,30,16.610,81.370,305,305,0,0,0
130115,0.031,0.315,9.680,0.000,-1.040,-51.250,-18.750,1.062,0.014,0.001,0.001,0.099,0.736,-0.105,0.661,0.000,0.000,4019,0,-4,-13,30,16.610,81.370,305,305,0,0,0
130215,0.034,0.318,9.710,0.170,-1.000,-50.875,-19.875,1.500,0.002,-0.040,-0.010,0.100,0.736,-0.104,0.661,0.000,0.000,4119,0,-5,-11,31,16.600,81.370,305,305,0,0,0
130315,0.035,0.326,9.810,-0.010,-1.190,-51.688,-18.750,0.688,0.011,-0.021,0.000,0.099,0.737,-0.104,0.660,0.000,0.000,4030,0,-5,-12,31,16.600,81.370,305,305,0,0,0
130415,0.036,0.327,9.750,0.010,-1.110,-51.250,-19.500,2.688,0.000,0.006,-0.036,0.099,0.737,-0.104,0.660,0.000,0.000,4354,0,-4,-12,31,16.600,81.370,305,305,0,0,0
130515,0.058,0.318,9.680,0.260,-0.840,-51.250,-19.062,0.250,-0.008,0.033,-0.052,0.101,0.737,-0.102,0.661,0.000,0.000,4484,0,-3,-12,31,16.590,81.370,305,305,0,0,0
130615,0.066,0.318,9.820,0.190,-1.040,-51.688,-19.875,1.500,-0.002,-0.012,0.016,0.102,0.737,-0.101,0.661,0.000,-0.000,4023,0,-5,-11,31,16.590,81.370,305,305,0,0,0
130715,0.058,0.313,9.870,0.120,-1.030,-50.562,-19.500,0.250,-0.007,0.041,0.024,0.102,0.736,-0.102,0.661,0.000,0.000,3978,0,-3,-12,31,16.590,81.370,305,305,0,0,0
130815,0.054,0.298,9.770,0.050,-1.010,-50.562,-19.500,-0.062,-0.017,0.110,0.004,0.102,0.734,-0.103,0.663,0.000,0.000,4135,0,-1,-14,30,16.600,81.370,305,305,0,0,0
130915,0.053,0.270,9.670,0.000,-0.800,-50.562,-19.500,-0.500,-0.003,0.089,0.010,0.102,0.731,-0.102,0.667,0.000,-0.000,4071,0,-2,-14,30,16.600,81.370,305,305,0,0,0
131015,0.047,0.248,9.870,0.150,-1.410,-50.875,-19.875,-0.750,0.008,0.069,0.014,0.102,0.729,-0.103,0.669,0.000,0.000,3993,0,-2,-14,31,16.590,81.370,305,305,0,0,0
131115,0.028,0.179,9.790,0.050,-0.420,-50.875,-19.500,-0.500,0.024,0.249,0.044,0.101,0.721,-0.102,0.678,0.000,0.000,3703,0,3,-20,31,16.590,81.370,305,305,0,0,0
131215,0.023,0.130,9.490,0.000,0.200,-51.688,-18.750,-2.500,0.000,0.057,-0.008,0.101,0.715,-0.102,0.684,0.000,0.000,4140,0,-1,-14,31,16.590,81.370,305,305,0,0,0
131315,0.032,0.138,9.750,0.120,-0.310,-50.562,-19.500,-2.750,0.000,-0.091,-0.028,0.102,0.716,-0.101,0.683,0.000,-0.000,4222,0,-5,-11,31,16.600,81.370,305,305,0,0,0
131415,0.043,0.160,9.950,0.210,-0.740,-50.875,-19.500,-2.500,-0.009,-0.027,-0.023,0.102,0.719,-0.100,0.680,0.000,-0.000,4212,0,-2,-13,31,16.600,81.370,305,305,0,0,0
131515,0.044,0.158,9.780,0.090,-0.470,-50.188,-19.500,-2.500,-0.010,0.046,0.018,0.103,0.719,-0.100,0.681,0.000,-0.000,3926,0,0,-15,31,16.600,81.370,305,305,0,0,0
131615,0.039,0.147,9.720,0.030,-0.460,-50.875,-18.750,-2.500,-0.010,0.008,0.009,0.103,0.717,-0.101,0.682,0.000,-0.000,4021,0,-2,-13,31,16.610,81.370,305,305,0,0,0
131715,0.039,0.146,9.760,0.000,-0.430,-51.688,-19.062,-2.750,-0.001,0.004,-0.011,0.103,0.717,-0.101,0.682,0.000,-0.000,4169,0,-2,-14,31,16.610,81.370,305,305,0,0,0
131815,0.040,0.147,9.780,0.000,-0.550,-51.250,-19.500,-2.750,0.008,-0.003,0.000,0.103,0.717,-0.101,0.682,0.000,-0.000,4057,0,-3,-14,31,16.610,81.370,305,305,0,0,0
131915,0.041,0.147,9.770,0.070,-0.440,-51.688,-19.500,-2.500,0.007,-0.009,-0.017,0.103,0.717,-0.101,0.682,0.000,-0.000,4204,0,-3,-13,31,16.610,81.370,305,305,0,0,0
132015,0.043,0.150,9.800,0.120,-0.400,-50.875,-19.875,-1.250,0.011,0.001,0.016,0.103,0.718,-0.100,0.681,0.000,-0.000,3934,0,-3,-14,31,16.610,81.370,305,305,0,0,0
132115,0.039,0.149,9.760,0.010,-0.380,-50.875,-19.875,-2.750,0.004,0.006,-0.008,0.102,0.717,-0.100,0.682,0.000,-0.000,4163,0,-3,-13,31,16.610,81.370,305,305,0,0,0
132215,0.046,0.150,9.720,0.120,-0.500,-51.250,-19.062,-2.500,-0.008,-0.042,0.000,0.103,0.718,-0.100,0.681,0.000,-0.000,4054,0,-4,-12,31,16.610,81.370,305,305,0,0,0
132315,0.045,0.158,9.870,0.060,-0.600,-50.562,-20.250,-1.688,0.000,0.020,-0.003,0.102,0.719,-0.100,0.681,0.000,-0.000,4111,0,-2,-14,31,16.610,81.370,305,305,0,0,0
132415,0.043,0.152,9.760,0.100,-0.510,-51.250,-19.062,-3.188,0.006,0.022,0.022,0.102,0.718,-0.100,0.681,0.000,-0.000,3886,0,-3,-14,31,16.610,81.370,305,305,0,0,0
132515,0.036,0.148,9.750,0.050,-0.420,-50.875,-19.875,-2.750,0.008,-0.004,0.001,0.102,0.717,-0.101,0.682,0.000,-0.000,4098,0,-3,-12,31,16.600,81.370,305,305,0,0,0
132615,0.036,0.150,9.790,0.060,-0.490,-50.875,-19.500,-2.000,0.007,-0.022,0.003,0.102,0.718,-0.101,0.682,0.000,-0.000,4022,0,-4,-12,31,16.600,81.370,305,305,0,0,0
132715,0.036,0.152,9.790,0.050,-0.460,-52.062,-19.500,-1.688,0.000,0.011,0.000,0.102,0.718,-0.101,0.681,0.000,-0.000,4079,0,-3,-13,31,16.600,81.370,305,305,0,0,0
132815,0.034,0.151,9.760,0.040,-0.370,-50.875,-19.062,-2.500,0.000,0.000,0.002,0.102,0.718,-0.101,0.682,0.000,-0.000,4074,0,-3,-12,31,16.600,81.370,305,305,0,0,0
132915,0.034,0.153,9.800,0.060,-0.460,-51.250,-19.500,-2.000,-0.001,-0.008,-0.006,0.102,0.718,-0.101,0.681,0.000,-0.000,4106,0,-4,-12,30,16.610,81.370,305,305,0,0,0
133015,0.035,0.154,9.740,0.020,-0.560,-51.250,-19.062,-2.000,-0.002,-0.011,0.000,0.102,0.718,-0.101,0.681,0.000,-0.000,4023,0,-4,-12,30,16.610,81.370,305,305,0,0,0
133115,0.036,0.154,9.820,0.000,-0.580,-51.250,-19.500,-1.688,0.013,0.014,-0.020,0.102,0.718,-0.101,0.681,0.000,-0.000,4283,0,-3,-13,30,16.610,81.370,305,305,0,0,0
133215,0.045,0.149,9.740,0.120,-0.480,-51.688,-18.375,-2.750,0.000,-0.007,0.000,0.103,0.718,-0.100,0.682,0.000,-0.000,4030,0,-4,-12,31,16.610,81.370,305,305,0,0,0
133315,0.047,0.152,9.770,0.020,-0.490,-51.250,-19.062,-3.188,-0.001,-0.017,-0.021,0.103,0.718,-0.100,0.681,0.000,-0.000,4278,0,-4,-11,31,16.610,81.370,305,305,0,0,0
133415,0.054,0.154,9.820,0.130,-0.480,-50.562,-19.875,-2.500,-0.001,0.002,-0.004,0.103,0.718,-0.099,0.681,0.000,-0.000,4128,0,-4,-12,31,16.610,81.370,305,305,0,0,0
133515,0.053,0.144,9.810,0.060,-0.370,-52.062,-18.750,-1.250,0.017,0.081,0.009,0.103,0.717,-0.099,0.682,0.000,-0.000,4071,0,-2,-15,30,16.610,81.370,305,305,0,0,0
133615,0.059,0.132,9.720,0.220,-0.360,-50.562,-19.500,-2.750,0.000,0.019,-0.028,0.104,0.716,-0.098,0.684,0.000,-0.000,4373,0,-3,-12,30,16.610,81.370,305,305,0,0,0
133715,0.064,0.134,9.770,0.240,-0.340,-50.875,-19.062,-2.500,0.000,-0.030,-0.001,0.104,0.716,-0.097,0.683,0.000,-0.000,4152,0,-5,-11,30,16.610,81.370,305,305,0,0,0
133815,0.059,0.142,9.850,0.070,-0.540,-50.875,-19.875,-3.188,0.000,-0.017,0.028,0.103,0.717,-0.098,0.682,0.000,-0.000,3934,0,-5,-11,30,16.610,81.370,305,305,0,0,0
133915,0.055,0.143,9.830,0.070,-0.540,-50.875,-19.062,-4.000,-0.012,0.010,-0.012,0.103,0.717,-0.098,0.682,0.000,-0.000,4277,0,-4,-12,31,16.590,81.370,305,305,0,0,0
134015,0.060,0.138,9.750,0.160,-0.460,-50.188,-18.750,-1.688,-0.002,0.007,0.004,0.104,0.716,-0.098,0.683,0.000,-0.000,4093,0,-4,-12,31,16.590,81.370,305,305,0,0,0
134115,0.057,0.134,9.770,0.080,-0.220,-50.562,-20.250,-2.500,0.014,0.004,0.000,0.104,0.716,-0.098,0.683,0.000,-0.000,4178,0,-5,-12,31,16.590,81.370,305,305,0,0,0
134215,0.057,0.135,9.850,0.090,-0.430,-50.875,-19.500,-2.750,0.002,0.019,-0.001,0.103,0.716,-0.098,0.683,0.000,-0.000,4176,0,-4,-12,31,16.600,81.370,305,305,0,0,0
134315,0.057,0.128,9.730,0.220,-0.300,-51.250,-19.875,-3.188,-0.004,0.017,0.012,0.103,0.715,-0.098,0.684,0.000,-0.000,4043,0,-4,-12,31,16.600,81.370,305,305,0,0,0
134415,0.054,0.130,9.780,0.040,-0.350,-51.250,-19.875,-2.000,-0.008,-0.017,-0.009,0.103,0.716,-0.098,0.684,0.000,-0.000,4245,0,-5,-11,31,16.600,81.370,305,305,0,0,0
134515,0.060,0.133,9.870,0.200,-0.340,-50.875,-18.750,-3.188,-0.012,0.016,-0.020,0.104,0.716,-0.098,0.683,0.000,-0.000,4308,0,-4,-11,31,16.600,81.370,305,305,0,0,0
134615,0.059,0.132,9.770,0.020,-0.600,-50.562,-19.500,-2.500,0.000,0.014,0.022,0.104,0.716,-0.098,0.683,0.000,-0.000,3964,0,-4,-12,31,16.600,81.370,305,305,0,0,0
134715,0.056,0.126,9.740,0.130,-0.470,-51.250,-19.875,-2.750,-0.001,0.016,-0.002,0.104,0.715,-0.099,0.684,0.000,-0.000,4159,0,-4,-11,31,16.600,81.370,305,305,0,0,0
134815,0.053,0.121,9.780,0.010,-0.260,-50.562,-19.500,-3.188,0.016,0.000,0.004,0.104,0.714,-0.098,0.685,0.000,-0.000,4122,0,-5,-11,31,16.600,81.370,305,305,0,0,0
134915,0.059,0.117,9.830,0.180,-0.260,-51.250,-18.375,-2.750,0.014,0.019,-0.026,0.104,0.714,-0.098,0.685,0.000,-0.000,4351,0,-5,-12,31,16.600,81.370,305,305,0,0,0
135015,0.062,0.116,9.750,0.200,-0.370,-50.562,-20.250,-2.500,0.000,-0.032,0.008,0.104,0.714,-0.097,0.685,0.000,-0.000,4081,0,-6,-10,31,16.600,81.370,305,305,0,0,0
135115,0.062,0.127,9.730,0.000,-0.570,-51.250,-20.250,-2.000,-0.016,-0.048,-0.018,0.104,0.715,-0.098,0.684,0.000,-0.000,4356,0,-6,-9,31,16.600,81.370,305,305,0,0,0
135215,0.071,0.134,9.870,0.210,-0.150,-51.688,-20.250,-2.000,-0.002,-0.043,-0.014,0.105,0.716,-0.097,0.683,0.000,-0.000,4283,0,-7,-9,31,16.600,81.370,305,305,0,0,0
135315,0.065,0.159,9.900,-0.080,-1.210,-51.688,-19.062,-2.000,0.000,0.007,0.019,0.104,0.719,-0.098,0.680,0.000,-0.000,4262,0,-3,-13,31,16.600,81.370,305,305,0,0,0
135415,0.080,0.143,9.810,0.520,-0.700,-51.688,-19.500,-2.000,0.000,0.042,-0.046,0.106,0.717,-0.097,0.682,0.000,-0.000,4557,0,-5,-11,31,16.600,81.370,305,305,0,0,0
135515,0.083,0.118,9.750,-0.020,-0.150,-51.250,-19.875,-2.750,-0.008,0.079,0.013,0.106,0.714,-0.096,0.685,0.000,-0.000,4142,0,-3,-12,31,16.600,81.370,305,305,0,0,0
135615,0.085,0.107,9.690,0.210,-0.170,-50.875,-20.250,-4.000,0.000,-0.002,-0.007,0.107,0.713,-0.096,0.686,0.000,-0.000,4283,0,-6,-10,31,16.600,81.370,305,305,0,0,0
135715,0.084,0.114,9.840,0.090,-0.540,-50.562,-20.250,-2.000,0.002,-0.052,-0.014,0.107,0.714,-0.096,0.685,0.000,-0.000,4389,0,-7,-9,31,16.600,81.370,305,305,0,0,0
135815,0.090,0.118,9.840,0.310,-0.560,-50.188,-20.250,-2.500,-0.004,0.003,-0.001,0.107,0.714,-0.096,0.685,0.000,-0.000,4272,0,-5,-10,31,16.600,81.370,305,305,0,0,0
135915,0.087,0.112,9.710,0.080,-0.300,-50.875,-20.250,-2.375,0.004,0.008,0.011,0.107,0.714,-0.096,0.685,0.000,-0.000,4222,0,-6,-11,31,16.600,81.370,305,305,0,0,0
136015,0.087,0.112,9.840,0.240,-0.390,-50.188,-19.500,-2.500,-0.001,0.004,-0.007,0.107,0.714,-0.096,0.685,0.000,-0.000,4343,0,-5,-10,31,16.600,81.370,305,305,0,0,0
