Timestamp,r_ref,q_ref,curr_ax,curr_ay,curr_az,curr_mx,curr_my,curr_mz,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
99715,0.122,-0.190,9.550,-0.250,4.840,-47.500,-7.062,-23.500,-0.012,0.903,0.076,0.446,0.554,-0.402,0.577,0.000,0.002,3822,0,42,-48,30,16.610,81.370,305,305,0,0,0
99815,0.138,-0.110,9.930,0.350,-0.730,-47.500,-7.875,-24.250,0.057,-0.564,-0.059,0.440,0.565,-0.407,0.568,0.000,0.001,4715,0,-5,-7,30,16.610,81.370,305,305,0,0,0
99915,0.134,0.090,9.380,0.130,0.740,-47.062,-7.875,-21.875,-0.058,-1.184,0.047,0.426,0.582,-0.420,0.551,0.000,-0.000,4128,0,-25,23,30,16.620,81.370,305,305,0,0,0
100015,0.138,0.437,9.620,-0.040,-10.380,-49.688,-7.875,-16.000,-0.020,-0.454,-0.040,0.403,0.612,-0.445,0.515,0.000,0.005,4824,0,-4,-3,30,16.620,81.370,305,305,0,0,0
100115,0.145,0.018,8.970,0.040,6.940,-48.188,-7.875,-17.875,0.096,2.078,-0.011,0.432,0.576,-0.414,0.562,0.000,0.000,4817,0,39,-54,30,16.620,81.370,305,305,0,0,0
100215,0.152,0.058,9.780,0.350,-0.360,-47.500,-7.062,-23.062,-0.047,-1.703,0.001,0.430,0.580,-0.416,0.553,0.000,-0.000,4543,0,-51,47,30,16.620,81.370,305,305,0,0,0
100315,0.130,0.260,9.530,0.030,-5.770,-50.062,-8.562,-17.875,-0.062,0.700,0.114,0.415,0.596,-0.433,0.533,0.000,0.001,3593,0,34,-39,30,16.610,81.370,305,305,0,0,0
100415,0.113,0.069,9.700,-0.180,-0.120,-49.375,-7.500,-21.062,0.000,-0.623,-0.034,0.430,0.576,-0.424,0.551,0.000,-0.000,5096,0,-26,15,30,16.610,81.370,305,305,0,0,0
100515,0.125,0.052,9.430,0.430,2.300,-48.562,-7.875,-20.250,-0.021,0.668,0.027,0.433,0.574,-0.423,0.551,0.000,-0.000,4181,0,28,-33,30,16.610,81.370,305,305,0,0,0
100615,0.118,0.037,10.020,0.220,-0.820,-49.375,-5.250,-20.688,0.043,0.028,-0.018,0.435,0.572,-0.424,0.552,0.000,-0.000,4628,0,5,-16,30,16.580,81.370,305,305,0,0,0
100715,0.118,0.005,9.850,0.110,-0.010,-49.562,-8.250,-21.500,0.012,0.066,0.018,0.435,0.570,-0.420,0.556,0.000,0.000,4299,0,8,-16,30,16.580,81.370,305,305,0,0,0
100815,0.114,-0.002,9.800,0.160,-0.090,-49.562,-8.250,-21.875,0.038,0.027,-0.033,0.435,0.569,-0.419,0.558,0.000,0.000,4660,0,6,-16,30,16.580,81.370,305,305,0,0,0
100915,0.114,-0.008,9.790,0.100,0.220,-49.562,-8.562,-21.875,0.020,0.029,-0.002,0.435,0.569,-0.418,0.559,0.000,0.000,4395,0,7,-16,30,16.610,81.370,305,305,0,0,0
101015,0.113,-0.012,9.760,0.190,-0.890,-48.875,-9.000,-21.875,0.010,0.107,0.017,0.434,0.570,-0.416,0.560,0.000,0.000,4270,0,11,-19,30,16.610,81.370,305,305,0,0,0
101115,0.096,-0.069,9.800,-0.020,-0.610,-48.500,-8.250,-23.875,-0.011,0.086,0.036,0.438,0.563,-0.414,0.566,0.000,0.001,4133,0,10,-18,30,16.610,81.370,305,305,0,0,0
101215,0.094,-0.131,9.790,-0.010,0.660,-47.750,-8.250,-24.250,0.034,0.300,-0.013,0.441,0.558,-0.409,0.572,0.000,0.001,4496,0,17,-27,30,16.610,81.370,305,305,0,0,0
101315,0.102,-0.158,9.820,0.050,1.920,-46.688,-7.500,-24.250,0.012,-0.169,-0.033,0.443,0.556,-0.406,0.575,0.000,0.002,4617,0,3,-11,30,16.610,81.370,305,305,0,0,0
101415,0.110,-0.096,9.760,0.040,0.240,-47.000,-8.562,-24.250,-0.027,0.023,0.008,0.439,0.562,-0.409,0.569,0.000,0.001,4305,0,13,-18,30,16.610,81.370,305,305,0,0,0
101515,0.110,-0.087,9.790,0.120,0.100,-48.062,-8.250,-23.500,-0.014,-0.041,-0.012,0.438,0.563,-0.410,0.568,0.000,0.001,4484,0,9,-16,30,16.610,81.370,305,305,0,0,0
101615,0.110,-0.064,9.770,0.140,0.310,-48.875,-9.000,-24.250,-0.008,-0.100,0.002,0.436,0.566,-0.411,0.566,0.000,0.001,4364,0,6,-14,30,16.610,81.370,305,305,0,0,0
101715,0.107,0.006,9.740,0.200,0.910,-49.250,-7.875,-22.688,0.000,-0.507,0.018,0.430,0.574,-0.417,0.559,0.000,-0.000,4252,0,-8,0,30,16.600,81.370,305,305,0,0,0
101815,0.100,0.249,9.780,0.090,-1.950,-49.250,-8.250,-21.062,0.016,-1.190,0.000,0.413,0.594,-0.434,0.537,0.000,0.002,4397,0,-31,22,30,16.600,81.370,305,305,0,0,0
101915,0.088,0.427,9.610,0.100,-2.810,-52.562,-7.062,-15.188,-0.016,-0.198,0.042,0.398,0.610,-0.446,0.520,0.000,0.006,4000,0,-1,-5,30,16.600,81.370,305,305,0,0,0
102015,0.082,0.448,9.550,0.160,-2.280,-51.500,-8.250,-13.562,-0.022,0.068,0.016,0.396,0.612,-0.448,0.518,0.000,0.007,4165,0,2,-9,30,16.590,81.370,305,305,0,0,0
102115,0.070,0.416,9.530,0.060,-0.950,-52.562,-7.062,-15.188,0.006,0.121,0.039,0.397,0.609,-0.446,0.522,0.000,0.006,3951,0,0,-8,30,16.590,81.370,305,305,0,0,0
102215,0.056,0.390,9.570,-0.020,-1.860,-51.875,-7.500,-16.750,0.017,0.132,0.013,0.398,0.605,-0.445,0.526,0.000,0.005,4139,0,0,-9,30,16.590,81.370,305,305,0,0,0
102315,0.047,0.243,9.300,-0.410,-3.550,-50.750,-6.375,-17.188,0.046,1.266,0.022,0.409,0.592,-0.436,0.545,0.000,0.001,4299,0,42,-55,30,16.590,81.370,305,305,0,0,0
102415,0.052,-0.125,9.540,0.150,4.560,-49.250,-5.562,-23.875,0.038,0.651,-0.019,0.435,0.558,-0.410,0.576,0.000,0.001,4304,0,17,-26,30,16.600,81.370,305,305,0,0,0
102515,0.042,-0.121,10.060,0.000,0.090,-47.375,-7.500,-24.562,-0.002,-0.051,0.080,0.433,0.558,-0.410,0.577,0.000,0.001,3329,0,6,-12,30,16.600,81.370,305,305,0,0,0
102615,0.021,-0.018,9.990,-0.490,0.290,-49.250,-7.500,-24.250,-0.037,-0.794,-0.001,0.425,0.566,-0.420,0.568,0.000,0.000,4149,0,-17,10,30,16.600,81.370,305,305,0,0,0
102715,0.039,0.032,9.810,0.050,0.240,-48.875,-7.062,-21.500,0.038,0.420,-0.046,0.422,0.573,-0.421,0.562,0.000,-0.000,4391,0,21,-31,30,16.600,81.370,305,305,0,0,0
102815,0.054,0.105,9.890,0.050,-2.690,-49.562,-6.375,-23.062,-0.038,-0.496,-0.034,0.419,0.579,-0.426,0.554,0.000,0.000,4332,0,-9,4,30,16.590,81.370,305,305,0,0,0
102915,0.055,0.097,9.460,0.220,-0.150,-50.000,-7.062,-20.688,-0.011,-0.014,0.023,0.420,0.579,-0.426,0.555,0.000,0.000,3881,0,4,-11,30,16.590,81.370,305,305,0,0,0
103015,0.047,0.083,9.710,0.000,-0.110,-51.062,-6.750,-21.062,0.012,0.104,0.021,0.420,0.577,-0.425,0.556,0.000,0.000,3953,0,7,-15,30,16.590,81.370,305,305,0,0,0
103115,0.041,0.061,9.840,-0.050,-0.050,-50.750,-7.062,-21.875,0.029,0.068,-0.004,0.421,0.575,-0.424,0.559,0.000,0.000,4148,0,5,-14,30,16.590,81.370,305,305,0,0,0
103215,0.040,0.046,9.910,0.060,-0.510,-49.250,-7.500,-22.688,0.017,0.110,0.000,0.422,0.574,-0.422,0.561,0.000,0.000,4054,0,8,-16,30,16.600,81.370,305,305,0,0,0
103315,0.038,0.010,9.820,0.000,0.530,-50.000,-7.062,-21.500,-0.076,0.069,0.000,0.424,0.570,-0.421,0.564,0.000,-0.000,4069,0,9,-11,30,16.600,81.370,305,305,0,0,0
103415,0.012,-0.008,9.890,0.400,0.160,-48.875,-6.750,-23.875,-0.799,0.174,0.172,0.433,0.560,-0.430,0.561,0.000,-0.000,1748,0,38,7,30,16.600,81.370,305,305,0,0,0
103515,-0.063,-0.045,9.680,-0.840,-0.370,-49.250,-3.750,-24.250,-1.100,0.116,0.133,0.463,0.526,-0.464,0.542,0.000,-0.000,2387,0,32,6,30,16.590,81.370,305,305,0,0,0
103615,-0.119,-0.110,9.920,-1.000,1.120,-46.250,-0.750,-26.562,1.148,0.158,0.191,0.463,0.517,-0.462,0.552,0.000,0.000,0,1517,-33,-64,30,16.590,81.370,305,305,0,0,0
103715,-0.103,-0.108,9.790,0.350,-0.890,-48.500,-3.000,-25.500,1.451,-0.078,-0.186,0.422,0.552,-0.421,0.583,0.000,0.000,5029,0,-24,-44,30,16.590,81.370,305,305,0,0,0
103815,-0.046,-0.140,9.250,0.980,1.700,-48.875,-6.750,-25.500,-1.310,-0.239,-0.118,0.433,0.548,-0.420,0.579,0.000,0.001,4081,0,51,45,30,16.590,81.370,305,305,0,0,0
103915,-0.071,-0.053,10.120,-1.210,-0.630,-49.250,-4.500,-25.500,-0.049,0.138,0.090,0.456,0.530,-0.458,0.549,0.000,-0.000,1770,0,2,-36,30,16.600,81.370,305,305,0,0,0
104015,-0.110,-0.056,9.860,0.300,-0.610,-48.875,-2.688,-24.375,0.278,-0.070,0.148,0.448,0.533,-0.454,0.556,0.000,-0.000,0,1176,-3,-22,30,16.600,81.370,305,305,0,0,0
104115,-0.145,-0.066,9.830,-0.890,0.590,-50.000,-2.000,-24.375,-0.060,-0.036,-0.033,0.446,0.530,-0.456,0.558,0.000,-0.000,3318,0,9,-11,30,16.600,81.370,305,305,0,0,0
104215,-0.096,-0.027,9.570,-0.180,-1.030,-49.250,-3.500,-24.688,0.301,-0.078,-0.121,0.441,0.542,-0.449,0.557,0.000,-0.000,3782,0,-1,-21,30,16.600,81.370,305,305,0,0,0
104315,-0.074,-0.105,9.580,-0.050,2.440,-50.000,-4.188,-24.688,0.077,0.342,-0.041,0.444,0.538,-0.439,0.566,0.000,0.000,3137,0,18,-25,30,16.600,81.370,305,305,0,0,0
104415,-0.046,-0.113,9.920,0.040,-0.080,-48.062,-5.000,-25.500,0.104,0.168,-0.066,0.446,0.540,-0.436,0.566,0.000,0.000,3553,0,11,-25,30,16.600,81.370,305,305,0,0,0
104515,-0.013,-0.128,9.990,0.620,-0.450,-48.875,-3.875,-24.688,0.722,-0.012,-0.087,0.436,0.550,-0.419,0.575,0.000,0.001,4020,0,-15,-40,30,16.600,81.370,305,305,0,0,0
104615,0.049,-0.130,10.060,1.610,-0.600,-48.500,-7.562,-25.875,1.243,-0.021,-0.117,0.412,0.573,-0.388,0.593,0.000,0.001,4499,0,-22,-47,30,16.600,81.370,305,305,0,0,0
104715,0.054,-0.156,9.870,1.410,-0.700,-49.562,-11.000,-23.188,1.114,0.347,0.250,0.378,0.592,-0.351,0.619,0.000,0.001,0,2250,-1,-51,30,16.600,81.370,305,305,0,0,0
104815,-0.011,-0.228,9.250,-0.440,-0.730,-50.000,-12.375,-23.188,0.933,0.253,0.264,0.343,0.599,-0.320,0.650,0.000,0.001,0,1771,6,-44,30,16.600,81.370,305,305,0,0,0
104915,-0.116,-0.397,9.140,-1.780,3.410,-48.500,-13.250,-23.500,0.568,0.411,0.307,0.326,0.585,-0.303,0.678,0.000,0.002,0,2970,12,-43,30,16.600,81.370,305,305,0,0,0
105015,-0.124,-0.440,9.300,-0.660,1.340,-50.000,-12.250,-22.750,0.536,0.294,-0.050,0.305,0.589,-0.282,0.693,0.000,0.003,3653,0,14,-44,30,16.600,81.370,305,305,0,0,0
105115,-0.065,-0.517,10.020,0.190,3.230,-49.188,-14.000,-23.375,0.233,-0.022,-0.147,0.299,0.588,-0.261,0.705,0.000,0.005,3826,0,10,-26,30,16.600,81.370,305,305,0,0,0
105215,-0.065,-0.525,9.880,-0.570,2.710,-49.188,-15.188,-23.375,0.153,-0.072,0.130,0.291,0.590,-0.254,0.709,0.000,0.005,0,2034,13,-29,30,16.610,81.370,305,305,0,0,0
105315,-0.109,-0.470,9.740,-1.030,1.610,-49.875,-15.688,-21.875,0.234,-0.266,0.097,0.273,0.599,-0.250,0.710,0.000,0.003,0,318,4,-27,30,16.610,81.370,305,305,0,0,0
105415,-0.106,-0.405,9.820,-0.610,1.120,-51.000,-14.500,-19.875,0.230,-0.137,-0.024,0.259,0.611,-0.243,0.707,0.000,0.002,2767,0,10,-31,30,16.610,81.370,305,305,0,0,0
105515,-0.073,-0.368,9.790,-0.480,1.550,-51.000,-15.250,-18.750,0.114,-0.217,-0.120,0.252,0.620,-0.234,0.706,0.000,0.002,3513,0,7,-23,30,16.610,81.370,305,305,0,0,0
105615,-0.024,-0.310,9.760,0.000,0.960,-51.375,-16.875,-17.562,0.078,-0.083,-0.067,0.246,0.630,-0.226,0.701,0.000,0.002,2947,0,12,-27,30,16.610,81.370,305,305,0,0,0
105715,-0.014,-0.286,9.660,-0.240,1.230,-51.375,-16.500,-17.062,0.121,-0.179,0.014,0.240,0.635,-0.220,0.700,0.000,0.001,2228,0,5,-23,30,16.610,81.370,305,305,0,0,0
105815,-0.025,-0.265,10.190,-0.790,2.890,-51.750,-18.000,-16.375,0.113,-0.111,0.010,0.232,0.640,-0.216,0.700,0.000,0.001,2579,0,7,-25,30,16.610,81.370,305,305,0,0,0
105915,-0.027,-0.140,10.160,-0.130,0.510,-52.875,-17.250,-14.375,0.084,-0.426,0.072,0.220,0.656,-0.214,0.689,0.000,0.000,1053,0,-1,-14,30,16.600,81.370,305,305,0,0,0
106015,-0.027,0.047,9.750,-0.430,0.190,-52.875,-18.000,-12.000,0.138,-0.907,-0.117,0.209,0.679,-0.217,0.670,0.000,0.000,3964,0,-23,1,30,16.600,81.370,305,305,0,0,0
106115,-0.026,0.238,9.060,-0.930,-1.390,-53.250,-18.750,-8.875,0.056,-0.448,0.106,0.197,0.702,-0.218,0.649,0.000,0.001,0,1537,-7,-7,30,16.600,81.370,305,305,0,0,0
106215,0.000,0.367,9.620,-0.730,-1.820,-52.375,-19.500,-5.688,0.114,-0.119,-0.077,0.191,0.717,-0.216,0.634,0.000,0.002,3373,0,-3,-18,30,16.600,81.370,305,305,0,0,0
106315,0.069,0.364,9.690,-0.210,-1.380,-52.062,-19.062,-5.250,0.151,0.037,-0.327,0.191,0.721,-0.204,0.635,0.000,0.001,5616,0,-3,-17,30,16.620,81.370,305,305,0,0,0
106415,0.191,0.332,9.030,1.390,-1.050,-50.562,-21.000,-5.250,-0.052,0.164,-0.248,0.200,0.721,-0.190,0.636,0.000,-0.001,5284,0,6,-14,30,16.620,81.370,305,305,0,0,0
106515,0.203,0.305,9.500,1.010,0.770,-50.250,-22.875,-5.688,-0.177,0.078,0.186,0.204,0.717,-0.190,0.638,0.000,-0.001,1319,0,5,-10,30,16.620,81.370,305,305,0,0,0
106615,0.115,0.422,9.750,-0.860,-0.810,-50.688,-21.375,-5.188,0.164,-0.617,0.136,0.194,0.728,-0.202,0.626,0.000,0.001,3154,0,-30,0,30,16.620,81.370,305,305,0,0,0
106715,0.118,0.553,8.790,-0.960,-3.180,-50.250,-20.562,-0.500,0.077,0.047,-0.034,0.179,0.745,-0.193,0.613,0.000,0.002,4175,0,0,-13,30,16.610,81.370,305,305,0,0,0
106815,0.150,0.462,9.570,0.570,-1.670,-50.250,-20.562,-2.750,-0.022,0.589,-0.047,0.182,0.737,-0.185,0.624,0.000,0.000,4283,0,15,-24,30,16.610,81.370,305,305,0,0,0
106915,0.136,0.357,9.500,0.280,-0.900,-50.250,-21.375,-4.375,-0.076,0.141,0.119,0.187,0.724,-0.186,0.637,0.000,-0.000,2971,0,-1,-9,30,16.610,81.370,305,305,0,0,0
107015,0.103,0.340,10.020,-0.180,-0.750,-50.688,-21.375,-3.688,0.136,0.074,0.140,0.178,0.723,-0.182,0.642,0.000,0.000,2597,0,-5,-15,30,16.610,81.370,305,305,0,0,0
107115,0.088,0.365,9.480,0.770,-0.250,-51.375,-20.562,-5.188,0.162,-0.147,-0.047,0.174,0.727,-0.181,0.639,0.000,0.001,4501,0,-14,-10,30,16.610,81.370,305,305,0,0,0
107215,0.047,0.437,9.680,-0.100,-2.290,-50.688,-20.562,-2.500,0.157,-0.214,0.130,0.163,0.735,-0.180,0.633,0.000,0.002,2406,0,-15,-7,30,16.610,81.370,305,305,0,0,0
107315,-0.022,0.417,9.240,-1.460,-1.150,-51.000,-20.250,-2.000,0.312,0.103,0.000,0.146,0.734,-0.172,0.640,0.000,0.003,3748,0,-10,-18,30,16.610,81.370,305,305,0,0,0
107415,-0.002,0.377,9.540,-0.600,-0.930,-50.250,-20.250,-2.500,0.270,0.101,-0.101,0.140,0.733,-0.160,0.646,0.000,0.002,4240,0,-9,-16,30,16.610,81.370,305,305,0,0,0
107515,-0.011,0.364,9.610,1.040,-1.610,-50.250,-19.500,-2.750,0.241,0.121,-0.006,0.131,0.734,-0.150,0.650,0.000,0.002,3371,0,-6,-17,30,16.610,81.370,305,305,0,0,0
107615,-0.054,0.228,9.650,-0.430,-0.700,-50.250,-19.062,-2.750,0.152,0.664,0.082,0.124,0.717,-0.143,0.671,0.000,0.001,2312,0,12,-34,30,16.610,81.370,305,305,0,0,0
107715,-0.103,0.060,10.510,-0.330,0.350,-50.688,-19.500,-6.000,0.183,0.331,0.171,0.118,0.701,-0.139,0.690,0.000,0.000,0,1846,1,-24,30,16.610,81.370,305,305,0,0,0
107815,-0.143,-0.053,9.620,-0.560,0.980,-49.875,-18.750,-6.750,0.297,0.469,0.042,0.106,0.689,-0.128,0.706,0.000,-0.000,2041,0,9,-35,30,16.610,81.370,305,305,0,0,0
107915,-0.161,-0.149,9.070,-1.170,2.190,-48.375,-18.375,-10.000,0.057,0.112,0.003,0.103,0.678,-0.125,0.717,0.000,-0.001,2430,0,2,-17,30,16.610,81.370,305,305,0,0,0
108015,-0.108,-0.090,9.390,-0.610,0.000,-48.000,-18.375,-8.000,0.016,-0.330,-0.240,0.105,0.686,-0.121,0.710,0.000,-0.000,4601,0,-7,-9,30,16.600,81.370,305,305,0,0,0
108115,-0.007,-0.052,10.060,0.380,-0.110,-48.750,-18.375,-7.562,0.116,0.008,-0.173,0.110,0.692,-0.110,0.705,0.000,0.000,4062,0,2,-23,30,16.600,81.370,305,305,0,0,0
108215,-0.001,-0.065,10.170,0.100,0.470,-48.375,-20.562,-6.375,0.161,-0.050,0.103,0.106,0.692,-0.104,0.707,0.000,0.000,618,0,-4,-20,30,16.600,81.370,305,305,0,0,0
108315,-0.033,-0.033,9.590,-0.540,-0.260,-49.188,-19.500,-6.375,0.134,-0.074,0.041,0.097,0.696,-0.102,0.704,0.000,-0.000,2685,0,-2,-20,30,16.600,81.370,305,305,0,0,0
