Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
67114,-0.329,-0.029,0.130,0.052,0.077,-0.001,0.487,-0.550,-0.439,-0.517,0.000,-0.000,0,5003,4,-3,0,0.000,0.000,0,0,0,0,0
67214,-0.315,-0.046,-0.050,-0.066,0.039,0.033,0.487,-0.549,-0.437,-0.520,0.000,-0.001,0,5142,6,0,0,0.000,0.000,0,0,0,0,0
67313,-0.262,-0.049,-0.010,-0.032,0.116,0.020,0.482,-0.547,-0.439,-0.525,0.000,-0.001,0,4767,7,-6,0,0.000,0.000,0,0,0,0,0
67413,-0.225,-0.083,0.010,-0.041,0.152,0.046,0.482,-0.542,-0.439,-0.531,0.000,-0.001,0,4924,9,-7,0,0.000,0.000,0,0,0,0,0
67513,-0.241,-0.183,-0.060,-0.048,0.423,0.026,0.489,-0.534,-0.429,-0.540,0.000,-0.003,0,5017,18,-16,0,0.000,0.000,305,305,0,0,0
67613,-0.243,-0.256,0.120,0.026,-0.068,-0.022,0.495,-0.528,-0.423,-0.546,0.000,-0.006,0,4754,1,-3,0,0.000,0.000,305,305,0,0,0
67713,-0.217,-0.086,0.030,0.063,-0.441,-0.033,0.483,-0.540,-0.441,-0.530,0.000,-0.001,0,4747,-6,4,0,0.000,0.000,305,305,0,0,0
67813,-0.214,-0.098,-0.180,-0.011,0.091,0.007,0.484,-0.538,-0.441,-0.531,0.000,-0.001,0,4942,9,-7,0,0.000,0.000,305,305,0,0,0
67913,-0.215,-0.088,0.090,-0.002,-0.032,0.011,0.485,-0.538,-0.443,-0.529,0.000,-0.001,0,4972,4,-3,0,0.000,0.000,305,305,0,0,0
68013,-0.222,-0.019,-0.050,-0.006,-0.306,0.006,0.480,-0.545,-0.447,-0.522,0.000,-0.000,0,4885,-5,5,0,0.000,0.000,305,305,0,0,0
68113,-0.208,0.050,0.050,0.000,-0.079,0.010,0.475,-0.549,-0.455,-0.516,0.000,0.000,0,4834,2,-1,0,0.000,0.000,305,305,0,0,0
68213,-0.204,0.043,-0.020,0.003,0.013,0.000,0.476,-0.547,-0.456,-0.516,0.000,0.000,0,4807,2,-2,0,0.000,0.000,305,305,0,0,0
68313,-0.180,0.041,-0.030,-0.009,-0.029,0.004,0.475,-0.546,-0.457,-0.517,0.000,0.000,0,4677,1,0,0,0.000,0.000,305,305,0,0,0
68413,-0.181,0.022,-0.180,-0.010,0.123,0.016,0.477,-0.544,-0.456,-0.519,0.000,0.000,0,4805,6,-5,0,0.000,0.000,305,305,0,0,0
68513,-0.182,0.037,-0.010,0.000,-0.068,-0.006,0.475,-0.546,-0.457,-0.518,0.000,0.000,0,4654,0,0,0,0.000,0.000,305,305,0,0,0
68613,-0.181,0.025,0.030,-0.026,0.060,0.020,0.476,-0.544,-0.456,-0.519,0.000,0.000,0,4847,5,-3,0,0.000,0.000,305,305,0,0,0
68713,-0.172,0.014,-0.030,-0.010,0.037,0.003,0.476,-0.543,-0.455,-0.521,0.000,0.000,0,4630,4,-3,29,16.320,77.750,305,305,0,0,0
68813,-0.161,0.021,-0.120,-0.006,-0.097,-0.009,0.475,-0.543,-0.457,-0.520,0.000,0.000,0,4509,-1,1,29,16.320,77.750,305,305,0,0,0
68913,-0.148,0.056,0.000,0.014,-0.073,-0.019,0.474,-0.543,-0.463,-0.516,0.000,0.000,0,4471,0,0,29,16.320,77.750,305,305,0,0,0
69013,-0.155,0.020,-0.020,-0.031,0.251,0.024,0.477,-0.541,-0.459,-0.519,0.000,0.000,0,4746,11,-9,29,16.340,77.750,305,305,0,0,0
69113,-0.155,0.050,0.060,-0.011,-0.360,-0.009,0.474,-0.543,-0.462,-0.516,0.000,0.000,0,4526,-10,11,29,16.340,77.750,305,305,0,0,0
69214,-0.157,0.078,-0.240,-0.028,0.212,0.033,0.472,-0.546,-0.464,-0.514,0.000,0.000,0,4869,11,-8,29,16.340,77.750,305,305,0,0,0
69314,-0.163,0.065,0.030,0.041,-0.040,-0.030,0.473,-0.545,-0.462,-0.515,0.000,0.000,0,4343,-2,-1,29,16.340,77.750,305,305,0,0,0
69414,-0.160,0.039,0.000,-0.034,0.039,0.026,0.476,-0.543,-0.460,-0.517,0.000,0.000,0,4840,3,0,29,16.330,77.750,305,305,0,0,0
69514,-0.159,0.065,-0.030,0.036,-0.083,-0.029,0.473,-0.545,-0.462,-0.515,0.000,0.000,0,4388,-2,0,29,16.330,77.750,305,305,0,0,0
69614,-0.161,0.019,-0.240,-0.009,0.367,0.010,0.477,-0.541,-0.459,-0.519,0.000,0.000,0,4685,13,-12,29,16.330,77.750,305,305,0,0,0
69714,-0.158,-0.029,0.120,-0.003,0.127,0.003,0.481,-0.536,-0.455,-0.523,0.000,-0.000,0,4672,6,-5,29,16.330,77.750,305,305,0,0,0
69814,-0.165,-0.039,0.020,-0.021,-0.162,0.004,0.481,-0.537,-0.453,-0.524,0.000,-0.000,0,4643,-2,4,29,16.320,77.750,305,305,0,0,0
69914,-0.163,0.001,-0.030,0.021,-0.053,-0.014,0.478,-0.540,-0.457,-0.521,0.000,0.000,0,4527,1,-2,29,16.320,77.750,305,305,0,0,0
70014,-0.145,0.012,-0.010,-0.008,-0.014,0.003,0.476,-0.540,-0.459,-0.521,0.000,0.000,0,4553,3,-1,29,16.320,77.750,305,305,0,0,0
70114,-0.136,0.017,0.000,0.021,-0.034,-0.014,0.476,-0.539,-0.460,-0.521,0.000,0.000,0,4391,1,-1,29,16.330,77.750,305,305,0,0,0
70214,-0.125,0.031,-0.080,-0.002,-0.091,0.007,0.474,-0.540,-0.462,-0.520,0.000,0.000,0,4508,0,1,29,16.330,77.750,305,305,0,0,0
70314,-0.122,0.061,-0.060,-0.014,-0.062,0.006,0.471,-0.542,-0.465,-0.517,0.000,0.000,0,4470,1,1,29,16.330,77.750,305,305,0,0,0
70414,-0.115,0.073,-0.020,-0.006,0.011,0.002,0.470,-0.543,-0.466,-0.517,0.000,0.000,0,4408,2,-1,29,16.330,77.750,305,305,0,0,0
70514,-0.110,0.070,0.020,-0.002,0.001,0.002,0.470,-0.543,-0.466,-0.517,0.000,0.000,0,4395,1,0,30,16.320,77.790,305,305,0,0,0
70614,-0.105,0.070,0.000,0.010,0.014,-0.002,0.470,-0.542,-0.467,-0.518,0.000,0.000,0,4343,1,-1,30,16.320,77.790,305,305,0,0,0
70715,-0.101,0.068,-0.020,-0.001,0.008,0.001,0.469,-0.542,-0.467,-0.518,0.000,0.000,0,4362,1,0,30,16.320,77.790,305,305,0,0,0
70815,-0.097,0.068,-0.040,-0.002,-0.016,0.000,0.469,-0.542,-0.467,-0.518,0.000,0.000,0,4320,0,0,30,16.320,77.790,305,305,0,0,0
