Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
63382,0.231,0.298,0.020,0.073,0.079,-0.020,0.463,-0.506,-0.542,-0.486,0.000,0.002,3456,0,-9,5,0,0.000,0.000,0,0,0,0,0
63481,0.208,0.228,0.070,-0.013,0.066,-0.016,0.471,-0.501,-0.536,-0.490,0.000,0.001,3377,0,-5,8,0,0.000,0.000,0,0,0,0,0
63581,0.184,0.175,0.080,-0.036,-0.030,-0.022,0.477,-0.499,-0.528,-0.494,0.000,0.000,3314,0,-6,8,0,0.000,0.000,0,0,0,0,0
63681,0.151,0.133,0.100,0.000,-0.114,-0.044,0.482,-0.499,-0.523,-0.496,0.000,0.000,3463,0,-9,9,0,0.000,0.000,0,0,0,0,0
63781,0.156,0.141,0.050,0.000,-0.022,-0.029,0.480,-0.499,-0.523,-0.496,0.000,0.000,3405,0,-6,7,0,0.000,0.000,305,305,0,0,0
63881,0.132,0.121,0.070,0.028,0.020,0.012,0.482,-0.501,-0.519,-0.497,0.000,0.000,3020,0,-6,4,0,0.000,0.000,305,305,0,0,0
63981,0.117,0.094,0.020,-0.017,-0.017,0.017,0.484,-0.501,-0.514,-0.500,0.000,-0.001,2969,0,-5,9,0,0.000,0.000,305,305,0,0,0
64081,0.095,0.106,0.060,-0.124,-0.208,0.068,0.481,-0.507,-0.511,-0.501,0.000,-0.001,2385,0,-9,15,0,0.000,0.000,305,305,0,0,0
64181,0.098,0.139,-0.050,0.077,0.000,-0.059,0.478,-0.510,-0.513,-0.499,0.000,-0.002,3863,0,-8,2,0,0.000,0.000,305,305,0,0,0
64281,0.110,0.135,0.030,0.040,0.061,-0.020,0.479,-0.507,-0.515,-0.498,0.000,-0.002,3444,0,-5,4,0,0.000,0.000,305,305,0,0,0
64381,0.106,0.133,0.010,0.031,0.004,0.007,0.480,-0.507,-0.515,-0.497,0.000,-0.002,3379,0,-7,5,0,0.000,0.000,305,305,0,0,0
64481,0.098,0.137,0.010,0.019,-0.110,0.030,0.481,-0.507,-0.516,-0.496,0.000,-0.002,3094,0,-11,11,0,0.000,0.000,305,305,0,0,0
64581,0.103,0.121,0.030,0.101,0.244,-0.028,0.483,-0.503,-0.516,-0.496,0.000,-0.001,3733,0,-1,-4,0,0.000,0.000,305,305,0,0,0
64681,0.104,0.097,-0.010,-0.016,-0.103,0.009,0.486,-0.501,-0.515,-0.498,0.000,0.000,3422,0,-10,12,0,0.000,0.000,305,305,0,0,0
