Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,Current,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
113007,0.481,0.518,0.630,-0.020,-0.382,-0.037,-0.359,-0.682,0.347,-0.533,0.000,-0.002,5952,0,-30,27,0,0.000,0.000,0,0,0,0,0
113107,0.518,0.635,0.160,-0.127,-0.062,-0.082,-0.363,-0.689,0.363,-0.512,0.000,-0.000,6276,0,-11,14,0,0.000,0.000,0,0,0,0,0
113207,0.550,0.590,0.060,-0.039,0.231,-0.086,-0.377,-0.680,0.368,-0.509,0.000,-0.001,6487,0,-8,5,0,0.000,0.000,0,0,0,0,0
113307,0.571,0.550,0.000,0.056,0.098,-0.042,-0.386,-0.674,0.371,-0.509,0.000,-0.002,6291,0,-16,7,0,0.000,0.000,0,0,0,0,0
113407,0.573,0.557,-0.150,-0.039,-0.060,0.054,-0.390,-0.672,0.377,-0.505,0.000,-0.002,5753,0,-16,15,0,0.000,0.000,305,305,0,0,0
113507,0.533,0.541,0.150,-0.104,0.056,0.046,-0.394,-0.664,0.386,-0.505,0.000,-0.001,5821,0,-10,12,0,0.000,0.000,305,305,0,0,0
113607,0.522,0.490,0.680,-0.093,0.168,0.064,-0.402,-0.655,0.391,-0.507,0.000,-0.002,5686,0,-9,9,0,0.000,0.000,305,305,0,0,0
113707,0.451,0.421,0.300,-0.150,0.031,0.093,-0.406,-0.642,0.397,-0.515,0.000,-0.001,5279,0,-11,14,0,0.000,0.000,305,305,0,0,0
113808,0.457,0.437,-0.560,0.028,-0.116,-0.070,-0.407,-0.643,0.400,-0.511,0.000,-0.001,6246,0,-20,12,0,0.000,0.000,305,305,0,0,0
113908,0.474,0.442,-0.440,0.027,0.092,-0.029,-0.409,-0.643,0.400,-0.509,0.000,-0.001,5915,0,-12,7,0,0.000,0.000,305,305,0,0,0
114008,0.492,0.419,-0.160,0.060,0.130,-0.116,-0.412,-0.642,0.397,-0.511,0.000,-0.002,6500,0,-13,5,0,0.000,0.000,305,305,0,0,0
114108,0.499,0.366,0.430,-0.040,0.027,-0.139,-0.416,-0.638,0.393,-0.516,0.000,-0.002,6396,0,-12,11,0,0.000,0.000,305,305,0,0,0
114208,0.553,0.366,0.720,0.058,0.033,-0.117,-0.418,-0.641,0.388,-0.514,0.000,-0.003,6467,0,-14,8,0,0.000,0.000,305,305,0,0,0
114308,0.553,0.381,0.010,0.038,0.032,-0.047,-0.419,-0.641,0.390,-0.511,0.000,-0.003,6337,0,-14,7,0,0.000,0.000,305,305,0,0,0
114408,0.563,0.341,1.470,0.197,0.017,-0.048,-0.420,-0.639,0.385,-0.516,0.000,-0.004,6401,0,-22,5,0,0.000,0.000,305,305,0,0,0
114508,0.594,0.373,1.020,0.040,-0.006,-0.011,-0.417,-0.646,0.381,-0.513,0.000,-0.004,6116,0,-15,10,0,0.000,0.000,305,305,0,0,0
114608,0.590,0.377,-0.040,-0.047,0.026,0.027,-0.417,-0.646,0.381,-0.513,0.000,-0.004,6022,0,-13,12,31,16.040,74.690,305,305,0,0,0
114708,0.569,0.330,0.470,-0.023,0.307,0.108,-0.420,-0.640,0.382,-0.518,0.000,-0.004,5527,0,-6,2,31,16.040,74.690,305,305,0,0,0
114808,0.514,0.257,0.740,0.044,0.167,0.198,-0.421,-0.631,0.380,-0.529,0.000,-0.003,4866,0,-12,5,31,16.040,74.690,305,305,0,0,0
114908,0.506,0.221,0.460,-0.076,-0.022,-0.311,-0.423,-0.627,0.380,-0.533,0.000,-0.003,7688,0,-13,12,31,16.040,74.690,305,305,0,0,0
115009,0.651,0.222,0.130,-0.018,0.034,-0.269,-0.434,-0.633,0.370,-0.524,0.000,-0.004,7263,0,-12,7,31,16.040,74.650,305,305,0,0,0
115108,0.616,0.155,0.270,-0.076,0.121,0.128,-0.437,-0.624,0.369,-0.532,0.000,-0.003,4880,0,-6,5,31,16.040,74.650,305,305,0,0,0
115209,0.532,0.097,0.510,-0.108,0.151,0.131,-0.437,-0.614,0.373,-0.541,0.000,-0.002,5339,0,-4,5,31,16.040,74.650,305,305,0,0,0
115309,0.435,0.031,0.190,-0.034,0.110,0.124,-0.436,-0.603,0.377,-0.552,0.000,-0.001,4976,0,-6,3,31,16.040,74.650,305,305,0,0,0
115409,0.329,-0.024,0.370,0.046,0.041,0.056,-0.432,-0.592,0.381,-0.563,0.000,0.000,5189,0,-9,2,31,16.050,74.690,305,305,0,0,0
115509,0.278,-0.047,0.250,0.147,-0.076,-0.083,-0.425,-0.591,0.378,-0.572,0.000,0.001,5579,0,-14,2,31,16.050,74.690,305,305,0,0,0
115609,0.269,0.010,-0.160,0.164,-0.251,0.009,-0.411,-0.602,0.372,-0.574,0.000,-0.000,5063,0,-18,9,31,16.050,74.690,305,305,0,0,0
115709,0.243,0.110,-0.520,0.057,-0.384,0.042,-0.394,-0.616,0.372,-0.571,0.000,-0.001,4832,0,-20,18,31,16.050,74.690,305,305,0,0,0
115809,0.182,0.176,-0.560,-0.117,-0.327,-0.033,-0.383,-0.621,0.379,-0.569,0.000,-0.000,4870,0,-15,19,31,16.050,74.650,305,305,0,0,0
115909,0.167,0.249,-0.670,-0.143,-0.159,0.189,-0.378,-0.627,0.385,-0.562,0.000,0.000,2788,0,-14,15,31,16.050,74.650,305,305,0,0,0
116009,0.085,0.269,-0.920,-0.052,0.069,0.270,-0.373,-0.624,0.395,-0.562,0.000,0.002,1445,0,-12,7,31,16.050,74.650,305,305,0,0,0
116109,0.034,0.238,-1.130,0.042,0.163,-0.106,-0.370,-0.619,0.395,-0.569,0.000,0.002,5269,0,-11,4,31,16.060,74.650,305,305,0,0,0
116209,0.097,0.200,-0.810,-0.011,0.084,-0.082,-0.373,-0.621,0.384,-0.572,0.000,0.001,4632,0,-11,9,31,16.060,74.650,305,305,0,0,0
116310,0.116,0.165,-0.170,-0.050,0.210,-0.056,-0.376,-0.619,0.380,-0.575,0.000,0.000,4729,0,-6,4,31,16.060,74.650,305,305,0,0,0
116410,0.109,0.092,-0.010,0.069,0.304,-0.048,-0.378,-0.613,0.373,-0.585,0.000,-0.000,4867,0,-5,-2,31,16.060,74.650,305,305,0,0,0
116510,0.181,0.004,-0.280,-0.064,0.246,-0.237,-0.387,-0.609,0.361,-0.591,0.000,-0.000,5983,0,-2,3,31,16.060,74.690,305,305,0,0,0
116610,0.198,-0.046,-0.160,-0.042,0.067,0.104,-0.392,-0.604,0.357,-0.595,0.000,0.001,3618,0,-7,5,31,16.060,74.690,305,305,0,0,0
116710,0.156,-0.049,0.220,-0.044,-0.126,0.066,-0.389,-0.602,0.359,-0.598,0.000,0.000,4215,0,-12,10,31,16.060,74.690,305,305,0,0,0
116807,0.089,-0.066,0.000,-0.067,-0.196,-0.012,-0.386,-0.597,0.365,-0.601,0.000,0.000,4324,0,-11,10,31,16.060,74.690,305,305,0,0,0
116907,0.050,-0.045,0.040,-0.136,-0.150,-0.012,-0.383,-0.597,0.369,-0.601,0.000,0.000,4085,0,-8,11,31,16.060,74.690,305,305,0,0,0
117009,0.012,-0.044,0.000,-0.161,-0.052,0.028,-0.380,-0.595,0.373,-0.602,0.000,0.000,3504,0,-5,9,31,16.050,74.690,305,305,0,0,0
117109,-0.009,-0.048,0.070,-0.164,0.063,-0.004,-0.381,-0.592,0.377,-0.602,0.000,0.000,3995,0,-2,6,31,16.050,74.690,305,305,0,0,0
117210,-0.046,-0.094,-0.060,-0.137,0.123,-0.059,-0.382,-0.585,0.377,-0.608,0.000,0.000,4124,0,-1,3,31,16.050,74.690,305,305,0,0,0
117307,-0.036,-0.137,0.030,-0.116,0.127,-0.047,-0.385,-0.581,0.374,-0.612,0.000,0.000,3871,0,-1,2,31,16.050,74.690,305,305,0,0,0
117409,-0.060,-0.187,-0.150,-0.044,0.153,0.058,-0.386,-0.575,0.371,-0.618,0.000,0.001,2771,0,-1,-2,31,16.050,74.690,305,305,0,0,0
117507,-0.060,-0.233,-0.150,-0.044,0.130,-0.058,-0.389,-0.571,0.368,-0.623,0.000,0.001,3985,0,0,-1,31,16.050,74.690,305,305,0,0,0
117611,-0.040,-0.272,-0.070,-0.041,0.112,-0.052,-0.392,-0.568,0.363,-0.626,0.000,0.002,3778,0,1,-2,31,16.050,74.690,305,305,0,0,0
117707,-0.024,-0.303,-0.160,-0.031,0.103,-0.058,-0.394,-0.566,0.360,-0.629,0.000,0.003,3999,0,1,-3,31,16.050,74.690,305,305,0,0,0
117807,-0.028,-0.332,-0.100,-0.040,0.073,0.001,-0.395,-0.563,0.358,-0.632,0.000,0.004,3563,0,2,-2,31,16.050,74.690,305,305,0,0,0
117907,-0.040,-0.346,-0.020,-0.022,0.007,0.063,-0.394,-0.561,0.357,-0.634,0.000,0.004,2806,0,0,-2,31,16.050,74.690,305,305,0,0,0
118007,-0.069,-0.346,-0.080,0.021,-0.037,0.034,-0.391,-0.561,0.358,-0.637,0.000,0.003,3104,0,-2,-2,31,16.050,74.690,305,305,0,0,0
118107,-0.070,-0.334,-0.010,0.042,-0.084,-0.036,-0.387,-0.564,0.356,-0.637,0.000,0.003,3644,0,-3,-1,31,16.050,74.690,305,305,0,0,0
118207,-0.063,-0.312,-0.250,0.008,-0.128,-0.029,-0.382,-0.568,0.354,-0.637,0.000,0.002,3484,0,-3,1,31,16.040,74.650,305,305,0,0,0
118307,-0.076,-0.276,0.000,-0.030,-0.128,0.026,-0.379,-0.572,0.357,-0.634,0.000,0.002,2973,0,-3,2,31,16.040,74.650,305,305,0,0,0
118408,-0.108,-0.245,-0.050,0.012,-0.072,0.000,-0.371,-0.575,0.358,-0.635,0.000,0.001,3331,0,-3,-1,31,16.040,74.650,305,305,0,0,0
118507,-0.066,-0.234,-0.040,0.030,-0.032,-0.160,-0.372,-0.579,0.354,-0.633,0.000,0.001,4561,0,-3,-1,31,16.070,74.650,305,305,0,0,0
118607,-0.025,-0.234,0.000,0.004,0.012,-0.009,-0.374,-0.582,0.350,-0.632,0.000,0.002,3124,0,-1,-2,31,16.070,74.650,305,305,0,0,0
118708,-0.047,-0.247,-0.160,-0.013,0.058,0.044,-0.373,-0.580,0.351,-0.634,0.000,0.002,2910,0,1,-3,31,16.070,74.650,305,305,0,0,0
118808,-0.049,-0.267,-0.080,0.012,0.066,-0.007,-0.373,-0.578,0.348,-0.637,0.000,0.002,3310,0,1,-5,31,16.070,74.650,305,305,0,0,0
118907,-0.045,-0.288,-0.090,-0.033,0.091,-0.023,-0.374,-0.576,0.346,-0.639,0.000,0.002,3497,0,4,-4,31,16.070,74.650,305,305,0,0,0
119007,-0.059,-0.313,-0.100,-0.069,0.084,0.030,-0.375,-0.573,0.346,-0.642,0.000,0.002,2919,0,5,-4,31,16.070,74.650,305,305,0,0,0
119107,-0.071,-0.332,0.000,-0.078,0.027,0.001,-0.377,-0.569,0.348,-0.643,0.000,0.003,3102,0,4,-3,31,16.070,74.650,305,305,0,0,0
119207,-0.074,-0.332,0.000,-0.042,-0.052,-0.023,-0.379,-0.568,0.349,-0.642,0.000,0.003,3230,0,1,-2,31,16.070,74.650,305,305,0,0,0
119307,-0.070,-0.306,0.050,-0.020,-0.131,-0.008,-0.378,-0.570,0.352,-0.639,0.000,0.002,2962,0,-1,0,31,16.060,74.650,305,305,0,0,0
119407,-0.085,-0.267,-0.030,-0.003,-0.157,0.080,-0.375,-0.574,0.355,-0.635,0.000,0.001,1473,0,-3,0,31,16.060,74.650,305,305,0,0,0
119507,-0.104,-0.230,-0.130,-0.042,-0.113,-0.044,-0.372,-0.576,0.360,-0.632,0.000,0.001,3266,0,-1,1,31,16.060,74.650,305,305,0,0,0
119607,-0.086,-0.212,-0.050,-0.061,-0.003,-0.013,-0.374,-0.578,0.361,-0.629,0.000,0.001,2669,0,3,-2,31,16.070,74.690,305,305,0,0,0
119707,-0.097,-0.223,0.100,-0.099,0.099,0.000,-0.376,-0.575,0.363,-0.629,0.000,0.001,2583,0,6,-4,31,16.070,74.690,305,305,0,0,0
119807,-0.105,-0.260,-0.130,-0.087,0.132,0.014,-0.381,-0.569,0.364,-0.631,0.000,0.001,2227,0,7,-6,31,16.070,74.690,305,305,0,0,0
119907,-0.110,-0.292,0.020,-0.044,0.069,0.000,-0.384,-0.565,0.364,-0.633,0.000,0.002,2385,0,4,-5,31,16.070,74.690,305,305,0,0,0
120007,-0.109,-0.302,-0.010,-0.008,-0.003,0.009,-0.385,-0.563,0.364,-0.634,0.000,0.002,2055,0,2,-5,31,16.060,74.650,305,305,0,0,0
120107,-0.113,-0.292,0.010,-0.013,-0.073,0.032,-0.385,-0.564,0.365,-0.633,0.000,0.002,1448,0,1,-3,31,16.060,74.650,305,305,0,0,0
120207,-0.116,-0.266,0.010,-0.026,-0.106,0.002,-0.384,-0.566,0.368,-0.630,0.000,0.001,1891,0,1,-2,31,16.060,74.650,305,305,0,0,0
120307,-0.117,-0.240,-0.130,-0.004,-0.087,0.007,-0.383,-0.568,0.370,-0.627,0.000,0.001,1628,0,0,-3,31,16.070,74.650,305,305,0,0,0
120407,-0.124,-0.223,-0.020,0.014,-0.042,0.024,-0.381,-0.570,0.372,-0.626,0.000,0.001,1038,0,1,-4,31,16.070,74.650,305,305,0,0,0
120507,-0.130,-0.218,0.100,0.010,0.011,-0.041,-0.380,-0.570,0.372,-0.626,0.000,0.000,2252,0,3,-5,31,16.070,74.650,305,305,0,0,0
120607,-0.097,-0.236,-0.350,0.002,0.107,-0.059,-0.383,-0.570,0.368,-0.626,0.000,0.001,2308,0,6,-8,31,16.070,74.650,305,305,0,0,0
120707,-0.102,-0.262,0.230,-0.101,0.090,0.001,-0.386,-0.566,0.368,-0.628,0.000,0.001,1575,0,9,-4,31,16.040,74.650,305,305,0,0,0
120807,-0.097,-0.289,0.270,-0.157,0.110,-0.056,-0.391,-0.562,0.369,-0.628,0.000,0.002,2561,0,11,-5,31,16.040,74.650,305,305,0,0,0
120907,-0.056,-0.319,-0.040,-0.267,0.112,-0.137,-0.403,-0.557,0.370,-0.625,0.000,0.003,3569,0,15,-3,31,16.040,74.650,305,305,0,0,0
121007,0.001,-0.346,-0.410,-0.313,0.088,-0.106,-0.418,-0.551,0.372,-0.619,0.000,0.005,3404,0,15,-3,31,16.040,74.650,305,305,0,0,0
121107,0.018,-0.358,0.200,-0.297,0.011,-0.187,-0.429,-0.545,0.378,-0.613,0.000,0.005,4464,0,13,-2,31,16.050,74.650,305,305,0,0,0
121207,0.081,-0.365,0.130,-0.370,0.021,-0.201,-0.443,-0.542,0.382,-0.604,0.000,0.007,4628,0,17,0,31,16.050,74.650,305,305,0,0,0
121308,0.127,-0.383,-0.400,-0.578,0.111,-0.198,-0.462,-0.533,0.389,-0.592,0.000,0.008,4858,0,26,2,31,16.050,74.650,305,305,0,0,0
121407,0.151,-0.416,0.020,-0.810,0.159,-0.198,-0.485,-0.518,0.402,-0.578,0.000,0.010,5042,0,33,6,31,16.050,74.650,305,305,0,0,0
121507,0.155,-0.464,0.010,-0.958,0.119,-0.086,-0.512,-0.497,0.419,-0.561,0.000,0.014,4325,0,35,9,31,16.050,74.650,305,305,0,0,0
121607,0.106,-0.490,-0.200,-1.043,-0.011,-0.097,-0.537,-0.471,0.443,-0.542,0.000,0.015,4578,0,34,13,31,16.050,74.650,305,305,0,0,0
121708,0.051,-0.471,-0.310,-0.973,-0.153,-0.017,-0.558,-0.448,0.470,-0.517,0.000,-0.011,3620,0,28,13,31,16.050,74.650,305,305,0,0,0
121807,0.011,-0.424,0.070,-0.896,-0.154,-0.147,-0.574,-0.427,0.497,-0.491,0.000,-0.008,4703,0,27,11,31,16.040,74.690,305,305,0,0,0
121907,-0.011,-0.380,-0.120,-0.817,-0.147,-0.046,-0.588,-0.409,0.519,-0.466,0.000,-0.007,3741,0,25,11,31,16.040,74.690,305,305,0,0,0
122007,-0.012,-0.350,0.160,-0.667,-0.066,-0.150,-0.602,-0.392,0.537,-0.442,0.000,-0.005,4611,0,23,5,31,16.040,74.690,305,305,0,0,0
122107,0.035,-0.336,0.110,-0.602,-0.042,-0.298,-0.616,-0.380,0.547,-0.420,0.000,-0.004,5682,0,23,5,31,16.040,74.690,305,305,0,0,0
122208,0.110,-0.326,-0.400,-0.438,-0.128,-0.181,-0.629,-0.373,0.554,-0.398,0.000,-0.002,5138,0,17,4,31,16.050,74.690,305,305,0,0,0
122307,0.136,-0.294,0.270,-0.321,-0.172,0.072,-0.634,-0.367,0.562,-0.384,0.000,-0.001,3318,0,14,3,31,16.050,74.690,305,305,0,0,0
122408,0.059,-0.246,-0.050,-0.249,-0.160,0.224,-0.631,-0.357,0.576,-0.378,0.000,-0.001,1739,0,13,3,31,16.050,74.690,305,305,0,0,0
122507,0.015,-0.217,-0.020,-0.198,-0.051,-0.039,-0.630,-0.349,0.585,-0.373,0.000,-0.001,4540,0,15,0,31,16.050,74.690,305,305,0,0,0
122607,0.009,-0.219,0.120,0.039,0.062,0.057,-0.631,-0.347,0.586,-0.372,0.000,-0.001,3339,0,11,-10,31,16.050,74.650,305,305,0,0,0
122707,0.038,-0.264,0.380,0.009,0.219,-0.210,-0.636,-0.348,0.579,-0.374,0.000,-0.002,5522,0,19,-11,31,16.050,74.650,305,305,0,0,0
122807,0.051,-0.332,-0.600,0.012,0.238,-0.059,-0.642,-0.346,0.570,-0.379,0.000,-0.003,4585,0,21,-12,31,16.050,74.650,305,305,0,0,0
122907,0.071,-0.398,-0.080,0.024,0.206,-0.216,-0.648,-0.345,0.561,-0.382,0.000,-0.004,5556,0,21,-13,31,16.050,74.650,305,305,0,0,0
123007,0.099,-0.439,-0.030,0.023,0.076,0.039,-0.652,-0.346,0.554,-0.384,0.000,-0.005,3770,0,19,-11,31,16.060,74.650,305,305,0,0,0
123107,0.089,-0.428,-0.370,-0.088,-0.124,0.052,-0.652,-0.344,0.557,-0.382,0.000,-0.005,3839,0,16,-3,31,16.060,74.650,305,305,0,0,0
123207,0.040,-0.372,-0.440,-0.142,-0.243,0.114,-0.647,-0.340,0.568,-0.379,0.000,-0.004,3156,0,14,1,31,16.060,74.650,305,305,0,0,0
123307,0.006,-0.303,-0.400,-0.093,-0.236,-0.131,-0.641,-0.339,0.579,-0.373,0.000,-0.003,4981,0,12,-1,31,16.060,74.650,305,305,0,0,0
123407,0.029,-0.253,-0.320,-0.037,-0.133,-0.184,-0.638,-0.342,0.584,-0.368,0.000,-0.002,5015,0,13,-4,31,16.060,74.690,305,305,0,0,0
123507,0.071,-0.235,-0.160,-0.079,-0.001,-0.058,-0.639,-0.346,0.584,-0.362,0.000,-0.001,4255,0,18,-6,31,16.060,74.690,305,305,0,0,0
123607,0.029,-0.256,0.110,-0.117,0.150,0.150,-0.639,-0.341,0.584,-0.366,0.000,-0.002,2502,0,23,-9,31,16.060,74.690,305,305,0,0,0
123707,-0.032,-0.321,0.240,-0.057,0.258,0.200,-0.644,-0.330,0.581,-0.373,0.000,-0.004,1177,0,24,-15,31,16.060,74.690,305,305,0,0,0
123807,-0.090,-0.398,0.360,-0.022,0.318,0.021,-0.649,-0.321,0.575,-0.381,0.000,-0.007,3517,0,27,-19,31,16.060,74.650,305,305,0,0,0
123907,-0.067,-0.484,0.090,0.036,0.281,-0.043,-0.659,-0.317,0.565,-0.383,0.000,-0.009,3612,0,26,-21,31,16.060,74.650,305,305,0,0,0
124007,-0.070,-0.550,0.040,0.082,0.173,0.060,-0.663,-0.314,0.556,-0.390,0.000,-0.011,2656,0,24,-20,31,16.060,74.650,305,305,0,0,0
124107,-0.094,-0.581,-0.150,0.017,0.042,0.054,-0.664,-0.312,0.553,-0.395,0.000,-0.013,2616,0,24,-16,31,16.060,74.650,305,305,0,0,0
124207,-0.106,-0.575,-0.270,0.013,-0.113,0.074,-0.663,-0.312,0.554,-0.396,0.000,-0.013,1753,0,20,-13,31,16.060,74.650,305,305,0,0,0
124307,-0.127,-0.528,-0.160,0.038,-0.229,0.080,-0.656,-0.314,0.559,-0.397,0.000,-0.012,1709,0,16,-10,31,16.060,74.650,305,305,0,0,0
124407,-0.146,-0.459,-0.100,0.056,-0.234,0.000,-0.648,-0.319,0.567,-0.397,0.000,-0.010,2685,0,16,-10,31,16.060,74.650,305,305,0,0,0
