Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
114665,-0.388,-0.413,-0.122,-0.014,-0.114,0.000,0.484,-0.527,-0.393,-0.578,0.000,0.003,0,6327,8,-8,0,0.000,0,0,0,0,0
114765,-0.336,-0.351,0.049,0.079,-0.274,-0.134,0.480,-0.529,-0.402,-0.573,0.000,0.002,0,4764,1,-5,0,0.000,0,0,0,0,0
114865,-0.323,-0.221,0.078,0.092,-0.510,0.100,0.472,-0.541,-0.416,-0.558,0.000,0.001,0,7100,-5,1,0,0.000,0,0,0,0,0
114965,-0.360,-0.098,0.081,0.254,-0.700,0.056,0.472,-0.547,-0.429,-0.542,0.000,-0.000,0,7289,-20,9,0,0.000,0,0,0,0,0
115065,-0.306,0.121,0.058,0.139,-0.372,-0.187,0.459,-0.560,-0.454,-0.518,0.000,-0.002,0,4841,-5,2,0,0.000,305,305,0,0,0
115165,-0.055,0.206,0.002,0.150,-0.159,-0.470,0.449,-0.555,-0.476,-0.514,0.000,-0.000,6095,0,-4,0,0,0.000,305,305,0,0,0
115265,0.183,0.075,-0.085,0.213,0.494,-0.158,0.455,-0.531,-0.480,-0.530,0.000,0.000,5372,0,8,-17,0,0.000,305,305,0,0,0
115365,0.129,-0.001,-0.105,0.096,-0.011,0.163,0.468,-0.522,-0.477,-0.531,0.000,-0.000,0,2573,-2,1,0,0.000,305,305,0,0,0
115465,0.026,0.002,-0.067,0.023,0.113,0.117,0.472,-0.525,-0.474,-0.526,0.000,-0.000,0,3675,6,-7,0,0.000,305,305,0,0,0
115565,0.042,-0.029,-0.023,0.247,0.167,-0.056,0.477,-0.519,-0.475,-0.527,0.000,-0.000,2745,0,1,-16,0,0.000,305,305,0,0,0
115665,-0.010,-0.060,-0.051,0.426,-0.096,0.179,0.490,-0.510,-0.479,-0.520,0.000,0.000,0,4941,-11,-10,0,0.000,305,305,0,0,0
115765,-0.095,-0.027,0.018,0.570,-0.051,0.099,0.503,-0.504,-0.491,-0.502,0.000,-0.000,0,5181,-11,-17,0,0.000,305,305,0,0,0
115865,-0.114,-0.055,0.086,0.561,0.186,-0.029,0.519,-0.489,-0.501,-0.490,0.000,0.000,0,4062,-3,-23,0,0.000,305,305,0,0,0
115965,-0.120,-0.039,0.054,0.418,-0.324,0.048,0.528,-0.479,-0.513,-0.477,0.000,0.000,0,5172,-16,-1,0,0.000,305,305,0,0,0
116065,-0.176,0.077,-0.057,0.273,-0.289,0.084,0.526,-0.484,-0.528,-0.458,0.000,0.000,0,6268,-11,-2,0,0.000,305,305,0,0,0
116165,-0.279,0.068,-0.163,0.217,0.122,0.161,0.536,-0.482,-0.528,-0.450,0.000,0.000,0,8017,-1,-14,0,0.000,305,305,0,0,0
116265,-0.411,0.055,-0.146,0.173,-0.120,0.238,0.544,-0.481,-0.527,-0.441,0.000,0.001,0,9291,-8,-2,0,0.000,305,305,0,0,0
116365,-0.541,0.150,0.005,0.192,-0.372,0.140,0.543,-0.490,-0.534,-0.425,0.000,0.001,0,9480,-16,4,0,0.000,305,305,0,0,0
116465,-0.517,0.191,0.154,0.546,0.000,-0.210,0.547,-0.481,-0.548,-0.412,0.000,-0.000,0,6986,-15,-17,0,0.000,305,305,0,0,0
116565,-0.411,0.140,0.125,0.473,0.134,-0.052,0.559,-0.458,-0.559,-0.406,0.000,0.000,0,7364,-9,-14,0,0.000,305,305,0,0,0
116665,-0.452,0.125,0.103,0.480,-0.072,0.102,0.568,-0.450,-0.564,-0.396,0.000,0.000,0,8716,-16,-10,0,0.000,305,305,0,0,0
116765,-0.486,0.149,0.135,0.481,-0.164,0.018,0.576,-0.439,-0.576,-0.379,0.000,-0.000,0,8394,-18,-7,0,0.000,305,305,0,0,0
116865,-0.468,0.183,0.159,0.617,-0.143,-0.124,0.582,-0.425,-0.591,-0.362,0.000,-0.000,0,7266,-23,-12,0,0.000,305,305,0,0,0
116965,-0.362,0.246,0.134,0.702,-0.273,-0.249,0.584,-0.406,-0.616,-0.342,0.000,-0.001,0,4998,-29,-11,0,0.000,305,305,0,0,0
117065,-0.264,0.286,-0.007,0.962,-0.166,-0.161,0.591,-0.378,-0.636,-0.322,0.000,-0.001,0,5126,-35,-19,0,0.000,305,305,0,0,0
117165,-0.273,0.292,-0.123,1.160,-0.004,-0.020,0.607,-0.344,-0.656,-0.289,0.000,-0.002,0,6543,-34,-27,0,0.000,305,305,0,0,0
117265,-0.317,0.304,-0.139,0.979,-0.046,-0.031,0.619,-0.317,-0.671,-0.258,0.000,-0.002,0,6818,-31,-20,0,0.000,305,305,0,0,0
117365,-0.446,0.300,-0.074,0.951,-0.109,0.179,0.632,-0.292,-0.682,-0.224,0.000,-0.003,0,9260,-35,-18,0,0.000,305,305,0,0,0
117465,-0.577,0.302,0.066,1.088,-0.058,-0.040,0.644,-0.265,-0.693,-0.187,0.000,-0.003,0,8609,-38,-24,0,0.000,305,305,0,0,0
117565,-0.491,0.226,0.070,1.327,0.282,-0.370,0.662,-0.219,-0.700,-0.157,0.000,-0.002,0,5319,-33,-42,0,0.000,305,305,0,0,0
117665,-0.288,0.062,-0.175,1.089,0.654,-0.273,0.687,-0.165,-0.695,-0.133,0.000,-0.000,0,4065,-12,-46,0,0.000,305,305,0,0,0
117765,-0.126,-0.077,-0.396,0.568,0.161,-0.203,0.706,-0.131,-0.686,-0.121,0.000,0.000,0,2203,-15,-16,34,16.240,305,305,0,0,0
117865,0.003,-0.098,-0.392,0.200,0.100,-0.192,0.708,-0.119,-0.685,-0.123,0.000,0.000,2832,0,-7,-16,34,16.240,305,305,0,0,0
117965,0.037,-0.125,-0.127,0.127,0.148,0.034,0.711,-0.116,-0.682,-0.124,0.000,-0.000,0,3493,-5,-19,34,16.250,305,305,0,0,0
