Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
108074,-0.108,0.942,0.035,0.061,-0.409,-0.046,0.454,0.503,-0.634,0.372,0.000,-0.002,0,2899,-38,35,0,0.000,0,0,0,0,0
108173,-0.107,0.937,0.150,0.014,0.170,0.021,0.453,0.505,-0.632,0.374,0.000,-0.003,0,4080,-18,18,0,0.000,0,0,0,0,0
108273,-0.105,0.955,0.231,0.004,-0.083,-0.037,0.451,0.507,-0.633,0.373,0.000,-0.003,0,3347,-27,27,0,0.000,0,0,0,0,0
108373,-0.060,0.785,0.276,-0.064,-0.043,0.041,0.471,0.497,-0.619,0.385,0.000,-0.001,0,3948,-19,23,0,0.000,0,0,0,0,0
108473,-0.084,0.697,0.244,-0.026,0.000,0.080,0.481,0.488,-0.614,0.392,0.000,-0.001,0,4909,-19,20,0,0.000,0,0,0,0,0
108573,-0.111,0.564,0.173,-0.042,-0.026,-0.007,0.494,0.477,-0.605,0.403,0.000,-0.002,0,4345,-16,19,0,0.000,305,305,0,0,0
108673,-0.104,0.445,0.118,-0.038,0.069,0.060,0.507,0.468,-0.596,0.411,0.000,-0.001,0,5157,-12,15,0,0.000,305,305,0,0,0
108773,-0.173,0.442,0.100,-0.091,-0.057,0.082,0.508,0.462,-0.600,0.411,0.000,-0.002,0,6258,-16,21,0,0.000,305,305,0,0,0
108873,-0.236,0.438,0.097,-0.131,0.062,0.190,0.509,0.455,-0.605,0.410,0.000,-0.003,0,7816,-11,18,0,0.000,305,305,0,0,0
108973,-0.354,0.508,0.000,-0.401,-0.377,0.282,0.504,0.445,-0.622,0.402,0.000,-0.005,0,9218,-19,40,0,0.000,305,305,0,0,0
109073,-0.402,0.535,0.083,0.143,0.342,-0.098,0.504,0.439,-0.629,0.397,0.000,-0.006,0,6961,-13,1,0,0.000,305,305,0,0,0
109173,-0.314,0.410,0.117,0.110,0.389,-0.334,0.516,0.440,-0.612,0.408,0.000,-0.004,0,3567,-9,7,0,0.000,305,305,0,0,0
109273,-0.103,0.290,0.057,0.038,0.438,-0.243,0.533,0.442,-0.594,0.409,0.000,-0.001,1251,0,-4,5,0,0.000,305,305,0,0,0
109373,-0.043,0.287,-0.044,-0.043,-0.289,0.076,0.537,0.443,-0.593,0.405,0.000,-0.000,0,5174,-24,27,0,0.000,305,305,0,0,0
109473,-0.157,0.336,-0.091,0.230,0.096,0.207,0.527,0.442,-0.600,0.407,0.000,-0.001,0,7418,-18,5,0,0.000,305,305,0,0,0
109573,-0.318,0.249,-0.198,0.021,0.163,0.159,0.527,0.436,-0.593,0.426,0.000,-0.003,0,8210,-9,15,0,0.000,305,305,0,0,0
109673,-0.360,0.205,-0.200,-0.003,0.350,-0.081,0.529,0.431,-0.590,0.431,0.000,-0.003,0,6759,-2,5,0,0.000,305,305,0,0,0
109773,-0.269,0.111,-0.120,0.062,0.024,-0.304,0.541,0.430,-0.578,0.435,0.000,-0.001,0,3327,-15,14,0,0.000,305,305,0,0,0
109873,0.024,0.138,-0.153,-0.032,-0.014,-0.477,0.546,0.445,-0.570,0.423,0.000,0.000,6576,0,-10,15,0,0.000,305,305,0,0,0
109973,0.289,0.152,-0.291,-0.124,-0.122,-0.133,0.553,0.456,-0.563,0.411,0.000,0.000,6330,0,-12,21,0,0.000,305,305,0,0,0
110073,0.350,0.156,-0.286,0.102,0.054,-0.094,0.555,0.458,-0.562,0.408,0.000,0.000,6826,0,-14,8,0,0.000,305,305,0,0,0
110173,0.391,0.196,0.006,0.237,-0.170,0.002,0.549,0.467,-0.561,0.408,0.000,0.001,6701,0,-24,13,0,0.000,305,305,0,0,0
110273,0.279,0.207,0.190,-0.030,-0.084,0.233,0.542,0.467,-0.562,0.415,0.000,0.001,2995,0,-13,20,0,0.000,305,305,0,0,0
110373,0.146,0.266,0.196,-0.098,-0.248,0.162,0.534,0.464,-0.574,0.413,0.000,0.001,1525,0,-19,26,0,0.000,305,305,0,0,0
110473,0.076,0.280,0.104,-0.056,-0.147,-0.001,0.532,0.459,-0.580,0.412,0.000,0.000,3592,0,-18,20,0,0.000,305,305,0,0,0
110573,0.026,0.297,0.013,-0.007,0.101,0.151,0.530,0.457,-0.583,0.412,0.000,0.000,0,3087,-12,13,0,0.000,305,305,0,0,0
