Timestamp,r_ref,q_ref,curr_ax,curr_roll_rate,curr_pitch_rate,curr_yaw_rate,curr_qw,curr_qx,curr_qy,curr_qz,thrust_ref,p_ref,omega_L_ref,omega_R_ref,servo_L_ref,servo_R_ref,Temperature,Voltage,RPM2,RPM4,Throttle2,Throttle4,ErrorCodes
81713,-0.623,-0.748,0.078,0.069,-0.036,0.002,-0.273,-0.553,0.265,-0.741,0.000,0.013,0,9155,40,-42,28,14.520,305,305,0,0,0
81813,-0.628,-0.748,0.047,-0.034,0.038,-0.077,-0.273,-0.553,0.265,-0.741,0.000,0.013,0,8696,45,-42,28,14.530,305,305,0,0,0
81913,-0.531,-0.759,0.035,0.068,0.130,-0.261,-0.279,-0.554,0.261,-0.740,0.000,0.011,0,6681,45,-49,28,14.530,305,305,0,0,0
82012,-0.365,-0.810,0.040,0.011,0.178,-0.222,-0.289,-0.551,0.250,-0.742,0.000,0.008,0,5543,50,-49,28,14.540,305,305,0,0,0
82112,-0.265,-0.845,0.019,-0.031,0.068,-0.074,-0.297,-0.548,0.245,-0.742,0.000,0.006,0,6001,48,-46,28,14.540,305,305,0,0,0
82212,-0.275,-0.856,0.010,0.016,0.050,0.123,-0.296,-0.547,0.244,-0.744,0.000,0.006,0,7668,48,-48,28,14.540,305,305,0,0,0
82312,-0.354,-0.877,0.035,-0.029,0.064,0.108,-0.292,-0.543,0.246,-0.748,0.000,0.008,0,8110,51,-49,28,14.540,305,305,0,0,0
82412,-0.449,-0.891,0.082,-0.060,0.046,0.120,-0.290,-0.539,0.251,-0.750,0.000,0.011,0,8806,52,-49,28,14.540,305,305,0,0,0
82512,-0.513,-0.893,0.056,0.002,0.012,0.051,-0.287,-0.537,0.255,-0.751,0.000,0.012,0,8779,50,-50,28,14.540,305,305,0,0,0
82612,-0.534,-0.919,0.012,0.044,0.070,0.008,-0.286,-0.533,0.254,-0.754,0.000,0.013,0,8636,52,-53,28,14.540,305,305,0,0,0
82712,-0.495,-0.871,0.035,0.076,-0.347,-0.099,-0.284,-0.541,0.253,-0.750,0.000,0.011,0,7654,39,-42,28,14.540,305,305,0,0,0
82812,-0.431,-0.838,0.036,0.006,0.197,-0.034,-0.285,-0.547,0.250,-0.746,0.000,0.009,0,7657,60,-59,28,14.540,305,305,0,0,0
82912,-0.461,-0.868,0.023,-0.014,-0.172,0.070,-0.285,-0.542,0.250,-0.750,0.000,0.011,0,8565,45,-44,28,14.540,305,305,0,0,0
83012,-0.457,-0.817,0.051,0.010,0.041,-0.028,-0.282,-0.549,0.253,-0.745,0.000,0.010,0,7885,55,-55,28,14.540,305,305,0,0,0
83112,-0.448,-0.844,0.011,0.001,-0.040,-0.004,-0.284,-0.546,0.251,-0.747,0.000,0.010,0,7990,51,-50,28,14.540,305,305,0,0,0
83212,-0.433,-0.826,0.021,0.019,-0.046,-0.067,-0.284,-0.549,0.251,-0.746,0.000,0.009,0,7439,51,-52,28,14.540,305,305,0,0,0
83312,-0.382,-0.815,0.020,0.016,-0.031,-0.059,-0.285,-0.551,0.249,-0.744,0.000,0.008,0,7106,52,-52,28,14.540,305,305,0,0,0
83412,-0.358,-0.809,0.025,-0.007,0.024,-0.022,-0.286,-0.552,0.248,-0.743,0.000,0.008,0,7209,55,-54,28,14.540,305,305,0,0,0
83512,-0.343,-0.817,0.055,-0.006,0.002,-0.038,-0.288,-0.552,0.247,-0.743,0.000,0.007,0,6971,54,-54,28,14.540,305,305,0,0,0
83612,-0.318,-0.807,0.065,-0.017,-0.052,-0.029,-0.289,-0.553,0.247,-0.741,0.000,0.007,0,6843,54,-52,28,14.540,305,305,0,0,0
83712,-0.312,-0.791,0.045,-0.023,-0.016,0.000,-0.289,-0.555,0.248,-0.740,0.000,0.006,0,7022,55,-54,28,14.540,305,305,0,0,0
83812,-0.325,-0.795,0.055,-0.027,0.021,0.012,-0.290,-0.554,0.249,-0.740,0.000,0.007,0,7220,57,-55,28,14.540,305,305,0,0,0
83912,-0.332,-0.787,0.099,-0.008,-0.072,-0.001,-0.290,-0.554,0.250,-0.739,0.000,0.007,0,7169,53,-53,28,14.550,305,305,0,0,0
84012,-0.322,-0.758,0.054,0.031,-0.116,-0.058,-0.289,-0.558,0.251,-0.736,0.000,0.006,0,6641,52,-53,28,14.550,305,305,0,0,0
84112,-0.265,-0.737,-0.006,0.034,0.004,-0.031,-0.290,-0.563,0.248,-0.733,0.000,0.005,0,6378,55,-56,28,14.550,305,305,0,0,0
84212,-0.256,-0.750,0.004,-0.007,0.107,-0.013,-0.290,-0.561,0.247,-0.735,0.000,0.005,0,6459,59,-57,28,14.550,305,305,0,0,0
84312,-0.235,-0.765,0.018,0.017,0.014,-0.063,-0.292,-0.560,0.245,-0.736,0.000,0.005,0,5824,55,-56,28,14.560,305,305,0,0,0
84412,-0.190,-0.775,0.015,0.108,0.029,-0.019,-0.293,-0.560,0.241,-0.736,0.000,0.004,0,5815,53,-59,28,14.560,305,305,0,0,0
84512,-0.147,-0.781,0.010,0.121,0.016,-0.084,-0.291,-0.561,0.236,-0.738,0.000,0.003,0,4678,53,-59,28,14.540,305,305,0,0,0
84612,-0.035,-0.791,-0.024,0.149,0.008,-0.219,-0.293,-0.564,0.227,-0.738,0.000,0.001,2428,0,52,-59,28,14.540,305,305,0,0,0
84712,0.087,-0.756,-0.123,-0.247,-0.191,-0.053,-0.300,-0.569,0.225,-0.731,0.000,-0.002,1843,0,57,-42,28,14.540,305,305,0,0,0
84812,0.062,-0.709,-0.068,-0.280,-0.176,-0.117,-0.307,-0.572,0.236,-0.723,0.000,-0.001,2932,0,56,-43,28,14.530,305,305,0,0,0
84912,0.152,-0.660,0.052,-0.186,-0.066,-0.238,-0.318,-0.576,0.242,-0.713,0.000,-0.002,5893,0,56,-50,28,14.530,305,305,0,0,0
85012,0.219,-0.694,-0.005,0.227,0.252,0.191,-0.324,-0.573,0.238,-0.714,0.000,-0.003,0,1420,53,-70,28,14.550,305,305,0,0,0
85112,0.107,-0.783,0.071,0.513,0.417,0.226,-0.307,-0.565,0.226,-0.732,0.000,-0.002,0,4382,54,-79,28,14.550,305,305,0,0,0
85212,0.161,-0.870,0.190,0.147,-0.042,-0.248,-0.299,-0.559,0.209,-0.745,0.000,-0.003,6302,0,52,-52,28,14.540,305,305,0,0,0
85312,0.406,-0.810,0.270,-0.003,-0.204,-0.437,-0.307,-0.571,0.200,-0.734,0.000,-0.007,9680,0,52,-49,28,14.540,305,305,0,0,0
85412,0.646,-0.754,0.100,-0.028,-0.146,-0.218,-0.320,-0.582,0.193,-0.723,0.000,-0.010,10256,0,53,-52,28,14.540,305,305,0,0,0
85512,0.589,-0.735,-0.072,-0.011,-0.096,0.350,-0.317,-0.583,0.197,-0.722,0.000,-0.009,6428,0,52,-53,28,14.540,305,305,0,0,0
85612,0.381,-0.687,-0.066,-0.143,-0.194,0.233,-0.308,-0.584,0.212,-0.720,0.000,-0.006,5590,0,52,-46,28,14.540,305,305,0,0,0
85712,0.207,-0.636,0.001,-0.073,-0.170,0.288,-0.300,-0.587,0.225,-0.718,0.000,-0.003,2443,0,50,-48,28,14.540,305,305,0,0,0
85813,0.022,-0.585,0.096,-0.036,-0.216,0.198,-0.291,-0.589,0.237,-0.716,0.000,-0.000,0,2459,46,-46,28,14.540,305,305,0,0,0
85913,-0.108,-0.521,0.074,0.019,-0.351,0.129,-0.282,-0.594,0.246,-0.712,0.000,0.001,0,3847,40,-43,28,14.540,305,305,0,0,0
86013,-0.212,-0.444,-0.042,0.014,-0.089,0.189,-0.273,-0.602,0.254,-0.707,0.000,0.002,0,6004,49,-49,28,14.550,305,305,0,0,0
86112,-0.328,-0.443,-0.088,-0.058,0.059,0.104,-0.268,-0.599,0.260,-0.709,0.000,0.004,0,6618,53,-50,28,14.550,305,305,0,0,0
86213,-0.355,-0.460,-0.077,-0.010,0.097,-0.054,-0.268,-0.596,0.261,-0.710,0.000,0.004,0,5741,52,-52,28,14.540,305,305,0,0,0
86313,-0.321,-0.483,-0.021,-0.009,0.042,-0.010,-0.272,-0.594,0.259,-0.712,0.000,0.004,0,6078,50,-50,28,14.540,305,305,0,0,0
86413,-0.306,-0.496,0.052,0.030,0.036,0.018,-0.272,-0.593,0.257,-0.713,0.000,0.004,0,6443,49,-51,28,14.540,305,305,0,0,0
86513,-0.279,-0.493,-0.001,0.048,-0.069,-0.038,-0.272,-0.594,0.255,-0.713,0.000,0.004,0,6034,46,-48,28,14.540,305,305,0,0,0
86613,-0.273,-0.493,-0.060,0.022,0.133,0.007,-0.271,-0.595,0.254,-0.713,0.000,0.004,0,6489,54,-55,28,14.540,305,305,0,0,0
86712,-0.284,-0.539,-0.001,0.024,0.129,0.046,-0.272,-0.589,0.252,-0.718,0.000,0.004,0,7110,53,-54,28,14.540,305,305,0,0,0
86814,-0.324,-0.569,0.142,-0.022,-0.001,0.139,-0.271,-0.585,0.252,-0.722,0.000,0.005,0,8122,51,-49,28,14.540,305,305,0,0,0
86914,-0.425,-0.532,0.380,0.009,-0.031,0.089,-0.265,-0.587,0.259,-0.720,0.000,0.006,0,8460,50,-52,28,14.540,305,305,0,0,0
87014,-0.415,-0.631,0.388,0.127,0.360,-0.004,-0.267,-0.576,0.252,-0.730,0.000,0.007,0,7755,58,-65,28,14.540,305,305,0,0,0
87114,-0.386,-0.596,0.240,0.260,-0.443,-0.002,-0.259,-0.584,0.245,-0.729,0.000,0.006,0,7563,31,-43,28,14.540,305,305,0,0,0
87213,-0.367,-0.519,0.192,0.151,-0.030,0.021,-0.251,-0.596,0.243,-0.723,0.000,0.005,0,7593,49,-56,28,14.540,305,305,0,0,0
87313,-0.425,-0.582,0.233,0.063,0.299,0.033,-0.248,-0.588,0.241,-0.731,0.000,0.007,0,8091,59,-62,28,14.530,305,305,0,0,0
87413,-0.506,-0.589,0.138,-0.350,-0.076,0.081,-0.254,-0.582,0.252,-0.730,0.000,0.008,0,8920,57,-40,28,14.530,305,305,0,0,0
87513,-0.544,-0.612,-0.049,-0.101,-0.017,-0.147,-0.262,-0.575,0.260,-0.730,0.000,0.009,0,7665,50,-51,28,14.530,305,305,0,0,0
87612,-0.310,-0.541,-0.266,0.134,-0.403,-0.466,-0.269,-0.589,0.251,-0.719,0.000,0.004,1537,0,35,-44,28,14.530,305,305,0,0,0
87712,0.015,-0.488,-0.325,0.134,0.029,-0.373,-0.278,-0.603,0.235,-0.710,0.000,-0.000,5587,0,50,-56,28,14.530,305,305,0,0,0
87812,0.122,-0.499,-0.279,0.009,0.009,0.036,-0.282,-0.604,0.227,-0.710,0.000,-0.001,751,0,51,-50,28,14.520,305,305,0,0,0
87912,0.035,-0.519,-0.218,0.007,0.088,0.181,-0.277,-0.601,0.230,-0.714,0.000,-0.000,0,5038,52,-53,28,14.520,305,305,0,0,0
88012,-0.089,-0.525,-0.129,-0.071,0.029,0.128,-0.273,-0.597,0.237,-0.716,0.000,0.001,0,5933,53,-50,28,14.530,305,305,0,0,0
88112,-0.145,-0.524,-0.073,-0.027,-0.046,0.064,-0.272,-0.596,0.240,-0.716,0.000,0.002,0,6036,49,-49,28,14.530,305,305,0,0,0
88212,-0.165,-0.513,-0.038,0.140,0.039,0.093,-0.268,-0.598,0.240,-0.717,0.000,0.002,0,6585,47,-56,28,14.530,305,305,0,0,0
88312,-0.227,-0.534,-0.037,0.057,0.192,0.153,-0.261,-0.596,0.238,-0.721,0.000,0.003,0,7538,55,-57,28,14.530,305,305,0,0,0
88412,-0.284,-0.587,-0.018,0.081,0.108,0.060,-0.258,-0.589,0.236,-0.729,0.000,0.004,0,7269,51,-55,28,14.530,305,305,0,0,0
88512,-0.311,-0.585,0.044,0.043,-0.173,0.059,-0.253,-0.590,0.235,-0.730,0.000,0.005,0,7465,45,-47,28,14.530,305,305,0,0,0
88612,-0.295,-0.547,0.081,0.069,-0.044,-0.053,-0.251,-0.595,0.234,-0.727,0.000,0.004,0,6449,49,-53,28,14.530,305,305,0,0,0
88712,-0.251,-0.541,0.029,0.141,-0.004,-0.091,-0.249,-0.598,0.230,-0.727,0.000,0.003,0,5709,47,-55,28,14.530,305,305,0,0,0
88812,-0.141,-0.541,-0.082,0.086,-0.018,-0.168,-0.251,-0.601,0.221,-0.726,0.000,0.002,0,3460,48,-52,28,14.540,305,305,0,0,0
88912,-0.025,-0.532,-0.056,0.029,-0.014,-0.159,-0.255,-0.604,0.215,-0.723,0.000,0.000,770,0,49,-51,28,14.540,305,305,0,0,0
89012,0.040,-0.526,0.141,0.062,-0.019,-0.014,-0.257,-0.606,0.212,-0.722,0.000,-0.000,0,2644,48,-53,28,14.540,305,305,0,0,0
89112,0.009,-0.495,0.161,0.203,-0.194,0.109,-0.249,-0.611,0.211,-0.721,0.000,-0.000,0,4941,38,-50,28,14.540,305,305,0,0,0
89212,-0.027,-0.460,-0.058,0.098,-0.017,0.021,-0.241,-0.616,0.209,-0.720,0.000,0.000,0,4428,48,-52,28,14.540,305,305,0,0,0
89312,0.009,-0.479,-0.251,0.127,0.126,-0.053,-0.239,-0.616,0.202,-0.723,0.000,-0.000,0,2709,50,-57,28,14.540,305,305,0,0,0
89412,0.041,-0.515,-0.301,0.066,0.061,-0.050,-0.238,-0.613,0.197,-0.727,0.000,-0.000,0,1865,50,-53,28,14.540,305,305,0,0,0
89512,0.083,-0.535,-0.217,0.048,0.077,-0.087,-0.240,-0.612,0.193,-0.729,0.000,-0.001,2546,0,50,-55,28,14.540,305,305,0,0,0
89612,0.155,-0.553,-0.162,0.032,0.079,-0.077,-0.242,-0.611,0.187,-0.730,0.000,-0.002,3917,0,51,-55,28,14.540,305,305,0,0,0
89712,0.187,-0.587,-0.137,0.012,0.158,0.019,-0.244,-0.607,0.184,-0.733,0.000,-0.003,3237,0,54,-57,28,14.540,305,305,0,0,0
89812,0.177,-0.614,-0.095,0.011,-0.001,0.067,-0.242,-0.604,0.181,-0.737,0.000,-0.002,2355,0,51,-52,28,14.540,305,305,0,0,0
89912,0.108,-0.619,-0.088,0.007,0.069,0.102,-0.238,-0.603,0.184,-0.739,0.000,-0.002,0,2350,53,-56,28,14.540,305,305,0,0,0
90012,0.071,-0.603,0.051,0.068,-0.170,0.050,-0.235,-0.605,0.185,-0.738,0.000,-0.001,0,1915,44,-50,28,14.540,305,305,0,0,0
90112,0.057,-0.573,0.000,-0.046,-0.026,-0.040,-0.232,-0.608,0.187,-0.736,0.000,-0.001,2251,0,52,-51,28,14.540,305,305,0,0,0
90212,0.225,-0.541,0.019,-0.024,-0.252,-0.208,-0.240,-0.615,0.180,-0.730,0.000,-0.003,6773,0,43,-44,28,14.540,305,305,0,0,0
90312,0.173,-0.514,0.151,0.073,0.138,0.372,-0.237,-0.617,0.184,-0.727,0.000,-0.002,0,4722,52,-60,28,14.530,305,305,0,0,0
90412,-0.018,-0.578,0.145,0.064,0.039,0.211,-0.226,-0.607,0.187,-0.738,0.000,0.000,0,5281,48,-53,28,14.530,305,305,0,0,0
90512,-0.126,-0.555,0.194,0.100,-0.110,0.123,-0.217,-0.609,0.191,-0.738,0.000,0.002,0,5703,44,-52,28,14.540,305,305,0,0,0
90612,-0.231,-0.504,0.283,0.111,-0.264,0.214,-0.204,-0.616,0.193,-0.736,0.000,0.003,0,7597,40,-46,28,14.540,305,305,0,0,0
90712,-0.507,-0.429,0.304,0.159,-0.241,0.543,-0.182,-0.622,0.204,-0.733,0.000,0.006,0,11423,38,-48,28,14.540,305,305,0,0,0
90812,-0.676,-0.414,0.257,0.000,0.081,-0.033,-0.170,-0.622,0.210,-0.735,0.000,0.008,0,9259,52,-52,28,14.530,305,305,0,0,0
90912,-0.577,-0.430,0.117,0.000,0.000,-0.227,-0.175,-0.622,0.204,-0.735,0.000,0.007,0,7315,47,-49,28,14.530,305,305,0,0,0
91012,-0.424,-0.437,-0.051,0.050,-0.024,-0.298,-0.181,-0.624,0.195,-0.735,0.000,0.005,0,5377,45,-50,28,14.540,305,305,0,0,0
91112,-0.050,-0.388,-0.126,0.000,-0.160,-0.847,-0.199,-0.635,0.179,-0.724,0.000,0.000,8696,0,43,-44,28,14.540,305,305,0,0,0
91212,0.220,-0.223,-0.083,-0.032,-0.491,-0.087,-0.207,-0.658,0.172,-0.703,0.000,-0.001,5183,0,35,-32,28,14.530,305,305,0,0,0
91312,0.124,-0.306,0.029,-0.112,0.527,0.247,-0.211,-0.646,0.179,-0.712,0.000,-0.001,0,4463,64,-60,28,14.530,305,305,0,0,0
91412,-0.025,-0.325,0.050,0.180,-0.284,0.211,-0.202,-0.642,0.184,-0.716,0.000,0.000,0,5854,29,-43,28,14.530,305,305,0,0,0
91512,-0.006,-0.259,0.150,0.029,0.000,-0.073,-0.201,-0.650,0.185,-0.709,0.000,0.000,0,980,45,-49,28,14.530,305,305,0,0,0
91612,0.045,-0.216,0.506,0.094,-0.331,-0.047,-0.200,-0.656,0.182,-0.704,0.000,-0.000,1627,0,31,-39,28,14.530,305,305,0,0,0
91712,0.067,-0.089,0.824,-0.002,-0.298,-0.102,-0.197,-0.672,0.185,-0.690,0.000,-0.000,3452,0,35,-37,28,14.530,305,305,0,0,0
91812,0.322,-0.127,0.913,0.159,0.272,-0.537,-0.209,-0.671,0.170,-0.691,0.000,-0.001,9646,0,45,-57,28,14.530,305,305,0,0,0
91912,0.380,-0.100,0.745,0.203,-0.254,0.286,-0.205,-0.676,0.162,-0.689,0.000,-0.000,2229,0,27,-42,28,14.530,305,305,0,0,0
92012,0.092,0.050,0.341,0.242,-0.660,0.490,-0.181,-0.691,0.175,-0.677,0.000,0.000,0,6461,13,-29,28,14.540,305,305,0,0,0
92112,-0.061,0.195,0.115,0.106,-0.277,-0.102,-0.163,-0.707,0.180,-0.664,0.000,-0.000,1964,0,29,-35,28,14.540,305,305,0,0,0
92212,-0.024,0.203,0.084,0.434,0.081,-0.042,-0.156,-0.711,0.169,-0.665,0.000,-0.000,1353,0,26,-53,28,14.540,305,305,0,0,0
92312,0.040,0.115,-0.110,0.444,0.332,-0.278,-0.145,-0.705,0.147,-0.678,0.000,0.000,5991,0,34,-57,28,14.530,305,305,0,0,0
92412,0.232,0.049,-0.323,0.596,0.399,-0.272,-0.140,-0.703,0.119,-0.687,0.000,0.000,7792,0,34,-65,28,14.530,305,305,0,0,0
92512,0.264,-0.031,-0.432,0.537,-0.061,0.079,-0.125,-0.697,0.097,-0.700,0.000,-0.000,5380,0,21,-47,28,14.520,305,305,0,0,0
92612,0.174,-0.017,-0.631,0.766,0.004,0.138,-0.099,-0.701,0.081,-0.702,0.000,-0.000,3666,0,18,-61,28,14.520,305,305,0,0,0
92712,0.153,-0.003,-0.783,0.403,-0.193,-0.012,-0.080,-0.704,0.065,-0.703,0.000,0.000,5364,0,22,-43,28,14.520,305,305,0,0,0
92812,0.120,0.084,-0.676,-0.043,-0.136,0.032,-0.074,-0.714,0.064,-0.693,0.000,0.000,4598,0,37,-35,28,14.530,305,305,0,0,0
92912,0.121,0.028,-0.518,-0.399,0.398,-0.080,-0.084,-0.707,0.073,-0.699,0.000,0.000,5892,0,59,-44,28,14.530,305,305,0,0,0
93012,0.187,-0.015,-0.413,-0.323,-0.131,-0.081,-0.104,-0.700,0.084,-0.701,0.000,-0.000,6674,0,35,-32,28,14.520,305,305,0,0,0
93112,0.258,-0.047,-0.318,-0.101,0.336,-0.143,-0.113,-0.696,0.086,-0.704,0.000,-0.000,7688,0,48,-54,28,14.520,305,305,0,0,0
93212,0.361,-0.106,-0.269,0.101,0.080,-0.077,-0.121,-0.690,0.081,-0.709,0.000,-0.001,7946,0,34,-50,28,14.520,305,305,0,0,0
93312,0.361,-0.109,-0.230,0.068,-0.016,0.121,-0.119,-0.690,0.079,-0.710,0.000,-0.001,6434,0,35,-47,28,14.520,305,305,0,0,0
93412,0.219,-0.093,-0.060,0.400,-0.077,0.254,-0.104,-0.691,0.079,-0.710,0.000,-0.000,3320,0,24,-55,28,14.520,305,305,0,0,0
93512,0.071,-0.085,-0.032,0.604,-0.102,0.202,-0.079,-0.694,0.070,-0.713,0.000,-0.000,0,42,20,-58,28,14.540,305,305,0,0,0
93612,-0.065,-0.089,-0.005,0.668,0.153,0.138,-0.049,-0.695,0.054,-0.716,0.000,0.000,0,3175,28,-66,28,14.540,305,305,0,0,0
93712,-0.053,-0.113,-0.103,0.458,0.016,-0.122,-0.029,-0.693,0.034,-0.720,0.000,0.000,4343,0,29,-54,28,14.540,305,305,0,0,0
93812,-0.001,-0.089,-0.148,0.112,0.034,0.018,-0.023,-0.696,0.022,-0.717,0.000,0.000,3143,0,39,-49,28,14.540,305,305,0,0,0
93912,-0.035,-0.108,-0.122,-0.059,-0.059,0.020,-0.021,-0.694,0.024,-0.719,0.000,0.000,2265,0,36,-42,28,14.530,305,305,0,0,0
94012,-0.035,-0.075,-0.019,-0.046,-0.092,-0.113,-0.021,-0.698,0.024,-0.716,0.000,0.000,4388,0,35,-43,28,14.530,305,305,0,0,0
94112,-0.021,-0.136,-0.043,0.133,0.351,0.101,-0.021,-0.691,0.022,-0.723,0.000,0.000,0,1602,43,-63,28,14.540,305,305,0,0,0
94212,-0.072,-0.168,-0.127,0.261,-0.072,0.093,-0.012,-0.687,0.018,-0.727,0.000,0.000,0,2963,27,-52,28,14.540,305,305,0,0,0
